x, y, ideal_velocity
0.0 , 0.0 , 0
-0.006381068805863421 , 0.34119464777147135 , 0
-0.025515350721731167 , 0.6819121039761213 , 0
-0.05737608472416156 , 1.0216758444426841 , 0
-0.10191871069570269 , 1.3600106788575919 , 0
-0.15908093174624405 , 1.6964434153615955 , 0
-0.22878280134085927 , 2.0305035223513688 , 0
-0.3109268351122516 , 2.3617237865605016 , 0
-0.40539814720146694 , 2.6896409664995007 , 0
-0.5120646109361466 , 3.0137964403409 , 0
-0.6307770436216362 , 3.333736847343354 , 0
-0.7613694151864667 , 3.6490147219176357 , 0
-0.9036590803904261 , 3.959189119447718 , 0
-1.0574470342704352 , 4.263826232991691 , 0
-1.2225181904669968 , 4.562499999999999 , 0
-1.398641682041907 , 4.854792698202446 , 0
-1.5855711843665468 , 5.140295529830551 , 0
-1.7830452596291515 , 5.418609193358203 , 0
-1.9907877224792276 , 5.689344441960943 , 0
-2.208508026297741 , 5.952122627912854 , 0
-2.435901669552835 , 6.206576232159639 , 0
-2.6726506216727532 , 6.452349378327246 , 0
-2.91842376784036 , 6.689098330447164 , 0
-3.172877372087144 , 6.916491973702258 , 0
-3.4356555580390555 , 7.134212277520772 , 0
-3.7063908066417977 , 7.3419547403708485 , 0
-3.98470447016945 , 7.539428815633453 , 0
-4.270207301797554 , 7.726358317958093 , 0
-4.562499999999999 , 7.902481809533002 , 0
-4.861173767008309 , 8.067552965729565 , 0
-5.165810880552282 , 8.221340919609574 , 0
-5.475985278082362 , 8.363630584813531 , 0
-5.791263152656645 , 8.494222956378364 , 0
-6.111203559659099 , 8.612935389063853 , 0
-6.4353590335005 , 8.719601852798535 , 0
-6.763276213439497 , 8.814073164887747 , 0
-7.094496477648631 , 8.89621719865914 , 0
-7.428556584638406 , 8.965919068253756 , 0
-7.764989321142407 , 9.023081289304297 , 0
-8.103324155557315 , 9.067623915275838 , 0
-8.443087896023878 , 9.099484649278269 , 0
-8.783805352228526 , 9.118618931194137 , 0
-9.125 , 9.125 , 0
-9.46619464777147 , 9.118618931194137 , 0
-9.806912103976119 , 9.099484649278269 , 0
-10.146675844442683 , 9.067623915275838 , 0
-10.485010678857591 , 9.023081289304297 , 0
-10.821443415361596 , 8.965919068253756 , 0
-11.155503522351369 , 8.89621719865914 , 0
-11.4867237865605 , 8.814073164887748 , 0
-11.8146409664995 , 8.719601852798533 , 0
-12.138796440340899 , 8.612935389063853 , 0
-12.458736847343355 , 8.494222956378364 , 0
-12.774014721917636 , 8.363630584813533 , 0
-13.084189119447718 , 8.221340919609574 , 0
-13.38882623299169 , 8.067552965729565 , 0
-13.687499999999998 , 7.902481809533003 , 0
-13.979792698202445 , 7.726358317958094 , 0
-14.265295529830551 , 7.539428815633452 , 0
-14.5436091933582 , 7.341954740370849 , 0
-14.814344441960943 , 7.134212277520773 , 0
-15.077122627912857 , 6.916491973702258 , 0
-15.331576232159637 , 6.689098330447166 , 0
-15.577349378327245 , 6.452349378327247 , 0
-15.814098330447166 , 6.206576232159639 , 0
-16.041491973702257 , 5.952122627912857 , 0
-16.259212277520774 , 5.6893444419609445 , 0
-16.46695474037085 , 5.418609193358202 , 0
-16.664428815633453 , 5.140295529830549 , 0
-16.851358317958095 , 4.854792698202448 , 0
-17.027481809533 , 4.562500000000003 , 0
-17.192552965729565 , 4.263826232991689 , 0
-17.346340919609574 , 3.9591891194477187 , 0
-17.48863058481353 , 3.64901472191764 , 0
-17.619222956378366 , 3.333736847343353 , 0
-17.737935389063853 , 3.0137964403409008 , 0
-17.844601852798533 , 2.6896409664995042 , 0
-17.939073164887745 , 2.3617237865605043 , 0
-18.02121719865914 , 2.0305035223513697 , 0
-18.090919068253754 , 1.6964434153615953 , 0
-18.148081289304297 , 1.3600106788575943 , 0
-18.19262391527584 , 1.0216758444426852 , 0
-18.224484649278267 , 0.6819121039761251 , 0
-18.243618931194135 , 0.3411946477714697 , 0
-18.25 , 0.0 , 0
-18.243618931194135 , -0.3411946477714715 , 0
-18.224484649278267 , -0.6819121039761188 , 0
-18.19262391527584 , -1.021675844442683 , 0
-18.1480812893043 , -1.360010678857588 , 0
-18.090919068253754 , -1.696443415361597 , 0
-18.02121719865914 , -2.030503522351368 , 0
-17.93907316488775 , -2.361723786560502 , 0
-17.844601852798533 , -2.6896409664994985 , 0
-17.737935389063857 , -3.0137964403408946 , 0
-17.619222956378366 , -3.3337368473433546 , 0
-17.48863058481353 , -3.649014721917638 , 0
-17.346340919609574 , -3.959189119447717 , 0
-17.19255296572957 , -4.263826232991687 , 0
-17.027481809533004 , -4.562499999999997 , 0
-16.85135831795809 , -4.8547926982024485 , 0
-16.664428815633453 , -5.140295529830551 , 0
