tag,x,y,direction,x_variance,y_variance,xy_covariance
blue,10.62,1.73,0,0.01,0.01,0.0
blue,15.08,2.04,0,0.01,0.01,0.0
blue,19.41,2.54,0,0.01,0.01,0.0
blue,23.67,3.29,0,0.01,0.01,0.0
blue,27.42,4.30,0,0.01,0.01,0.0
blue,30.44,5.53,0,0.01,0.01,0.0
blue,32.38,6.75,0,0.01,0.01,0.0
blue,33.43,7.88,0,0.01,0.01,0.0
blue,33.77,8.64,0,0.01,0.01,0.0
blue,33.79,9.34,0,0.01,0.01,0.0
blue,33.43,10.29,0,0.01,0.01,0.0
blue,32.25,11.67,0,0.01,0.01,0.0
blue,30.06,13.24,0,0.01,0.01,0.0
blue,26.84,14.82,0,0.01,0.01,0.0
blue,23.10,16.19,0,0.01,0.01,0.0
blue,18.92,17.38,0,0.01,0.01,0.0
blue,14.50,18.40,0,0.01,0.01,0.0
blue,9.86,19.31,0,0.01,0.01,0.0
blue,5.01,20.19,0,0.01,0.01,0.0
blue,0.65,21.05,0,0.01,0.01,0.0
blue,-2.78,21.92,0,0.01,0.01,0.0
blue,-5.40,22.88,0,0.01,0.01,0.0
blue,-7.34,23.95,0,0.01,0.01,0.0
blue,-8.64,25.01,0,0.01,0.01,0.0
blue,-9.67,26.24,0,0.01,0.01,0.0
blue,-10.50,27.80,0,0.01,0.01,0.0
blue,-11.12,29.85,0,0.01,0.01,0.0
blue,-11.58,33.09,0,0.01,0.01,0.0
blue,-12.09,36.86,0,0.01,0.01,0.0
blue,-12.83,39.29,0,0.01,0.01,0.0
blue,-13.83,40.94,0,0.01,0.01,0.0
blue,-15.19,42.18,0,0.01,0.01,0.0
blue,-17.12,43.15,0,0.01,0.01,0.0
blue,-20.06,43.86,0,0.01,0.01,0.0
blue,-24.18,44.41,0,0.01,0.01,0.0
blue,-26.83,44.97,0,0.01,0.01,0.0
blue,-28.79,45.72,0,0.01,0.01,0.0
blue,-30.34,46.66,0,0.01,0.01,0.0
blue,-31.90,48.05,0,0.01,0.01,0.0
blue,-33.40,49.96,0,0.01,0.01,0.0
blue,-35.04,52.73,0,0.01,0.01,0.0
blue,-37.16,56.79,0,0.01,0.01,0.0
blue,-39.01,59.93,0,0.01,0.01,0.0
blue,-40.69,61.99,0,0.01,0.01,0.0
blue,-42.00,62.96,0,0.01,0.01,0.0
blue,-42.93,63.26,0,0.01,0.01,0.0
blue,-43.83,63.21,0,0.01,0.01,0.0
blue,-44.93,62.70,0,0.01,0.01,0.0
blue,-46.29,61.44,0,0.01,0.01,0.0
blue,-47.89,59.09,0,0.01,0.01,0.0
blue,-49.42,55.81,0,0.01,0.01,0.0
blue,-50.74,51.96,0,0.01,0.01,0.0
blue,-51.82,47.82,0,0.01,0.01,0.0
blue,-52.74,43.37,0,0.01,0.01,0.0
blue,-53.49,38.80,0,0.01,0.01,0.0
blue,-54.15,34.06,0,0.01,0.01,0.0
blue,-54.81,29.17,0,0.01,0.01,0.0
blue,-55.47,25.07,0,0.01,0.01,0.0
blue,-56.20,21.97,0,0.01,0.01,0.0
blue,-56.97,19.96,0,0.01,0.01,0.0
blue,-57.77,18.65,0,0.01,0.01,0.0
blue,-58.62,17.76,0,0.01,0.01,0.0
blue,-59.42,17.23,0,0.01,0.01,0.0
blue,-60.43,16.84,0,0.01,0.01,0.0
blue,-61.65,16.70,0,0.01,0.01,0.0
blue,-63.16,16.86,0,0.01,0.01,0.0
blue,-65.17,17.50,0,0.01,0.01,0.0
blue,-68.13,18.94,0,0.01,0.01,0.0
blue,-71.63,21.02,0,0.01,0.01,0.0
blue,-75.73,23.61,0,0.01,0.01,0.0
blue,-79.92,26.22,0,0.01,0.01,0.0
blue,-83.82,28.51,0,0.01,0.01,0.0
blue,-87.71,30.58,0,0.01,0.01,0.0
blue,-91.45,32.31,0,0.01,0.01,0.0
blue,-95.24,33.68,0,0.01,0.01,0.0
blue,-98.32,34.38,0,0.01,0.01,0.0
blue,-100.70,34.48,0,0.01,0.01,0.0
blue,-102.12,34.15,0,0.01,0.01,0.0
blue,-102.80,33.71,0,0.01,0.01,0.0
blue,-103.20,33.13,0,0.01,0.01,0.0
blue,-103.43,32.12,0,0.01,0.01,0.0
blue,-103.23,30.24,0,0.01,0.01,0.0
blue,-102.24,27.44,0,0.01,0.01,0.0
blue,-100.48,24.14,0,0.01,0.01,0.0
blue,-98.17,20.56,0,0.01,0.01,0.0
blue,-95.43,16.66,0,0.01,0.01,0.0
blue,-93.15,13.26,0,0.01,0.01,0.0
blue,-91.80,10.80,0,0.01,0.01,0.0
blue,-91.03,8.77,0,0.01,0.01,0.0
blue,-90.74,7.10,0,0.01,0.01,0.0
blue,-90.79,5.68,0,0.01,0.01,0.0
blue,-91.13,4.31,0,0.01,0.01,0.0
blue,-91.81,2.93,0,0.01,0.01,0.0
blue,-93.00,1.38,0,0.01,0.01,0.0
blue,-94.85,-0.32,0,0.01,0.01,0.0
blue,-97.72,-2.39,0,0.01,0.01,0.0
blue,-101.49,-4.78,0,0.01,0.01,0.0
blue,-105.59,-7.33,0,0.01,0.01,0.0
blue,-109.43,-9.86,0,0.01,0.01,0.0
blue,-112.96,-12.43,0,0.01,0.01,0.0
blue,-116.19,-15.11,0,0.01,0.01,0.0
blue,-119.11,-17.97,0,0.01,0.01,0.0
blue,-121.48,-20.83,0,0.01,0.01,0.0
blue,-123.26,-23.61,0,0.01,0.01,0.0
blue,-124.50,-26.46,0,0.01,0.01,0.0
blue,-125.05,-28.98,0,0.01,0.01,0.0
blue,-125.03,-31.22,0,0.01,0.01,0.0
blue,-124.49,-33.16,0,0.01,0.01,0.0
blue,-123.48,-34.84,0,0.01,0.01,0.0
blue,-121.93,-36.30,0,0.01,0.01,0.0
blue,-119.72,-37.55,0,0.01,0.01,0.0
blue,-116.91,-38.46,0,0.01,0.01,0.0
blue,-113.46,-39.00,0,0.01,0.01,0.0
blue,-109.30,-39.21,0,0.01,0.01,0.0
blue,-104.62,-39.22,0,0.01,0.01,0.0
blue,-100.82,-39.36,0,0.01,0.01,0.0
blue,-97.78,-39.76,0,0.01,0.01,0.0
blue,-94.95,-40.49,0,0.01,0.01,0.0
blue,-92.01,-41.68,0,0.01,0.01,0.0
blue,-88.34,-43.37,0,0.01,0.01,0.0
blue,-85.86,-44.14,0,0.01,0.01,0.0
blue,-83.94,-44.25,0,0.01,0.01,0.0
blue,-82.10,-43.83,0,0.01,0.01,0.0
blue,-80.12,-42.76,0,0.01,0.01,0.0
blue,-78.09,-40.98,0,0.01,0.01,0.0
blue,-76.00,-38.38,0,0.01,0.01,0.0
blue,-74.04,-35.14,0,0.01,0.01,0.0
blue,-72.27,-31.45,0,0.01,0.01,0.0
blue,-70.71,-27.47,0,0.01,0.01,0.0
blue,-69.37,-23.40,0,0.01,0.01,0.0
blue,-68.12,-18.91,0,0.01,0.01,0.0
blue,-67.02,-14.35,0,0.01,0.01,0.0
blue,-66.00,-9.66,0,0.01,0.01,0.0
blue,-65.00,-4.81,0,0.01,0.01,0.0
blue,-64.02,-0.47,0,0.01,0.01,0.0
blue,-63.03,3.09,0,0.01,0.01,0.0
blue,-62.04,5.63,0,0.01,0.01,0.0
blue,-61.03,7.39,0,0.01,0.01,0.0
blue,-59.97,8.64,0,0.01,0.01,0.0
blue,-58.91,9.45,0,0.01,0.01,0.0
blue,-57.61,10.06,0,0.01,0.01,0.0
blue,-56.21,10.37,0,0.01,0.01,0.0
blue,-54.39,10.40,0,0.01,0.01,0.0
