tag,x,y,direction,x_variance,y_variance,xy_covariance
blue,10.84,1.72,0,0.01,0.01,0.0
blue,15.45,1.97,0,0.01,0.01,0.0
blue,20.35,2.38,0,0.01,0.01,0.0
blue,24.77,2.89,0,0.01,0.01,0.0
blue,29.31,3.59,0,0.01,0.01,0.0
blue,33.54,4.44,0,0.01,0.01,0.0
blue,37.64,5.50,0,0.01,0.01,0.0
blue,41.64,6.86,0,0.01,0.01,0.0
blue,44.82,8.34,0,0.01,0.01,0.0
blue,47.09,9.85,0,0.01,0.01,0.0
blue,48.32,11.16,0,0.01,0.01,0.0
blue,48.73,12.02,0,0.01,0.01,0.0
blue,48.77,12.64,0,0.01,0.01,0.0
blue,48.53,13.33,0,0.01,0.01,0.0
blue,47.68,14.29,0,0.01,0.01,0.0
blue,45.72,15.53,0,0.01,0.01,0.0
blue,42.61,16.71,0,0.01,0.01,0.0
blue,39.09,17.57,0,0.01,0.01,0.0
blue,34.75,18.22,0,0.01,0.01,0.0
blue,30.51,18.59,0,0.01,0.01,0.0
blue,26.03,18.77,0,0.01,0.01,0.0
blue,21.43,18.77,0,0.01,0.01,0.0
blue,16.53,18.63,0,0.01,0.01,0.0
blue,11.75,18.39,0,0.01,0.01,0.0
blue,6.92,18.07,0,0.01,0.01,0.0
blue,1.95,17.75,0,0.01,0.01,0.0
blue,-2.52,17.53,0,0.01,0.01,0.0
blue,-6.44,17.50,0,0.01,0.01,0.0
blue,-9.82,17.74,0,0.01,0.01,0.0
blue,-12.44,18.24,0,0.01,0.01,0.0
blue,-14.57,18.98,0,0.01,0.01,0.0
blue,-16.38,19.98,0,0.01,0.01,0.0
blue,-18.07,21.33,0,0.01,0.01,0.0
blue,-20.00,23.49,0,0.01,0.01,0.0
blue,-22.43,26.59,0,0.01,0.01,0.0
blue,-24.28,28.38,0,0.01,0.01,0.0
blue,-26.09,29.43,0,0.01,0.01,0.0
blue,-28.04,29.93,0,0.01,0.01,0.0
blue,-30.35,29.92,0,0.01,0.01,0.0
blue,-33.15,29.29,0,0.01,0.01,0.0
blue,-36.27,28.02,0,0.01,0.01,0.0
blue,-39.57,26.18,0,0.01,0.01,0.0
blue,-43.20,23.75,0,0.01,0.01,0.0
blue,-46.89,21.00,0,0.01,0.01,0.0
blue,-50.55,18.27,0,0.01,0.01,0.0
blue,-53.40,16.38,0,0.01,0.01,0.0
blue,-55.70,15.20,0,0.01,0.01,0.0
blue,-57.63,14.56,0,0.01,0.01,0.0
blue,-59.35,14.35,0,0.01,0.01,0.0
blue,-60.82,14.46,0,0.01,0.01,0.0
blue,-62.38,14.90,0,0.01,0.01,0.0
blue,-64.09,15.77,0,0.01,0.01,0.0
blue,-66.04,17.27,0,0.01,0.01,0.0
blue,-68.18,19.43,0,0.01,0.01,0.0
blue,-70.80,22.59,0,0.01,0.01,0.0
blue,-73.58,26.21,0,0.01,0.01,0.0
blue,-76.54,30.06,0,0.01,0.01,0.0
blue,-79.41,33.60,0,0.01,0.01,0.0
blue,-82.39,36.95,0,0.01,0.01,0.0
blue,-85.28,39.82,0,0.01,0.01,0.0
blue,-88.29,42.33,0,0.01,0.01,0.0
blue,-91.18,44.25,0,0.01,0.01,0.0
blue,-93.98,45.54,0,0.01,0.01,0.0
blue,-96.34,46.10,0,0.01,0.01,0.0
blue,-98.26,46.07,0,0.01,0.01,0.0
blue,-99.96,45.55,0,0.01,0.01,0.0
blue,-101.41,44.56,0,0.01,0.01,0.0
blue,-102.82,42.89,0,0.01,0.01,0.0
blue,-104.12,40.31,0,0.01,0.01,0.0
blue,-105.15,37.04,0,0.01,0.01,0.0
blue,-105.99,32.91,0,0.01,0.01,0.0
blue,-106.72,28.13,0,0.01,0.01,0.0
blue,-107.43,23.63,0,0.01,0.01,0.0
blue,-108.25,19.36,0,0.01,0.01,0.0
blue,-109.26,14.99,0,0.01,0.01,0.0
blue,-110.42,10.38,0,0.01,0.01,0.0
blue,-111.59,6.12,0,0.01,0.01,0.0
blue,-112.80,2.44,0,0.01,0.01,0.0
blue,-114.12,-0.67,0,0.01,0.01,0.0
blue,-115.63,-3.40,0,0.01,0.01,0.0
blue,-117.54,-6.14,0,0.01,0.01,0.0
blue,-119.89,-8.92,0,0.01,0.01,0.0
blue,-122.68,-11.78,0,0.01,0.01,0.0
blue,-126.07,-15.00,0,0.01,0.01,0.0
blue,-129.60,-18.30,0,0.01,0.01,0.0
blue,-132.95,-21.56,0,0.01,0.01,0.0
blue,-135.90,-24.71,0,0.01,0.01,0.0
blue,-138.53,-27.91,0,0.01,0.01,0.0
blue,-140.67,-31.09,0,0.01,0.01,0.0
blue,-142.12,-33.99,0,0.01,0.01,0.0
blue,-142.86,-36.51,0,0.01,0.01,0.0
blue,-142.97,-38.49,0,0.01,0.01,0.0
blue,-142.62,-40.05,0,0.01,0.01,0.0
blue,-141.85,-41.34,0,0.01,0.01,0.0
blue,-140.55,-42.47,0,0.01,0.01,0.0
blue,-138.60,-43.39,0,0.01,0.01,0.0
blue,-135.81,-44.00,0,0.01,0.01,0.0
blue,-132.47,-44.17,0,0.01,0.01,0.0
blue,-128.58,-43.90,0,0.01,0.01,0.0
blue,-124.46,-43.25,0,0.01,0.01,0.0
blue,-120.08,-42.28,0,0.01,0.01,0.0
blue,-115.61,-41.09,0,0.01,0.01,0.0
blue,-110.85,-39.73,0,0.01,0.01,0.0
blue,-106.26,-38.43,0,0.01,0.01,0.0
blue,-102.13,-37.40,0,0.01,0.01,0.0
blue,-97.94,-36.54,0,0.01,0.01,0.0
blue,-93.58,-35.85,0,0.01,0.01,0.0
blue,-88.85,-35.19,0,0.01,0.01,0.0
blue,-84.63,-34.42,0,0.01,0.01,0.0
blue,-80.72,-33.41,0,0.01,0.01,0.0
blue,-76.65,-32.01,0,0.01,0.01,0.0
blue,-72.34,-30.31,0,0.01,0.01,0.0
blue,-68.54,-28.90,0,0.01,0.01,0.0
blue,-65.39,-28.03,0,0.01,0.01,0.0
blue,-62.39,-27.54,0,0.01,0.01,0.0
blue,-59.12,-27.38,0,0.01,0.01,0.0
blue,-55.27,-27.55,0,0.01,0.01,0.0
blue,-50.81,-27.82,0,0.01,0.01,0.0
blue,-47.39,-27.73,0,0.01,0.01,0.0
blue,-44.77,-27.20,0,0.01,0.01,0.0
blue,-42.75,-26.29,0,0.01,0.01,0.0
blue,-41.11,-24.97,0,0.01,0.01,0.0
blue,-39.79,-23.17,0,0.01,0.01,0.0
blue,-38.72,-20.65,0,0.01,0.01,0.0
blue,-37.99,-17.40,0,0.01,0.01,0.0
blue,-37.59,-13.40,0,0.01,0.01,0.0
blue,-37.29,-9.07,0,0.01,0.01,0.0
blue,-36.88,-6.39,0,0.01,0.01,0.0
blue,-36.28,-4.43,0,0.01,0.01,0.0
blue,-35.50,-2.94,0,0.01,0.01,0.0
blue,-34.48,-1.69,0,0.01,0.01,0.0
blue,-33.18,-0.65,0,0.01,0.01,0.0
blue,-31.61,0.17,0,0.01,0.01,0.0
blue,-29.32,0.89,0,0.01,0.01,0.0
blue,-26.25,1.40,0,0.01,0.01,0.0
blue,-22.60,1.65,0,0.01,0.01,0.0
blue,-18.10,1.72,0,0.01,0.01,0.0
blue,-13.53,1.68,0,0.01,0.01,0.0
blue,-8.48,1.59,0,0.01,0.01,0.0
blue,-3.68,1.52,0,0.01,0.01,0.0
blue,1.37,1.50,0,0.01,0.01,0.0
yellow,10.61,-1.30,0,0.01,0.01,0.0
yellow,15.29,-1.04,0,0.01,0.01,0.0
yellow,19.94,-0.67,0,0.01,0.01,0.0
yellow,24.13,-0.21,0,0.01,0.01,0.0
yellow,28.52,0.42,0,0.01,0.01,0.0
yellow,32.68,1.18,0,0.01,0.01,0.0
yellow,36.83,2.16,0,0.01,0.01,0.0
yellow,40.58,3.28,0,0.01,0.01,0.0
yellow,43.86,4.53,0,0.01,0.01,0.0
yellow,46.63,5.92,0,0.01,0.01,0.0
yellow,48.73,7.32,0,0.01,0.01,0.0
yellow,50.11,8.60,0,0.01,0.01,0.0
yellow,51.05,9.87,0,0.01,0.01,0.0
yellow,51.55,10.97,0,0.01,0.01,0.0
yellow,51.77,11.99,0,0.01,0.01,0.0
yellow,51.75,13.03,0,0.01,0.01,0.0
yellow,51.44,14.17,0,0.01,0.01,0.0
yellow,50.87,15.22,0,0.01,0.01,0.0
yellow,49.86,16.36,0,0.01,0.01,0.0
yellow,48.29,17.54,0,0.01,0.01,0.0
yellow,46.18,18.61,0,0.01,0.01,0.0
yellow,43.27,19.65,0,0.01,0.01,0.0
yellow,39.90,20.46,0,0.01,0.01,0.0
yellow,36.15,21.07,0,0.01,0.01,0.0
yellow,31.81,21.51,0,0.01,0.01,0.0
yellow,27.54,21.73,0,0.01,0.01,0.0
yellow,23.15,21.79,0,0.01,0.01,0.0
yellow,18.74,21.71,0,0.01,0.01,0.0
yellow,14.11,21.52,0,0.01,0.01,0.0
yellow,9.37,21.24,0,0.01,0.01,0.0
yellow,4.42,20.91,0,0.01,0.01,0.0
yellow,-0.50,20.61,0,0.01,0.01,0.0
yellow,-4.94,20.48,0,0.01,0.01,0.0
yellow,-8.73,20.64,0,0.01,0.01,0.0
yellow,-11.78,21.17,0,0.01,0.01,0.0
yellow,-14.03,22.05,0,0.01,0.01,0.0
yellow,-15.88,23.39,0,0.01,0.01,0.0
yellow,-18.00,25.81,0,0.01,0.01,0.0
yellow,-20.23,28.63,0,0.01,0.01,0.0
yellow,-21.93,30.34,0,0.01,0.01,0.0
yellow,-23.59,31.53,0,0.01,0.01,0.0
yellow,-25.29,32.33,0,0.01,0.01,0.0
yellow,-27.18,32.83,0,0.01,0.01,0.0
yellow,-29.22,32.99,0,0.01,0.01,0.0
yellow,-31.52,32.78,0,0.01,0.01,0.0
yellow,-34.07,32.15,0,0.01,0.01,0.0
yellow,-36.99,31.00,0,0.01,0.01,0.0
yellow,-39.96,29.45,0,0.01,0.01,0.0
yellow,-43.21,27.40,0,0.01,0.01,0.0
yellow,-46.65,24.94,0,0.01,0.01,0.0
yellow,-50.55,21.99,0,0.01,0.01,0.0
yellow,-53.94,19.58,0,0.01,0.01,0.0
yellow,-56.67,18.04,0,0.01,0.01,0.0
yellow,-58.62,17.43,0,0.01,0.01,0.0
yellow,-60.16,17.39,0,0.01,0.01,0.0
yellow,-61.67,17.86,0,0.01,0.01,0.0
yellow,-63.59,19.12,0,0.01,0.01,0.0
yellow,-66.04,21.55,0,0.01,0.01,0.0
yellow,-68.77,24.87,0,0.01,0.01,0.0
yellow,-71.67,28.66,0,0.01,0.01,0.0
yellow,-74.57,32.41,0,0.01,0.01,0.0
yellow,-77.25,35.70,0,0.01,0.01,0.0
yellow,-80.06,38.85,0,0.01,0.01,0.0
yellow,-82.81,41.62,0,0.01,0.01,0.0
yellow,-85.60,44.05,0,0.01,0.01,0.0
yellow,-88.25,45.97,0,0.01,0.01,0.0
yellow,-90.86,47.47,0,0.01,0.01,0.0
yellow,-93.27,48.47,0,0.01,0.01,0.0
yellow,-95.47,49.01,0,0.01,0.01,0.0
yellow,-97.45,49.15,0,0.01,0.01,0.0
yellow,-99.21,48.95,0,0.01,0.01,0.0
yellow,-100.84,48.44,0,0.01,0.01,0.0
yellow,-102.40,47.59,0,0.01,0.01,0.0
yellow,-103.76,46.46,0,0.01,0.01,0.0
yellow,-105.13,44.83,0,0.01,0.01,0.0
yellow,-106.33,42.75,0,0.01,0.01,0.0
yellow,-107.37,40.15,0,0.01,0.01,0.0
yellow,-108.29,36.80,0,0.01,0.01,0.0
yellow,-109.03,32.92,0,0.01,0.01,0.0
yellow,-109.74,28.23,0,0.01,0.01,0.0
yellow,-110.48,23.61,0,0.01,0.01,0.0
yellow,-111.36,19.17,0,0.01,0.01,0.0
yellow,-112.46,14.53,0,0.01,0.01,0.0
yellow,-113.65,9.90,0,0.01,0.01,0.0
yellow,-114.89,5.58,0,0.01,0.01,0.0
yellow,-116.21,1.97,0,0.01,0.01,0.0
yellow,-117.80,-1.20,0,0.01,0.01,0.0
yellow,-119.84,-4.21,0,0.01,0.01,0.0
yellow,-122.37,-7.17,0,0.01,0.01,0.0
