elapsed_s,real_x,real_y,real_yaw,sim_x,sim_y,sim_yaw,position_error,heading_error,real_velocity_x,real_velocity_y,real_yaw_rate,sim_velocity_x,sim_velocity_y,sim_yaw_rate,real_fl_rpm,real_fr_rpm,real_front_rpm,real_motor_rpm,sim_fl_rpm,sim_fr_rpm,sim_front_rpm,sim_motor_rpm,front_wheel_rpm_error,motor_rpm_error
1.97533,-11.633,22.2875,-2.33415,13.0387,24.7837,2.19169,24.7977,-1.75734,5.41774,0,0.950385,2.37047,0.331637,0.312776,247.919998,314.859985,281.389992,962.000000,119.675,139.048,129.361,184.745,-152.029,-777.255
1.99475,-11.9523,21.8641,-2.27308,12.9276,24.8973,2.213,25.0641,-1.79711,5.18453,0,0.954511,1.67342,0.245732,0.233166,238.639999,299.260010,268.950005,874.000000,84.6027,98.7914,91.697,500.776,-177.253,-373.224
2.01404,-12.2005,21.5463,-2.19629,12.834,24.9881,2.23102,25.2701,-1.85587,5.5811,0,0.995553,1.69781,0.263571,0.239004,235.539993,285.980011,260.760002,881.000000,86.5758,100.477,93.5264,290.382,-167.234,-590.618
2.03346,-12.4017,21.1677,-2.11245,12.7378,25.0772,2.24968,25.4417,-1.92106,4.98817,0,0.940285,1.58842,0.261757,0.237496,220.460007,275.630005,248.045006,888.000000,80.2156,94.5627,87.3891,318.724,-160.656,-569.276
2.0529,-12.5106,20.8899,-2.06366,12.6508,25.1538,2.26698,25.5201,-1.95254,4.74146,0,0.887821,1.30849,0.207583,0.195844,217.880005,272.089996,244.985001,896.000000,66.0236,77.5383,71.781,253.123,-173.204,-642.877
2.07225,-12.647,20.486,-1.99031,12.5792,25.2159,2.28031,25.6657,-2.01257,4.36542,0,0.78245,1.16442,0.173621,0.160584,177.940002,257.200012,217.570007,845.000000,59.0355,68.3747,63.7051,230.398,-153.865,-614.602
2.09162,-12.7757,20.1769,-1.94182,12.5143,25.2723,2.29127,25.7982,-2.0501,5.2913,0,0.747513,1.05315,0.14068,0.122648,214.669998,254.169998,234.419998,896.000000,53.7826,61.4334,57.608,192.535,-176.812,-703.465
2.11101,-12.9115,19.6664,-1.86457,12.4531,25.3259,2.30064,25.9883,-2.11798,3.08207,0,0.632244,1.03739,0.127417,0.108703,213.169998,254.169998,233.669998,654.000000,52.5235,59.4791,56.0013,200.55,-177.669,-453.45
2.13045,-12.9465,19.4134,-1.8267,12.4,25.3731,2.3078,26.0376,-2.14869,5.07498,0,0.557109,0.763622,0.0808697,0.0733389,208.130005,236.250000,222.190002,874.000000,37.8653,42.3446,40.105,155.66,-182.085,-718.34
2.14984,-13.0065,19.0375,-1.78267,12.3619,25.4075,2.31232,26.1559,-2.1882,5.18683,0,0.447374,0.610697,0.0507894,0.0507095,204.949997,228.899994,216.924995,892.000000,33.1909,35.9081,34.5495,123.378,-182.375,-768.622
2.16923,-13.0815,18.659,-1.75122,12.3312,25.4359,2.3154,26.3008,-2.21656,5.6663,0,0.402677,0.482838,0.0386618,0.0303849,213.270004,233.210007,223.240005,954.000000,20.0452,22.5301,21.2877,672.397,-201.952,-281.603
2.1886,-13.093,18.3715,-1.72493,12.2886,25.4754,2.31955,26.3569,-2.2387,4.64536,0,0.322296,0.750985,0.0576312,0.052881,208.720001,227.979996,218.349998,896.000000,36.9621,39.9344,38.4482,207.632,-179.902,-688.368
2.20798,-13.1482,17.8581,-1.69067,12.253,25.5081,2.32284,26.5281,-2.26967,3.88909,0,0.267741,0.464192,0.0339788,0.0371006,208.190002,247.130005,227.660004,654.000000,22.4128,24.57,23.4914,223.148,-204.169,-430.852
2.22747,-13.1503,17.6727,-1.66669,12.2245,25.5341,2.32556,26.5646,-2.29094,4.94129,0,0.369183,0.425199,0.0338987,0.0323059,248.610001,216.229996,232.419998,621.000000,21.9642,24.1709,23.0676,36.3037,-209.352,-584.696
2.24683,-13.1844,17.2574,-1.63908,12.2053,25.5515,2.32744,26.7101,-2.31666,3.91798,0,0.353104,0.465139,0.0384131,0.0348991,212.119995,226.740005,219.430000,716.000000,23.4812,25.5359,24.5086,373.607,-194.921,-342.393
2.26641,-13.174,16.8543,-1.60872,12.1689,25.584,2.3312,26.8043,-2.34326,5.18417,0,0.426183,0.429503,0.0379263,0.0335495,210.190002,240.149994,225.169998,790.000000,20.1134,22.5688,21.3411,232.543,-203.829,-557.457
2.2856,-13.1757,16.4951,-1.57405,12.1482,25.6021,2.33352,26.9116,-2.37561,4.44594,0,0.435509,0.501493,0.0490129,0.0475181,210.509995,239.649994,225.079994,775.000000,26.8392,29.4913,28.1652,125.223,-196.915,-649.777
