elapsed_s,real_x,real_y,real_yaw,sim_x,sim_y,sim_yaw,position_error,heading_error,real_velocity_x,real_velocity_y,real_yaw_rate,sim_velocity_x,sim_velocity_y,sim_yaw_rate,real_fl_rpm,real_fr_rpm,real_front_rpm,real_motor_rpm,sim_fl_rpm,sim_fr_rpm,sim_front_rpm,sim_motor_rpm,front_wheel_rpm_error,motor_rpm_error
8.25593,-2.08944,0.158257,0.33759,-9.24697,-18.7209,2.73294,20.1904,2.39535,3.17405,0,-0.118248,2.8997,-0.0637871,-0.0573,171.770004,164.839996,168.305000,548.000000,147.097,143.65,145.373,518.695,-22.9317,-29.3046
8.27597,-1.82709,0.234236,0.328829,-9.462,-18.6221,2.72838,20.3433,2.39955,3.17405,0,-0.0996756,3.12196,-0.0481675,-0.0661972,151.850006,149.339996,150.595001,548.000000,157.709,155.108,156.409,586.32,5.81351,38.3199
8.296,-1.58445,0.316291,0.324117,-9.69977,-18.5136,2.72539,20.5042,2.40128,2.97113,0,-0.0504096,3.38923,-0.0282367,-0.0362134,151.850006,149.339996,150.595001,512.000000,169.865,168.756,169.31,642.235,18.7153,130.235
8.31595,-1.3447,0.37335,0.319936,-9.95647,-18.3973,2.72353,20.6519,2.40359,2.97113,0,-0.0326078,3.69857,-0.0162329,-0.00746716,160.339996,159.580002,159.959999,512.000000,184.918,184.308,184.613,709.587,24.6533,197.587
8.33595,-1.1233,0.446542,0.31921,-10.2375,-18.2719,2.72307,20.8195,2.40386,2.97113,0,0.0201484,4.04066,0.010404,0.0145764,160.339996,159.580002,159.959999,512.000000,201.376,202.137,201.756,772.33,41.7964,260.33
8.35601,-0.819662,0.534741,0.321218,-10.5517,-18.134,2.72437,21.0532,2.40315,4.58157,0,0.00958447,4.37846,0.0319839,0.0423824,187.149994,184.639999,185.894997,793.000000,217.518,219.783,218.651,836.787,32.7557,43.7871
8.37602,-0.486591,0.645635,0.322204,-10.8853,-17.9908,2.72805,21.3413,2.40585,4.58157,0,0.0516959,4.71385,0.066645,0.069697,187.149994,184.639999,185.894997,793.000000,233.646,237.254,235.45,900.672,49.5552,107.672
8.39607,-0.0611427,0.785105,0.32646,-11.2401,-17.8441,2.73493,21.7259,2.40847,4.58157,0,0.067603,4.76024,0.113036,0.134346,222.300003,222.380005,222.340004,793.000000,234.913,241.908,238.411,846.976,16.0706,53.9763
8.41605,0.337236,0.913606,0.334845,-11.5826,-17.7106,2.74541,22.1121,2.41056,4.58157,0,0.130528,4.51624,0.157645,0.158514,222.300003,222.380005,222.340004,621.000000,222.059,231.485,226.772,810.901,4.43189,189.901
8.43604,0.638468,1.02081,0.350132,-11.918,-17.5887,2.75923,22.4495,2.4091,3.59664,0,0.215646,4.27417,0.192608,0.183285,275.209991,229.229996,252.219994,621.000000,209.646,220.095,214.871,767.104,-37.3493,146.104
