tag,x,y,direction,x_variance,y_variance,xy_covariance
blue,10.32,1.40,0,0.01,0.01,0.0
blue,13.76,1.10,0,0.01,0.01,0.0
blue,16.25,0.60,0,0.01,0.01,0.0
blue,18.01,-0.06,0,0.01,0.01,0.0
blue,19.31,-0.85,0,0.01,0.01,0.0
blue,20.29,-1.79,0,0.01,0.01,0.0
blue,20.96,-2.82,0,0.01,0.01,0.0
blue,21.49,-4.19,0,0.01,0.01,0.0
blue,21.77,-5.93,0,0.01,0.01,0.0
blue,21.71,-8.37,0,0.01,0.01,0.0
blue,21.20,-11.69,0,0.01,0.01,0.0
blue,20.26,-15.75,0,0.01,0.01,0.0
blue,19.02,-20.60,0,0.01,0.01,0.0
blue,17.90,-25.17,0,0.01,0.01,0.0
blue,16.93,-29.67,0,0.01,0.01,0.0
blue,16.18,-33.99,0,0.01,0.01,0.0
blue,15.64,-38.41,0,0.01,0.01,0.0
blue,15.41,-42.44,0,0.01,0.01,0.0
blue,15.50,-46.53,0,0.01,0.01,0.0
blue,15.95,-50.16,0,0.01,0.01,0.0
blue,16.78,-53.37,0,0.01,0.01,0.0
blue,17.93,-55.88,0,0.01,0.01,0.0
blue,19.24,-57.58,0,0.01,0.01,0.0
blue,20.54,-58.56,0,0.01,0.01,0.0
blue,21.99,-59.07,0,0.01,0.01,0.0
blue,23.59,-59.10,0,0.01,0.01,0.0
blue,25.62,-58.56,0,0.01,0.01,0.0
blue,28.10,-57.24,0,0.01,0.01,0.0
blue,31.09,-54.96,0,0.01,0.01,0.0
blue,34.43,-52.02,0,0.01,0.01,0.0
blue,36.81,-50.12,0,0.01,0.01,0.0
blue,38.76,-48.97,0,0.01,0.01,0.0
blue,40.34,-48.39,0,0.01,0.01,0.0
blue,41.81,-48.16,0,0.01,0.01,0.0
blue,43.45,-48.25,0,0.01,0.01,0.0
blue,45.11,-48.69,0,0.01,0.01,0.0
blue,47.17,-49.66,0,0.01,0.01,0.0
blue,49.57,-51.26,0,0.01,0.01,0.0
blue,52.43,-53.59,0,0.01,0.01,0.0
blue,55.73,-56.58,0,0.01,0.01,0.0
blue,59.35,-59.98,0,0.01,0.01,0.0
blue,62.89,-63.25,0,0.01,0.01,0.0
blue,66.42,-66.35,0,0.01,0.01,0.0
blue,69.83,-69.13,0,0.01,0.01,0.0
blue,73.41,-71.77,0,0.01,0.01,0.0
blue,76.84,-73.94,0,0.01,0.01,0.0
blue,79.98,-75.52,0,0.01,0.01,0.0
blue,82.78,-76.46,0,0.01,0.01,0.0
blue,84.68,-76.65,0,0.01,0.01,0.0
blue,85.65,-76.46,0,0.01,0.01,0.0
blue,86.19,-76.12,0,0.01,0.01,0.0
blue,86.58,-75.54,0,0.01,0.01,0.0
blue,86.83,-74.36,0,0.01,0.01,0.0
blue,86.64,-72.18,0,0.01,0.01,0.0
blue,85.71,-69.17,0,0.01,0.01,0.0
blue,84.17,-65.81,0,0.01,0.01,0.0
blue,82.06,-62.14,0,0.01,0.01,0.0
blue,79.65,-58.51,0,0.01,0.01,0.0
blue,76.93,-54.84,0,0.01,0.01,0.0
blue,74.03,-51.21,0,0.01,0.01,0.0
blue,71.06,-47.71,0,0.01,0.01,0.0
blue,67.81,-44.02,0,0.01,0.01,0.0
blue,64.59,-40.43,0,0.01,0.01,0.0
blue,61.41,-36.83,0,0.01,0.01,0.0
blue,58.55,-33.43,0,0.01,0.01,0.0
blue,56.10,-30.22,0,0.01,0.01,0.0
blue,53.99,-27.05,0,0.01,0.01,0.0
blue,51.82,-23.30,0,0.01,0.01,0.0
blue,49.62,-19.49,0,0.01,0.01,0.0
