timestamp_s,dt,throttle_fl,throttle_fr,throttle_rl,throttle_rr,steering,real_x,real_y,real_yaw,real_vx,real_vy,real_yaw_rate,real_fl_rpm,real_fr_rpm,real_motor_rpm
0.0,0.0,0.0,0.0,0.6,0.6,-0.0058520486649110805,0.02398007416896288,-0.001283880765117646,0.0004455400427722737,-0.00042888461525433796,0.0,0.001372107889199526,0.0,0.0,0.0
0.002777158,0.002777158,0.0,0.0,0.6,0.6,-0.0058520486649110805,0.02398007416896288,-0.001283880765117646,0.0004455400427722737,-0.00042888461525433796,0.0,0.001372107889199526,0.0,0.0,0.0
0.002935194,0.000158036,0.0,0.0,0.6,0.6,-0.0058520486649110805,0.02397597940552594,-0.0012838826163198893,0.0004586402044255528,-0.00042888461525433796,0.0,0.001372107889199526,0.0,0.0,0.0
0.003225709,0.000290515,0.0,0.0,0.6,0.6,-0.0058520486649110805,0.02397597940552594,-0.0012838826163198893,0.0004586402044255528,-0.00042888461525433796,0.0,0.0011478722354780757,0.0,0.0,0.0
0.003387161,0.000161452,0.0,0.0,0.6,0.6,-0.0058520486649110805,0.023975787065658265,-0.0012838827045841916,0.00045915498534628105,-0.00042888461525433796,0.0,0.0011478722354780757,0.0,0.0,0.0
0.003433979,4.6818e-05,0.0,0.0,0.6,0.6,-0.0058520486649110805,0.023975787065658265,-0.0012838827045841916,0.00045915498534628105,-0.00042888461525433796,0.0,0.00014032326758471473,0.0,0.0,0.0
0.003624617,0.000190638,0.0,0.0,0.6,0.6,-0.0058520486649110805,0.02397569769561875,-0.0012838827456202685,0.00045918422560542037,-0.00042888461525433796,0.0,0.00014032326758471473,0.0,0.0,0.0
0.003891427,0.00026681,0.0,0.0,0.6,0.6,-0.0058520486649110805,0.02397569769561875,-0.0012838827456202685,0.00045918422560542037,-0.00042888461525433796,0.0,0.0006048375160892447,0.0,0.0,0.0
0.004011312,0.000119885,0.0,0.0,0.6,0.6,-0.0058520486649110805,0.02397550157235127,-0.0012838828357041188,0.0004594608098386708,-0.00042888461525433796,0.0,0.0006048375160892447,0.0,0.0,0.0
0.004039855,2.8543e-05,0.0,0.0,0.6,0.6,-0.0058520486649110805,0.02397550157235127,-0.0012838828357041188,0.0004594608098386708,-0.00042888461525433796,0.0,0.0009453094148928831,0.0,0.0,0.0
0.004180499,0.000140644,0.0,0.0,0.6,0.6,-0.0058520486649110805,0.023975437868078264,-0.0012838828649782248,0.0004596012211597096,-0.00042888461525433796,0.0,0.0009453094148928831,0.0,0.0,0.0
0.004268474,8.7975e-05,0.0,0.0,0.6,0.6,-0.0058520486649110805,0.023975437868078264,-0.0012838828649782248,0.0004596012211597096,-0.00042888461525433796,0.0,0.0005486771042020047,0.0,0.0,0.0
