x,y,z,intensity,ring,angle_deg,range
5.18624,-9.22592,-1.09316,7,29,-60.658,10.64
4.50474,-8.01359,-1.1123,6,30,-60.658,9.26
3.92573,-6.98357,-1.11095,4,31,-60.658,8.088
3.49346,-6.21459,-1.11589,6,32,-60.658,7.216
3.13789,-5.58207,-1.11541,5,33,-60.658,6.5
2.8566,-5.08166,-1.11921,7,34,-60.658,5.936
2.61857,-4.65824,-1.12047,10,35,-60.658,5.46
2.4178,-4.30107,-1.1219,7,36,-60.658,5.06
2.23885,-3.98274,-1.11935,9,37,-60.658,4.704
1.62987,-2.89941,-1.12744,9,38,-60.658,3.512
1.18923,-2.11555,-1.11794,9,39,-60.658,2.672
0,0,0,0,0,0,0
35.3734,-62.9266,14.2882,5,1,-60.658,73.588
42.3022,-75.2524,12.4753,1,2,-60.658,87.224
0,0,0,0,3,0,0
31.7096,-56.409,3.6224,8,4,-60.658,64.812
30.0771,-53.5048,2.34935,14,5,-60.658,61.424
25.1305,-53.4655,1.91024,12,6,-64.825,59.108
33.3721,-50.4045,1.59876,13,7,-56.492,60.472
28.7249,-51.0993,1.20436,14,8,-60.658,58.632
23.9687,-50.9938,0.825135,18,9,-64.825,56.352
31.9781,-48.299,0.506498,13,10,-56.492,57.928
27.0883,-48.1879,0.158215,9,11,-60.658,55.28
22.6814,-48.2551,-0.160966,10,12,-64.825,53.32
30.8254,-46.558,-0.497987,11,13,-56.492,55.84
26.3661,-46.9033,-0.797334,9,14,-60.658,53.812
22.1748,-47.1772,-1.0801,11,15,-64.825,52.14
0,0,0,0,16,0,0
13.5135,-24.0395,-0.897483,0,17,-60.658,27.592
12.8371,-27.3112,-1.15983,1,18,-64.825,30.2
12.6098,-19.0455,-1.01166,3,19,-56.492,22.864
10.5163,-18.7077,-1.07814,3,20,-60.658,21.488
8.59117,-18.2779,-1.13303,3,21,-64.825,20.228
9.13329,-13.7947,-1.02579,5,22,-56.492,16.576
7.75583,-13.797,-1.07512,4,23,-60.658,15.864
6.41606,-13.6503,-1.11318,4,24,-64.825,15.124
7.34552,-11.0945,-1.06027,5,25,-56.492,13.348
6.21426,-11.0547,-1.08563,4,26,-60.658,12.728
5.18675,-11.0349,-1.11545,5,27,-64.825,12.244
6.07037,-9.16855,-1.0708,5,28,-56.492,11.048
5.18624,-9.22592,-1.09316,7,29,-60.658,10.64
4.50474,-8.01359,-1.1123,6,30,-60.658,9.26
3.92573,-6.98357,-1.11095,4,31,-60.658,8.088
3.49346,-6.21459,-1.11589,6,32,-60.658,7.216
3.13789,-5.58207,-1.11541,5,33,-60.658,6.5
2.8566,-5.08166,-1.11921,7,34,-60.658,5.936
2.61857,-4.65824,-1.12047,10,35,-60.658,5.46
2.4178,-4.30107,-1.1219,7,36,-60.658,5.06
2.23885,-3.98274,-1.11935,9,37,-60.658,4.704
1.62987,-2.89941,-1.12744,9,38,-60.658,3.512
1.18923,-2.11555,-1.11794,9,39,-60.658,2.672
0,0,0,0,0,0,0
35.2396,-63.2039,14.3232,9,1,-60.858,73.768
42.153,-75.6036,12.509,8,2,-60.858,87.46
0,0,0,0,3,0,0
31.5184,-56.5298,3.62307,7,4,-60.858,64.824
29.8356,-53.5117,2.34507,14,5,-60.858,61.312
24.8576,-53.3681,1.90364,12,6,-65.025,58.904
33.1498,-50.4505,1.59654,14,7,-56.692,60.388
28.4801,-51.0805,1.20156,12,8,-60.858,58.496
23.7534,-50.9974,0.823847,18,9,-65.025,56.264
31.6951,-48.2365,0.504679,12,10,-56.692,57.72
26.9569,-48.3486,0.158432,11,11,-60.858,55.356
22.4689,-48.2397,-0.160652,23,12,-65.025,53.216
30.5902,-46.555,-0.49681,11,13,-56.692,55.708
26.1633,-46.9252,-0.796149,9,14,-60.858,53.732
21.983,-47.1964,-1.07878,13,15,-65.025,52.076
19.3558,-29.4575,-0.937754,1,16,-56.692,35.26
13.4237,-24.0761,-0.897093,28,17,-60.858,27.58
12.6843,-27.2327,-1.1546,2,18,-65.025,30.064
12.5564,-19.1095,-1.01272,3,19,-56.692,22.888
10.484,-18.8036,-1.08155,2,20,-60.858,21.556
8.55261,-18.362,-1.13639,3,21,-65.025,20.288
9.09385,-13.8399,-1.02678,5,22,-56.692,16.592
7.71345,-13.8345,-1.07593,4,23,-60.858,15.876
6.38185,-13.7015,-1.11553,4,24,-65.025,15.156
7.29361,-11.1001,-1.05837,6,25,-56.692,13.324
6.17564,-11.0763,-1.08563,5,26,-60.858,12.728
5.15156,-11.0602,-1.11618,5,27,-65.025,12.252
6.0427,-9.19634,-1.07158,5,28,-56.692,11.056
5.15594,-9.24744,-1.09357,6,29,-60.858,10.644
4.47288,-8.02233,-1.11134,6,30,-60.858,9.252
3.90519,-7.00415,-1.11205,5,31,-60.858,8.096
3.46597,-6.2164,-1.11403,10,32,-60.858,7.204
3.11071,-5.57922,-1.11267,5,33,-60.858,6.484
2.85032,-5.11219,-1.12374,4,34,-60.858,5.96
2.61374,-4.68787,-1.12539,6,35,-60.858,5.484
2.40087,-4.30608,-1.12101,8,36,-60.858,5.056
2.22493,-3.99053,-1.11935,9,37,-60.858,4.704
1.61789,-2.90177,-1.12616,7,38,-60.858,3.508
1.18007,-2.11651,-1.11626,11,39,-60.858,2.668
0,0,0,0,0,0,0
35.2396,-63.2039,14.3232,9,1,-60.858,73.768
42.153,-75.6036,12.509,8,2,-60.858,87.46
0,0,0,0,3,0,0
31.5184,-56.5298,3.62307,7,4,-60.858,64.824
29.8356,-53.5117,2.34507,14,5,-60.858,61.312
24.8576,-53.3681,1.90364,12,6,-65.025,58.904
33.1498,-50.4505,1.59654,14,7,-56.692,60.388
28.4801,-51.0805,1.20156,12,8,-60.858,58.496
23.7534,-50.9974,0.823847,18,9,-65.025,56.264
31.6951,-48.2365,0.504679,12,10,-56.692,57.72
26.9569,-48.3486,0.158432,11,11,-60.858,55.356
22.4689,-48.2397,-0.160652,23,12,-65.025,53.216
30.5902,-46.555,-0.49681,11,13,-56.692,55.708
26.1633,-46.9252,-0.796149,9,14,-60.858,53.732
21.983,-47.1964,-1.07878,13,15,-65.025,52.076
19.3558,-29.4575,-0.937754,1,16,-56.692,35.26
13.4237,-24.0761,-0.897093,28,17,-60.858,27.58
12.6843,-27.2327,-1.1546,2,18,-65.025,30.064
12.5564,-19.1095,-1.01272,3,19,-56.692,22.888
10.484,-18.8036,-1.08155,2,20,-60.858,21.556
8.55261,-18.362,-1.13639,3,21,-65.025,20.288
9.09385,-13.8399,-1.02678,5,22,-56.692,16.592
7.71345,-13.8345,-1.07593,4,23,-60.858,15.876
6.38185,-13.7015,-1.11553,4,24,-65.025,15.156
7.29361,-11.1001,-1.05837,6,25,-56.692,13.324
6.17564,-11.0763,-1.08563,5,26,-60.858,12.728
5.15156,-11.0602,-1.11618,5,27,-65.025,12.252
6.0427,-9.19634,-1.07158,5,28,-56.692,11.056
5.15594,-9.24744,-1.09357,6,29,-60.858,10.644
4.47288,-8.02233,-1.11134,6,30,-60.858,9.252
3.90519,-7.00415,-1.11205,5,31,-60.858,8.096
3.46597,-6.2164,-1.11403,10,32,-60.858,7.204
3.11071,-5.57922,-1.11267,5,33,-60.858,6.484
2.85032,-5.11219,-1.12374,4,34,-60.858,5.96
2.61374,-4.68787,-1.12539,6,35,-60.858,5.484
2.40087,-4.30608,-1.12101,8,36,-60.858,5.056
2.22493,-3.99053,-1.11935,9,37,-60.858,4.704
1.61789,-2.90177,-1.12616,7,38,-60.858,3.508
1.18007,-2.11651,-1.11626,11,39,-60.858,2.668
0,0,0,0,0,0,0
34.6921,-62.7359,14.1896,11,1,-61.058,73.08
41.9387,-75.8403,12.5239,7,2,-61.058,87.564
0,0,0,0,3,0,0
31.3073,-56.615,3.62151,8,4,-61.058,64.796
29.5983,-53.5245,2.34109,12,5,-61.058,61.208
24.6779,-53.4691,1.90416,16,6,-65.225,58.92
32.9604,-50.5458,1.5959,15,7,-56.892,60.364
28.2552,-51.0956,1.19959,11,8,-61.058,58.4
23.5384,-51.0001,0.822558,20,9,-65.225,56.176
31.5484,-48.3804,0.505029,11,10,-56.892,57.76
26.7648,-48.4004,0.158295,12,11,-61.058,55.308
22.3037,-48.3251,-0.160676,14,12,-65.225,53.224
30.3795,-46.5878,-0.496025,11,13,-56.892,55.62
25.949,-46.9253,-0.794608,10,14,-61.058,53.628
21.7879,-47.2074,-1.07729,12,15,-65.225,52.004
0,0,0,0,16,0,0
14.897,-26.9391,-1.00183,12,17,-61.058,30.8
12.6227,-27.3494,-1.15768,1,18,-65.225,30.144
12.291,-18.8486,-0.996612,4,19,-56.892,22.524
10.4512,-18.8995,-1.08497,2,20,-61.058,21.624
8.51356,-18.4462,-1.13975,3,21,-65.225,20.348
9.06511,-13.9016,-1.02901,5,22,-56.892,16.628
7.6767,-13.8823,-1.07756,4,23,-61.058,15.9
6.33064,-13.7165,-1.11494,4,24,-65.225,15.148
7.26571,-11.1422,-1.05995,6,25,-56.892,13.344
6.13308,-11.0908,-1.08495,5,26,-61.058,12.72
5.12962,-11.1142,-1.11982,5,27,-65.225,12.292
6.01056,-9.21738,-1.07158,5,28,-56.892,11.056
5.14096,-9.29672,-1.09727,6,29,-61.058,10.68
4.45061,-8.04832,-1.11278,6,30,-61.058,9.264
3.8903,-7.03507,-1.11479,5,31,-61.058,8.116
3.45381,-6.24575,-1.11713,6,32,-61.058,7.224
3.1122,-5.62798,-1.12022,5,33,-61.058,6.528
2.81345,-5.08773,-1.11619,10,34,-61.058,5.92
2.58599,-4.67641,-1.12047,10,35,-61.058,5.46
2.3745,-4.29395,-1.11569,6,36,-61.058,5.032
2.21663,-4.00847,-1.1222,10,37,-61.058,4.716
1.60408,-2.90077,-1.12359,9,38,-61.058,3.5
1.18674,-2.14605,-1.12965,9,39,-61.058,2.7
0,0,0,0,0,0,0
34.6921,-62.7359,14.1896,11,1,-61.058,73.08
41.9387,-75.8403,12.5239,7,2,-61.058,87.564
0,0,0,0,3,0,0
31.3073,-56.615,3.62151,8,4,-61.058,64.796
29.5983,-53.5245,2.34109,12,5,-61.058,61.208
24.6779,-53.4691,1.90416,16,6,-65.225,58.92
32.9604,-50.5458,1.5959,15,7,-56.892,60.364
28.2552,-51.0956,1.19959,11,8,-61.058,58.4
23.5384,-51.0001,0.822558,20,9,-65.225,56.176
31.5484,-48.3804,0.505029,11,10,-56.892,57.76
26.7648,-48.4004,0.158295,12,11,-61.058,55.308
22.3037,-48.3251,-0.160676,14,12,-65.225,53.224
30.3795,-46.5878,-0.496025,11,13,-56.892,55.62
25.949,-46.9253,-0.794608,10,14,-61.058,53.628
21.7879,-47.2074,-1.07729,12,15,-65.225,52.004
0,0,0,0,16,0,0
14.897,-26.9391,-1.00183,12,17,-61.058,30.8
12.6227,-27.3494,-1.15768,1,18,-65.225,30.144
12.291,-18.8486,-0.996612,4,19,-56.892,22.524
10.4512,-18.8995,-1.08497,2,20,-61.058,21.624
8.51356,-18.4462,-1.13975,3,21,-65.225,20.348
9.06511,-13.9016,-1.02901,5,22,-56.892,16.628
7.6767,-13.8823,-1.07756,4,23,-61.058,15.9
6.33064,-13.7165,-1.11494,4,24,-65.225,15.148
7.26571,-11.1422,-1.05995,6,25,-56.892,13.344
6.13308,-11.0908,-1.08495,5,26,-61.058,12.72
5.12962,-11.1142,-1.11982,5,27,-65.225,12.292
6.01056,-9.21738,-1.07158,5,28,-56.892,11.056
5.14096,-9.29672,-1.09727,6,29,-61.058,10.68
4.45061,-8.04832,-1.11278,6,30,-61.058,9.264
3.8903,-7.03507,-1.11479,5,31,-61.058,8.116
3.45381,-6.24575,-1.11713,6,32,-61.058,7.224
3.1122,-5.62798,-1.12022,5,33,-61.058,6.528
2.81345,-5.08773,-1.11619,10,34,-61.058,5.92
2.58599,-4.67641,-1.12047,10,35,-61.058,5.46
2.3745,-4.29395,-1.11569,6,36,-61.058,5.032
2.21663,-4.00847,-1.1222,10,37,-61.058,4.716
1.60408,-2.90077,-1.12359,9,38,-61.058,3.5
1.18674,-2.14605,-1.12965,9,39,-61.058,2.7
0,0,0,0,0,0,0
34.5069,-62.9186,14.2036,5,1,-61.258,73.152
41.7041,-76.0418,12.5331,5,2,-61.258,87.628
0,0,0,0,3,0,0
31.0922,-56.6924,3.6195,9,4,-61.258,64.76
29.3556,-53.5259,2.33666,13,5,-61.258,61.092
24.4811,-53.5331,1.90339,16,6,-65.425,58.896
32.7686,-50.637,1.59516,11,7,-57.092,60.336
28.0555,-51.1554,1.19869,13,8,-61.258,58.356
23.3552,-51.0711,0.822382,21,9,-65.425,56.164
31.3554,-48.4533,0.504644,13,10,-57.092,57.716
25.3993,-46.3121,0.151174,2,11,-61.258,52.82
22.0883,-48.3008,-0.160338,14,12,-65.425,53.112
30.1623,-46.6096,-0.495133,12,13,-57.092,55.52
25.3716,-46.2616,-0.781865,2,14,-61.258,52.768
21.598,-47.2287,-1.07604,12,15,-65.425,51.944
0,0,0,0,16,0,0
14.7971,-26.9804,-1.00144,5,17,-61.258,30.788
12.6402,-27.6404,-1.16812,1,18,-65.425,30.416
12.4661,-19.2638,-1.01626,3,19,-57.092,22.968
10.4178,-18.9955,-1.08838,2,20,-61.258,21.692
8.48068,-18.5448,-1.14401,3,21,-65.425,20.424
9.01653,-13.9332,-1.02901,5,22,-57.092,16.628
7.62628,-13.9055,-1.07729,4,23,-61.258,15.896
6.29102,-13.7566,-1.11642,5,24,-65.425,15.168
7.2506,-11.2043,-1.06345,7,25,-57.092,13.388
6.10774,-11.1366,-1.08734,5,26,-61.258,12.748
5.08913,-11.1285,-1.11946,5,27,-65.425,12.288
5.98916,-9.25501,-1.07352,5,28,-57.092,11.076
5.10273,-9.30414,-1.09603,6,29,-61.258,10.668
4.4244,-8.06729,-1.11327,6,30,-61.258,9.268
3.86953,-7.05556,-1.11589,6,31,-61.258,8.124
3.41869,-6.23351,-1.1128,11,32,-61.258,7.196
3.10011,-5.65263,-1.12296,5,33,-61.258,6.544
2.81645,-5.13541,-1.12449,4,34,-61.258,5.964
2.5753,-4.69571,-1.12293,7,35,-61.258,5.472
2.37637,-4.33299,-1.12367,7,36,-61.258,5.068
2.18768,-3.98894,-1.11459,10,37,-61.258,4.684
1.59577,-2.90967,-1.12488,7,38,-61.258,3.504
1.16701,-2.12788,-1.11794,9,39,-61.258,2.672
0,0,0,0,0,0,0
34.5069,-62.9186,14.2036,5,1,-61.258,73.152
41.7041,-76.0418,12.5331,5,2,-61.258,87.628
0,0,0,0,3,0,0
31.0922,-56.6924,3.6195,9,4,-61.258,64.76
29.3556,-53.5259,2.33666,13,5,-61.258,61.092
24.4811,-53.5331,1.90339,16,6,-65.425,58.896
32.7686,-50.637,1.59516,11,7,-57.092,60.336
28.0555,-51.1554,1.19869,13,8,-61.258,58.356
23.3552,-51.0711,0.822382,21,9,-65.425,56.164
31.3554,-48.4533,0.504644,13,10,-57.092,57.716
25.3993,-46.3121,0.151174,2,11,-61.258,52.82
22.0883,-48.3008,-0.160338,14,12,-65.425,53.112
30.1623,-46.6096,-0.495133,12,13,-57.092,55.52
25.3716,-46.2616,-0.781865,2,14,-61.258,52.768
21.598,-47.2287,-1.07604,12,15,-65.425,51.944
0,0,0,0,16,0,0
14.7971,-26.9804,-1.00144,5,17,-61.258,30.788
12.6402,-27.6404,-1.16812,1,18,-65.425,30.416
12.4661,-19.2638,-1.01626,3,19,-57.092,22.968
10.4178,-18.9955,-1.08838,2,20,-61.258,21.692
8.48068,-18.5448,-1.14401,3,21,-65.425,20.424
9.01653,-13.9332,-1.02901,5,22,-57.092,16.628
7.62628,-13.9055,-1.07729,4,23,-61.258,15.896
6.29102,-13.7566,-1.11642,5,24,-65.425,15.168
7.2506,-11.2043,-1.06345,7,25,-57.092,13.388
6.10774,-11.1366,-1.08734,5,26,-61.258,12.748
5.08913,-11.1285,-1.11946,5,27,-65.425,12.288
5.98916,-9.25501,-1.07352,5,28,-57.092,11.076
5.10273,-9.30414,-1.09603,6,29,-61.258,10.668
4.4244,-8.06729,-1.11327,6,30,-61.258,9.268
3.86953,-7.05556,-1.11589,6,31,-61.258,8.124
3.41869,-6.23351,-1.1128,11,32,-61.258,7.196
3.10011,-5.65263,-1.12296,5,33,-61.258,6.544
2.81645,-5.13541,-1.12449,4,34,-61.258,5.964
2.5753,-4.69571,-1.12293,7,35,-61.258,5.472
2.37637,-4.33299,-1.12367,7,36,-61.258,5.068
2.18768,-3.98894,-1.11459,10,37,-61.258,4.684
1.59577,-2.90967,-1.12488,7,38,-61.258,3.504
1.16701,-2.12788,-1.11794,9,39,-61.258,2.672
0,0,0,0,0,0,0
34.4989,-63.4282,14.2914,8,1,-61.458,73.604
42.1005,-77.4041,12.7333,5,2,-61.458,89.028
53.5793,-98.5085,10.2466,5,3,-61.458,112.604
30.9552,-56.9129,3.62665,7,4,-61.458,64.888
29.1323,-53.5613,2.33375,12,5,-61.458,61.016
24.304,-53.6401,1.90416,14,6,-65.625,58.92
32.583,-50.7377,1.59474,13,7,-57.292,60.32
25.2704,-46.4611,1.08662,3,8,-61.458,52.9
23.1834,-51.1668,0.822617,23,9,-65.625,56.18
31.1818,-48.5557,0.504574,14,10,-57.292,57.708
26.2657,-48.2909,0.157333,26,11,-61.458,54.972
21.9064,-48.3484,-0.160242,12,12,-65.625,53.08
29.9346,-46.6137,-0.494063,11,13,-57.292,55.4
25.5386,-46.9542,-0.792059,13,14,-61.458,53.456
21.3984,-47.2273,-1.0743,12,15,-65.625,51.86
19.0463,-29.6585,-0.937754,1,16,-57.292,35.26
15.528,-28.5491,-1.05765,1,17,-61.458,32.516
12.5585,-27.7172,-1.1695,1,18,-65.625,30.452
12.3448,-19.2231,-1.01183,15,19,-57.292,22.868
10.3953,-19.1124,-1.09299,2,20,-61.458,21.784
8.42414,-18.5925,-1.14513,3,21,-65.625,20.444
8.97647,-13.978,-1.03,5,22,-57.292,16.644
7.59104,-13.9565,-1.07919,4,23,-61.458,15.924
6.23802,-13.7676,-1.11553,5,24,-65.625,15.156
6.81284,-10.6088,-1.00467,17,25,-57.292,12.648
6.08216,-11.1824,-1.08972,5,26,-61.458,12.776
5.05848,-11.1643,-1.12128,5,27,-65.625,12.308
5.95037,-9.26581,-1.07235,5,28,-57.292,11.064
5.07403,-9.32889,-1.09686,5,29,-61.458,10.676
4.4019,-8.09315,-1.11471,6,30,-61.458,9.28
3.84109,-7.06206,-1.11479,6,31,-61.458,8.116
3.41957,-6.28707,-1.12022,6,32,-61.458,7.244
3.07471,-5.65303,-1.1209,5,33,-61.458,6.532
2.78912,-5.12795,-1.12072,9,34,-61.458,5.944
2.5645,-4.71498,-1.12539,9,35,-61.458,5.484
2.35192,-4.32413,-1.11924,7,36,-61.458,5.048
2.17745,-4.00337,-1.11649,10,37,-61.458,4.692
1.58198,-2.90857,-1.12231,10,38,-61.458,3.496
1.16305,-2.13833,-1.12128,9,39,-61.458,2.68
0,0,0,0,0,0,0
34.4989,-63.4282,14.2914,8,1,-61.458,73.604
42.1005,-77.4041,12.7333,5,2,-61.458,89.028
53.5793,-98.5085,10.2466,5,3,-61.458,112.604
30.9552,-56.9129,3.62665,7,4,-61.458,64.888
29.1323,-53.5613,2.33375,12,5,-61.458,61.016
24.304,-53.6401,1.90416,14,6,-65.625,58.92
32.583,-50.7377,1.59474,13,7,-57.292,60.32
25.2704,-46.4611,1.08662,3,8,-61.458,52.9
23.1834,-51.1668,0.822617,23,9,-65.625,56.18
31.1818,-48.5557,0.504574,14,10,-57.292,57.708
26.2657,-48.2909,0.157333,26,11,-61.458,54.972
21.9064,-48.3484,-0.160242,12,12,-65.625,53.08
29.9346,-46.6137,-0.494063,11,13,-57.292,55.4
25.5386,-46.9542,-0.792059,13,14,-61.458,53.456
21.3984,-47.2273,-1.0743,12,15,-65.625,51.86
19.0463,-29.6585,-0.937754,1,16,-57.292,35.26
15.528,-28.5491,-1.05765,1,17,-61.458,32.516
12.5585,-27.7172,-1.1695,1,18,-65.625,30.452
12.3448,-19.2231,-1.01183,15,19,-57.292,22.868
10.3953,-19.1124,-1.09299,2,20,-61.458,21.784
8.42414,-18.5925,-1.14513,3,21,-65.625,20.444
8.97647,-13.978,-1.03,5,22,-57.292,16.644
7.59104,-13.9565,-1.07919,4,23,-61.458,15.924
6.23802,-13.7676,-1.11553,5,24,-65.625,15.156
6.81284,-10.6088,-1.00467,17,25,-57.292,12.648
6.08216,-11.1824,-1.08972,5,26,-61.458,12.776
5.05848,-11.1643,-1.12128,5,27,-65.625,12.308
5.95037,-9.26581,-1.07235,5,28,-57.292,11.064
5.07403,-9.32889,-1.09686,5,29,-61.458,10.676
4.4019,-8.09315,-1.11471,6,30,-61.458,9.28
3.84109,-7.06206,-1.11479,6,31,-61.458,8.116
3.41957,-6.28707,-1.12022,6,32,-61.458,7.244
3.07471,-5.65303,-1.1209,5,33,-61.458,6.532
2.78912,-5.12795,-1.12072,9,34,-61.458,5.944
2.5645,-4.71498,-1.12539,9,35,-61.458,5.484
2.35192,-4.32413,-1.11924,7,36,-61.458,5.048
2.17745,-4.00337,-1.11649,10,37,-61.458,4.692
1.58198,-2.90857,-1.12231,10,38,-61.458,3.496
1.16305,-2.13833,-1.12128,9,39,-61.458,2.68
0,0,0,0,0,0,0
34.7802,-64.4807,14.5011,3,1,-61.658,74.684
41.4823,-76.906,12.6275,3,2,-61.658,88.288
39.784,-73.7574,7.65759,1,3,-61.658,84.152
30.7791,-57.0628,3.62933,8,4,-61.658,64.936
28.9527,-53.6768,2.33436,1,5,-61.658,61.032
24.079,-53.6407,1.90119,16,6,-65.825,58.828
32.3842,-50.8174,1.59368,15,7,-57.492,60.28
27.5363,-51.0508,1.1917,23,8,-61.658,58.016
22.9915,-51.2183,0.822148,22,9,-65.825,56.148
30.9863,-48.6238,0.504155,14,10,-57.492,57.66
26.2261,-48.6217,0.158112,9,11,-61.658,55.244
21.7195,-48.3845,-0.160109,13,12,-65.825,53.036
29.7158,-46.6302,-0.493136,12,13,-57.492,55.296
25.3423,-46.9832,-0.791052,12,14,-61.658,53.388
21.2039,-47.236,-1.07281,13,15,-65.825,51.788
18.9834,-29.7889,-0.939775,1,16,-57.492,35.336
15.5554,-28.8389,-1.06636,1,17,-61.658,32.784
12.4829,-27.8082,-1.1715,1,18,-65.825,30.504
12.4773,-19.5795,-1.02829,4,19,-57.492,23.24
10.3532,-19.1943,-1.0956,2,20,-61.658,21.836
8.3968,-18.7056,-1.15028,3,21,-65.825,20.536
6.79066,-10.6559,-0.783454,9,22,-57.492,12.66
7.57069,-14.0356,-1.08325,4,23,-61.658,15.984
6.2177,-13.8512,-1.12054,4,24,-65.825,15.224
6.7672,-10.6191,-1.0034,34,25,-57.492,12.632
6.0412,-11.2001,-1.08938,4,26,-61.658,12.772
5.026,-11.1964,-1.12274,4,27,-65.825,12.324
5.92654,-9.29996,-1.0739,5,28,-57.492,11.08
5.05843,-9.37806,-1.10055,6,29,-61.658,10.712
4.3774,-8.11546,-1.11567,6,30,-61.658,9.288
3.8183,-7.07891,-1.11534,5,31,-61.658,8.12
3.38634,-6.2781,-1.11651,9,32,-61.658,7.22
3.05683,-5.6672,-1.12159,5,33,-61.658,6.536
2.78799,-5.16878,-1.12751,4,34,-61.658,5.98
2.55361,-4.73424,-1.12785,5,35,-61.658,5.496
2.34421,-4.34605,-1.12278,9,36,-61.658,5.064
2.17453,-4.03147,-1.1222,12,37,-61.658,4.716
1.57542,-2.92074,-1.12488,7,38,-61.658,3.504
1.15385,-2.13918,-1.11961,8,39,-61.658,2.676
0,0,0,0,0,0,0
33.7352,-62.5432,14.0653,6,1,-61.658,72.44
41.4823,-76.906,12.6275,3,2,-61.658,88.288
39.784,-73.7574,7.65759,1,3,-61.658,84.152
30.7791,-57.0628,3.62933,8,4,-61.658,64.936
25.1235,-46.5776,2.02562,4,5,-61.658,52.96
24.079,-53.6407,1.90119,16,6,-65.825,58.828
32.3842,-50.8174,1.59368,15,7,-57.492,60.28
27.5363,-51.0508,1.1917,23,8,-61.658,58.016
22.9915,-51.2183,0.822148,22,9,-65.825,56.148
30.9863,-48.6238,0.504155,14,10,-57.492,57.66
26.2261,-48.6217,0.158112,9,11,-61.658,55.244
21.7195,-48.3845,-0.160109,13,12,-65.825,53.036
29.7158,-46.6302,-0.493136,12,13,-57.492,55.296
25.3423,-46.9832,-0.791052,12,14,-61.658,53.388
21.2039,-47.236,-1.07281,13,15,-65.825,51.788
18.9834,-29.7889,-0.939775,1,16,-57.492,35.336
15.5554,-28.8389,-1.06636,1,17,-61.658,32.784
12.4829,-27.8082,-1.1715,1,18,-65.825,30.504
12.4773,-19.5795,-1.02829,4,19,-57.492,23.24
10.3532,-19.1943,-1.0956,2,20,-61.658,21.836
8.3968,-18.7056,-1.15028,3,21,-65.825,20.536
6.79066,-10.6559,-0.783454,9,22,-57.492,12.66
7.57069,-14.0356,-1.08325,4,23,-61.658,15.984
6.2177,-13.8512,-1.12054,4,24,-65.825,15.224
6.7672,-10.6191,-1.0034,34,25,-57.492,12.632
6.0412,-11.2001,-1.08938,4,26,-61.658,12.772
5.026,-11.1964,-1.12274,4,27,-65.825,12.324
5.92654,-9.29996,-1.0739,5,28,-57.492,11.08
5.05843,-9.37806,-1.10055,6,29,-61.658,10.712
4.3774,-8.11546,-1.11567,6,30,-61.658,9.288
3.8183,-7.07891,-1.11534,5,31,-61.658,8.12
3.38634,-6.2781,-1.11651,9,32,-61.658,7.22
3.05683,-5.6672,-1.12159,5,33,-61.658,6.536
2.78799,-5.16878,-1.12751,4,34,-61.658,5.98
2.55361,-4.73424,-1.12785,5,35,-61.658,5.496
2.34421,-4.34605,-1.12278,9,36,-61.658,5.064
2.17453,-4.03147,-1.1222,12,37,-61.658,4.716
1.57542,-2.92074,-1.12488,7,38,-61.658,3.504
1.15385,-2.13918,-1.11961,8,39,-61.658,2.676
0,0,0,0,0,0,0
33.5019,-62.6329,14.0591,10,1,-61.858,72.408
35.3468,-66.082,10.8299,14,2,-61.858,75.72
39.2971,-73.4673,7.61319,3,3,-61.858,83.664
30.5496,-57.1135,3.62576,0,4,-61.858,64.872
28.735,-53.7211,2.33191,22,5,-61.858,60.968
23.8834,-53.7061,1.90054,19,6,-66.025,58.808
32.213,-50.9402,1.594,15,7,-57.692,60.292
27.3994,-51.2242,1.19351,10,8,-61.858,58.104
22.7801,-51.2251,0.820977,24,9,-66.025,56.068
30.7928,-48.6945,0.50377,15,10,-57.692,57.616
25.9373,-48.4907,0.157391,9,11,-61.858,54.992
21.5537,-48.4673,-0.160133,10,12,-66.025,53.044
29.5016,-46.6525,-0.492279,12,13,-57.692,55.2
25.1347,-46.9903,-0.789688,10,14,-61.858,53.296
21.0162,-47.2586,-1.07165,12,15,-66.025,51.732
18.9477,-29.9631,-0.94318,1,16,-57.692,35.464
15.4867,-28.953,-1.06857,2,17,-61.858,32.852
12.4069,-27.8991,-1.1735,1,18,-66.025,30.556
12.3726,-19.5655,-1.02528,12,19,-57.692,23.172
10.3238,-19.3008,-1.09962,2,20,-61.858,21.916
8.38176,-18.8479,-1.15722,3,21,-66.025,20.66
6.75342,-10.6796,-0.783454,17,22,-57.692,12.66
7.5273,-14.0725,-1.08407,4,23,-61.858,15.996
6.16121,-13.8546,-1.11906,4,24,-66.025,15.204
6.72583,-10.6359,-1.00276,18,25,-57.692,12.624
5.99079,-11.2,-1.08734,5,26,-61.858,12.748
4.99822,-11.2394,-1.12529,5,27,-66.025,12.352
5.8983,-9.32732,-1.07468,5,28,-57.692,11.088
5.02754,-9.39917,-1.10097,5,29,-61.858,10.716
4.35279,-8.13769,-1.11663,5,30,-61.858,9.296
3.79543,-7.09569,-1.11589,5,31,-61.858,8.124
3.38305,-6.32472,-1.12269,7,32,-61.858,7.26
