x,y,z,intensity,ring,angle_deg,range
4.95091,-1.82236,-1.01287,9,34,-20.208,5.372
4.56297,-1.67957,-1.0195,6,35,-20.208,4.968
4.24235,-1.56155,-1.02789,10,36,-20.208,4.636
3.95221,-1.45476,-1.03178,7,37,-20.208,4.336
2.93651,-1.08089,-1.06067,19,38,-20.208,3.304
2.19227,-0.806945,-1.0761,4,39,-20.208,2.572
0,0,0,0,0,0,0
0,0,0,0,1,0,0
0,0,0,0,2,0,0
0,0,0,0,3,0,0
72.1473,-26.5565,4.3036,13,4,-20.208,77
69.6867,-25.6508,2.8423,19,5,-20.208,74.312
59.2262,-26.835,2.10246,14,6,-24.375,65.056
66.9125,-19.24,1.84135,2,7,-16.042,69.648
60.6032,-22.3073,1.32678,8,8,-20.208,64.592
52.4383,-23.7595,0.843058,9,9,-24.375,57.576
58.3341,-16.7733,0.530735,24,10,-16.042,60.7
46.2426,-17.0213,0.141031,0,11,-20.208,49.276
43.8524,-19.8693,-0.14534,0,12,-24.375,48.144
32.6247,-9.3809,-0.302752,1,13,-16.042,33.948
28.9722,-10.6643,-0.457491,1,14,-20.208,30.876
25.4331,-11.5236,-0.578541,1,15,-24.375,27.928
21.401,-6.15363,-0.592439,3,16,-16.042,22.276
19.3705,-7.13003,-0.671746,3,17,-20.208,20.652
17.6577,-8.00061,-0.745054,3,18,-24.375,19.4
15.7959,-4.54193,-0.727947,4,19,-16.042,16.452
14.6175,-5.38053,-0.782517,5,20,-20.208,15.596
13.6233,-6.17265,-0.839071,6,21,-24.375,14.98
12.4621,-3.58336,-0.803999,6,22,-16.042,12.992
11.7935,-4.34102,-0.853645,5,23,-20.208,12.596
11.0642,-5.01314,-0.896488,6,24,-24.375,12.18
10.3888,-2.98719,-0.861372,6,25,-16.042,10.844
9.78036,-3.60002,-0.892182,5,26,-20.208,10.46
9.22678,-4.1806,-0.926687,5,27,-24.375,10.172
8.88047,-2.55348,-0.89983,5,28,-16.042,9.284
8.37144,-3.08142,-0.921375,6,29,-20.208,8.968
7.40848,-2.72697,-0.955188,5,30,-20.208,7.952
6.66301,-2.45257,-0.984578,4,31,-20.208,7.168
5.95976,-2.19371,-0.994032,7,32,-20.208,6.428
5.39552,-1.98602,-1.00147,7,33,-20.208,5.836
4.95091,-1.82236,-1.01287,9,34,-20.208,5.372
4.56297,-1.67957,-1.0195,6,35,-20.208,4.968
4.24235,-1.56155,-1.02789,10,36,-20.208,4.636
3.95221,-1.45476,-1.03178,7,37,-20.208,4.336
2.93651,-1.08089,-1.06067,19,38,-20.208,3.304
2.19227,-0.806945,-1.0761,4,39,-20.208,2.572
0,0,0,0,0,0,0
0,0,0,0,1,0,0
0,0,0,0,2,0,0
0,0,0,0,3,0,0
71.9082,-26.7539,4.29488,11,4,-20.408,76.844
69.4581,-25.8423,2.83664,11,5,-20.408,74.164
59.114,-27.0333,2.10182,13,6,-24.575,65.036
66.7489,-19.4455,1.83871,2,7,-16.242,69.548
60.4238,-22.481,1.32456,7,8,-20.408,64.484
56.4906,-25.8336,0.909652,2,9,-24.575,62.124
58.2022,-16.9556,0.530071,23,10,-16.242,60.624
55.7202,-20.731,0.170155,6,11,-20.408,59.452
45.5762,-20.8423,-0.151294,0,12,-24.575,50.116
32.7608,-9.54395,-0.304321,1,13,-16.242,34.124
29.051,-10.8086,-0.459328,1,14,-20.408,31
25.4691,-11.6472,-0.580281,2,15,-24.575,28.012
21.3871,-6.23053,-0.592652,2,16,-16.242,22.284
19.3605,-7.20318,-0.672266,3,17,-20.408,20.668
17.6588,-8.0755,-0.746283,3,18,-24.575,19.432
15.8106,-4.60598,-0.729362,4,19,-16.242,16.484
14.6062,-5.43431,-0.782918,5,20,-20.408,15.604
13.6126,-6.22514,-0.839744,6,21,-24.575,14.992
12.4496,-3.62684,-0.803999,6,22,-16.242,12.992
11.8082,-4.3933,-0.855813,5,23,-20.408,12.628
11.0902,-5.07164,-0.900021,6,24,-24.575,12.228
10.3936,-3.02789,-0.862643,6,25,-16.242,10.86
9.78267,-3.6397,-0.893547,6,26,-20.408,10.476
9.20851,-4.21112,-0.926322,5,27,-24.575,10.168
8.86385,-2.58224,-0.899055,5,28,-16.242,9.276
8.36436,-3.11201,-0.921786,6,29,-20.408,8.972
7.39892,-2.75281,-0.955188,5,30,-20.408,7.952
6.6507,-2.47443,-0.984029,5,31,-20.408,7.164
5.96318,-2.21863,-0.995888,7,32,-20.408,6.44
5.39594,-2.00759,-1.00284,7,33,-20.408,5.844
4.94451,-1.83964,-1.01287,7,34,-20.408,5.372
4.56075,-1.69685,-1.02032,9,35,-20.408,4.972
4.24784,-1.58043,-1.03055,6,36,-20.408,4.648
3.93619,-1.46448,-1.02892,7,37,-20.408,4.324
2.92561,-1.08849,-1.0581,20,38,-20.408,3.296
2.20987,-0.822194,-1.08614,4,39,-20.408,2.596
0,0,0,0,0,0,0
0,0,0,0,1,0,0
0,0,0,0,2,0,0
0,0,0,0,3,0,0
71.9082,-26.7539,4.29488,11,4,-20.408,76.844
69.4581,-25.8423,2.83664,11,5,-20.408,74.164
59.114,-27.0333,2.10182,13,6,-24.575,65.036
66.7489,-19.4455,1.83871,2,7,-16.242,69.548
60.4238,-22.481,1.32456,7,8,-20.408,64.484
52.3441,-23.9374,0.842882,7,9,-24.575,57.564
58.2022,-16.9556,0.530071,23,10,-16.242,60.624
55.7202,-20.731,0.170155,6,11,-20.408,59.452
45.5762,-20.8423,-0.151294,0,12,-24.575,50.116
32.7608,-9.54395,-0.304321,1,13,-16.242,34.124
29.051,-10.8086,-0.459328,1,14,-20.408,31
25.4691,-11.6472,-0.580281,2,15,-24.575,28.012
21.3871,-6.23053,-0.592652,2,16,-16.242,22.284
19.3605,-7.20318,-0.672266,3,17,-20.408,20.668
17.6588,-8.0755,-0.746283,3,18,-24.575,19.432
15.8106,-4.60598,-0.729362,4,19,-16.242,16.484
14.6062,-5.43431,-0.782918,5,20,-20.408,15.604
13.6126,-6.22514,-0.839744,6,21,-24.575,14.992
12.4496,-3.62684,-0.803999,6,22,-16.242,12.992
11.8082,-4.3933,-0.855813,5,23,-20.408,12.628
11.0902,-5.07164,-0.900021,6,24,-24.575,12.228
10.3936,-3.02789,-0.862643,6,25,-16.242,10.86
9.78267,-3.6397,-0.893547,6,26,-20.408,10.476
9.20851,-4.21112,-0.926322,5,27,-24.575,10.168
8.86385,-2.58224,-0.899055,5,28,-16.242,9.276
8.36436,-3.11201,-0.921786,6,29,-20.408,8.972
7.39892,-2.75281,-0.955188,5,30,-20.408,7.952
6.6507,-2.47443,-0.984029,5,31,-20.408,7.164
5.96318,-2.21863,-0.995888,7,32,-20.408,6.44
5.39594,-2.00759,-1.00284,7,33,-20.408,5.844
4.94451,-1.83964,-1.01287,7,34,-20.408,5.372
4.56075,-1.69685,-1.02032,9,35,-20.408,4.972
4.24784,-1.58043,-1.03055,6,36,-20.408,4.648
3.93619,-1.46448,-1.02892,7,37,-20.408,4.324
2.92561,-1.08849,-1.0581,20,38,-20.408,3.296
2.20987,-0.822194,-1.08614,4,39,-20.408,2.596
0,0,0,0,0,0,0
0,0,0,0,1,0,0
0,0,0,0,2,0,0
0,0,0,0,3,0,0
71.6872,-26.9569,4.28728,12,4,-20.608,76.708
69.0046,-25.9481,2.8218,11,5,-20.608,73.776
58.9539,-27.2093,2.09949,14,6,-24.775,64.964
66.5311,-19.6342,1.83458,2,7,-16.442,69.392
60.1241,-22.6088,1.31971,25,8,-20.608,64.248
56.4582,-26.0575,0.910589,1,9,-24.775,62.188
58.0583,-17.1338,0.529301,23,10,-16.442,60.536
56.0818,-21.0887,0.171483,17,11,-20.608,59.916
45.5576,-21.0265,-0.151475,0,12,-24.775,50.176
32.6697,-9.64126,-0.303786,1,13,-16.442,34.064
29.0169,-10.9114,-0.459387,1,14,-20.608,31.004
25.5082,-11.7729,-0.582104,2,15,-24.775,28.1
21.3882,-6.31194,-0.59329,2,16,-16.442,22.308
19.3652,-7.28197,-0.673307,3,17,-20.608,20.7
17.645,-8.14379,-0.746897,3,18,-24.775,19.448
15.8174,-4.66793,-0.730424,4,19,-16.442,16.508
14.6133,-5.4951,-0.784323,5,20,-20.608,15.632
13.5835,-6.26928,-0.839296,5,21,-24.775,14.984
12.4483,-3.67366,-0.804742,6,22,-16.442,13.004
11.8002,-4.4373,-0.856356,4,23,-20.608,12.636
11.0543,-5.10196,-0.898549,6,24,-24.775,12.208
10.3906,-3.06641,-0.863278,6,25,-16.442,10.868
9.76618,-3.67242,-0.893206,5,26,-20.608,10.472
9.2263,-4.25827,-0.929602,6,27,-24.775,10.204
8.85479,-2.61317,-0.899055,4,28,-16.442,9.276
8.38324,-3.15239,-0.925074,6,29,-20.608,9.004
7.40413,-2.78421,-0.95711,5,30,-20.608,7.968
6.64202,-2.49763,-0.984029,4,31,-20.608,7.164
5.97019,-2.245,-0.998362,7,32,-20.608,6.456
5.39259,-2.0278,-1.00353,7,33,-20.608,5.848
4.93439,-1.8555,-1.01212,9,34,-20.608,5.368
4.5548,-1.71276,-1.02032,6,35,-20.608,4.972
4.23134,-1.59113,-1.02789,7,36,-20.608,4.636
3.94196,-1.48231,-1.03178,6,37,-20.608,4.336
2.9218,-1.0987,-1.0581,20,38,-20.608,3.296
2.20698,-0.829903,-1.08614,3,39,-20.608,2.596
0,0,0,0,0,0,0
0,0,0,0,1,0,0
0,0,0,0,2,0,0
0,0,0,0,3,0,0
71.6872,-26.9569,4.28728,12,4,-20.608,76.708
69.0046,-25.9481,2.8218,11,5,-20.608,73.776
58.9539,-27.2093,2.09949,14,6,-24.775,64.964
66.5311,-19.6342,1.83458,2,7,-16.442,69.392
60.1241,-22.6088,1.31971,25,8,-20.608,64.248
52.1985,-24.0915,0.841886,7,9,-24.775,57.496
58.0583,-17.1338,0.529301,23,10,-16.442,60.536
56.0818,-21.0887,0.171483,17,11,-20.608,59.916
45.5576,-21.0265,-0.151475,0,12,-24.775,50.176
32.6697,-9.64126,-0.303786,1,13,-16.442,34.064
29.0169,-10.9114,-0.459387,1,14,-20.608,31.004
25.5082,-11.7729,-0.582104,2,15,-24.775,28.1
21.3882,-6.31194,-0.59329,2,16,-16.442,22.308
19.3652,-7.28197,-0.673307,3,17,-20.608,20.7
17.645,-8.14379,-0.746897,3,18,-24.775,19.448
15.8174,-4.66793,-0.730424,4,19,-16.442,16.508
14.6133,-5.4951,-0.784323,5,20,-20.608,15.632
13.5835,-6.26928,-0.839296,5,21,-24.775,14.984
12.4483,-3.67366,-0.804742,6,22,-16.442,13.004
11.8002,-4.4373,-0.856356,4,23,-20.608,12.636
11.0543,-5.10196,-0.898549,6,24,-24.775,12.208
10.3906,-3.06641,-0.863278,6,25,-16.442,10.868
9.76618,-3.67242,-0.893206,5,26,-20.608,10.472
9.2263,-4.25827,-0.929602,6,27,-24.775,10.204
8.85479,-2.61317,-0.899055,4,28,-16.442,9.276
8.38324,-3.15239,-0.925074,6,29,-20.608,9.004
7.40413,-2.78421,-0.95711,5,30,-20.608,7.968
6.64202,-2.49763,-0.984029,4,31,-20.608,7.164
5.97019,-2.245,-0.998362,7,32,-20.608,6.456
5.39259,-2.0278,-1.00353,7,33,-20.608,5.848
4.93439,-1.8555,-1.01212,9,34,-20.608,5.368
4.5548,-1.71276,-1.02032,6,35,-20.608,4.972
4.23134,-1.59113,-1.02789,7,36,-20.608,4.636
3.94196,-1.48231,-1.03178,6,37,-20.608,4.336
2.9218,-1.0987,-1.0581,20,38,-20.608,3.296
2.20698,-0.829903,-1.08614,3,39,-20.608,2.596
0,0,0,0,0,0,0
0,0,0,0,1,0,0
0,0,0,0,2,0,0
0,0,0,0,3,0,0
71.4098,-27.1375,4.27633,12,4,-20.808,76.512
68.5474,-26.0497,2.8068,8,5,-20.808,73.384
58.7789,-27.3778,2.09665,13,6,-24.975,64.876
66.3778,-19.8411,1.83226,2,7,-16.642,69.304
59.9887,-22.7972,1.31848,8,8,-20.808,64.188
52.0633,-24.2499,0.841066,7,9,-24.975,57.44
57.8946,-17.3054,0.528357,18,10,-16.642,60.428
0,0,0,0,11,0,0
45.5746,-21.2276,-0.151777,0,12,-24.975,50.276
32.6512,-9.75983,-0.303929,1,13,-16.642,34.08
29.0197,-11.0282,-0.460039,1,14,-20.808,31.048
25.4815,-11.8687,-0.582435,2,15,-24.975,28.116
21.4005,-6.39686,-0.594248,3,16,-16.642,22.344
19.3583,-7.35663,-0.673958,3,17,-20.808,20.72
17.6925,-8.24077,-0.750123,2,18,-24.975,19.532
15.7972,-4.72197,-0.730247,4,19,-16.642,16.504
14.6052,-5.55034,-0.784925,4,20,-20.808,15.644
13.5941,-6.33183,-0.841312,5,21,-24.975,15.02
12.4278,-3.71481,-0.804247,6,22,-16.642,12.996
11.7959,-4.48272,-0.857169,5,23,-20.808,12.648
11.0545,-5.14894,-0.900021,5,24,-24.975,12.228
10.3799,-3.10267,-0.863278,6,25,-16.642,10.868
9.7533,-3.70649,-0.893206,5,26,-20.808,10.472
9.21499,-4.29213,-0.929967,5,27,-24.975,10.208
8.86087,-2.64862,-0.900606,5,28,-16.642,9.292
8.36475,-3.17881,-0.924252,6,29,-20.808,8.996
7.39065,-2.80863,-0.95663,5,30,-20.808,7.964
6.63326,-2.5208,-0.984029,4,31,-20.808,7.164
5.94754,-2.26021,-0.995888,7,32,-20.808,6.44
5.3597,-2.03681,-0.998724,7,33,-20.808,5.82
4.93522,-1.8755,-1.01363,6,34,-20.808,5.376
4.54879,-1.72865,-1.02032,8,35,-20.808,4.972
4.22941,-1.60728,-1.02877,8,36,-20.808,4.64
3.93676,-1.49607,-1.03178,7,37,-20.808,4.336
2.91794,-1.10889,-1.0581,18,38,-20.808,3.296
2.22105,-0.844054,-1.09451,3,39,-20.808,2.616
0,0,0,0,0,0,0
0,0,0,0,1,0,0
0,0,0,0,2,0,0
0,0,0,0,3,0,0
71.4098,-27.1375,4.27633,12,4,-20.808,76.512
68.5474,-26.0497,2.8068,8,5,-20.808,73.384
58.7789,-27.3778,2.09665,13,6,-24.975,64.876
66.3778,-19.8411,1.83226,2,7,-16.642,69.304
59.9887,-22.7972,1.31848,8,8,-20.808,64.188
52.0633,-24.2499,0.841066,7,9,-24.975,57.44
57.8946,-17.3054,0.528357,18,10,-16.642,60.428
0,0,0,0,11,0,0
45.5746,-21.2276,-0.151777,0,12,-24.975,50.276
32.6512,-9.75983,-0.303929,1,13,-16.642,34.08
29.0197,-11.0282,-0.460039,1,14,-20.808,31.048
25.4815,-11.8687,-0.582435,2,15,-24.975,28.116
21.4005,-6.39686,-0.594248,3,16,-16.642,22.344
19.3583,-7.35663,-0.673958,3,17,-20.808,20.72
17.6925,-8.24077,-0.750123,2,18,-24.975,19.532
15.7972,-4.72197,-0.730247,4,19,-16.642,16.504
14.6052,-5.55034,-0.784925,4,20,-20.808,15.644
13.5941,-6.33183,-0.841312,5,21,-24.975,15.02
12.4278,-3.71481,-0.804247,6,22,-16.642,12.996
11.7959,-4.48272,-0.857169,5,23,-20.808,12.648
11.0545,-5.14894,-0.900021,5,24,-24.975,12.228
10.3799,-3.10267,-0.863278,6,25,-16.642,10.868
9.7533,-3.70649,-0.893206,5,26,-20.808,10.472
9.21499,-4.29213,-0.929967,5,27,-24.975,10.208
8.86087,-2.64862,-0.900606,5,28,-16.642,9.292
8.36475,-3.17881,-0.924252,6,29,-20.808,8.996
7.39065,-2.80863,-0.95663,5,30,-20.808,7.964
6.63326,-2.5208,-0.984029,4,31,-20.808,7.164
5.94754,-2.26021,-0.995888,7,32,-20.808,6.44
5.3597,-2.03681,-0.998724,7,33,-20.808,5.82
4.93522,-1.8755,-1.01363,6,34,-20.808,5.376
4.54879,-1.72865,-1.02032,8,35,-20.808,4.972
4.22941,-1.60728,-1.02877,8,36,-20.808,4.64
3.93676,-1.49607,-1.03178,7,37,-20.808,4.336
2.91794,-1.10889,-1.0581,18,38,-20.808,3.296
2.22105,-0.844054,-1.09451,3,39,-20.808,2.616
0,0,0,0,0,0,0
0,0,0,0,1,0,0
0,0,0,0,2,0,0
0,0,0,0,3,0,0
71.1655,-27.3293,4.26738,11,4,-21.008,76.352
68.2098,-26.1942,2.7967,2,5,-21.008,73.12
58.6468,-27.5658,2.09535,1,6,-25.175,64.836
66.2316,-20.0495,1.83014,2,7,-16.842,69.224
59.7968,-22.9634,1.31602,9,8,-21.008,64.068
52.0073,-24.4451,0.841535,6,9,-25.175,57.472
60.2189,-18.2294,0.550146,1,10,-16.842,62.92
56.4223,-21.6676,0.172983,20,11,-21.008,60.44
45.5075,-21.3899,-0.151801,0,12,-25.175,50.284
32.5633,-9.85752,-0.30343,1,13,-16.842,34.024
28.9848,-11.1309,-0.460098,1,14,-21.008,31.052
25.4797,-11.9763,-0.583347,1,15,-25.175,28.16
21.4508,-6.49354,-0.596269,3,16,-16.842,22.42
19.3586,-7.43419,-0.674869,3,17,-21.008,20.748
17.6601,-8.30078,-0.74997,2,18,-25.175,19.528
15.8227,-4.78982,-0.732194,4,19,-16.842,16.548
14.5783,-5.59842,-0.784524,4,20,-21.008,15.636
13.5864,-6.38604,-0.842208,5,21,-25.175,15.036
12.4453,-3.76742,-0.806227,6,22,-16.842,13.028
11.8174,-4.53817,-0.85988,5,23,-21.008,12.688
11.0473,-5.19258,-0.900905,6,24,-25.175,12.24
10.3957,-3.14697,-0.865502,6,25,-16.842,10.896
9.75147,-3.7448,-0.894229,5,26,-21.008,10.484
9.21437,-4.33104,-0.931424,5,27,-25.175,10.224
8.84014,-2.67607,-0.899442,5,28,-16.842,9.28
8.36474,-3.21226,-0.925485,6,29,-21.008,9.008
7.38822,-2.83726,-0.957591,4,30,-21.008,7.972
6.63922,-2.54962,-0.986226,5,31,-21.008,7.18
5.95068,-2.28521,-0.997744,6,32,-21.008,6.452
5.37463,-2.06399,-1.00284,7,33,-21.008,5.844
4.93231,-1.89413,-1.01438,11,34,-21.008,5.38
4.55735,-1.75013,-1.0236,6,35,-21.008,4.988
4.21285,-1.61784,-1.02611,7,36,-21.008,4.628
3.93152,-1.5098,-1.03178,7,37,-21.008,4.336
2.92113,-1.12178,-1.06067,18,38,-21.008,3.304
2.17061,-0.833568,-1.07108,4,39,-21.008,2.56
0,0,0,0,0,0,0
0,0,0,0,1,0,0
0,0,0,0,2,0,0
0,0,0,0,3,0,0
71.1655,-27.3293,4.26738,11,4,-21.008,76.352
63.5941,-24.4217,2.60745,0,5,-21.008,68.172
55.2529,-25.9706,1.9741,3,6,-25.175,61.084
66.2316,-20.0495,1.83014,2,7,-16.842,69.224
59.7968,-22.9634,1.31602,9,8,-21.008,64.068
52.0073,-24.4451,0.841535,6,9,-25.175,57.472
58.1286,-17.5966,0.53105,1,10,-16.842,60.736
56.4223,-21.6676,0.172983,20,11,-21.008,60.44
45.5075,-21.3899,-0.151801,0,12,-25.175,50.284
32.5633,-9.85752,-0.30343,1,13,-16.842,34.024
28.9848,-11.1309,-0.460098,1,14,-21.008,31.052
25.4797,-11.9763,-0.583347,1,15,-25.175,28.16
21.4508,-6.49354,-0.596269,3,16,-16.842,22.42
19.3586,-7.43419,-0.674869,3,17,-21.008,20.748
17.6601,-8.30078,-0.74997,2,18,-25.175,19.528
15.8227,-4.78982,-0.732194,4,19,-16.842,16.548
14.5783,-5.59842,-0.784524,4,20,-21.008,15.636
13.5864,-6.38604,-0.842208,5,21,-25.175,15.036
12.4453,-3.76742,-0.806227,6,22,-16.842,13.028
11.8174,-4.53817,-0.85988,5,23,-21.008,12.688
11.0473,-5.19258,-0.900905,6,24,-25.175,12.24
10.3957,-3.14697,-0.865502,6,25,-16.842,10.896
9.75147,-3.7448,-0.894229,5,26,-21.008,10.484
9.21437,-4.33104,-0.931424,5,27,-25.175,10.224
8.84014,-2.67607,-0.899442,5,28,-16.842,9.28
8.36474,-3.21226,-0.925485,6,29,-21.008,9.008
7.38822,-2.83726,-0.957591,4,30,-21.008,7.972
6.63922,-2.54962,-0.986226,5,31,-21.008,7.18
5.95068,-2.28521,-0.997744,6,32,-21.008,6.452
5.37463,-2.06399,-1.00284,7,33,-21.008,5.844
4.93231,-1.89413,-1.01438,11,34,-21.008,5.38
4.55735,-1.75013,-1.0236,6,35,-21.008,4.988
4.21285,-1.61784,-1.02611,7,36,-21.008,4.628
3.93152,-1.5098,-1.03178,7,37,-21.008,4.336
2.92113,-1.12178,-1.06067,18,38,-21.008,3.304
2.17061,-0.833568,-1.07108,4,39,-21.008,2.56
0,0,0,0,0,0,0
0,0,0,0,1,0,0
0,0,0,0,2,0,0
0,0,0,0,3,0,0
70.7793,-27.4648,4.24995,10,4,-21.208,76.04
65.2151,-25.3058,2.67752,5,5,-21.208,70.004
58.4743,-27.7344,2.09264,19,6,-25.375,64.752
66.0695,-20.2525,1.8276,2,7,-17.042,69.128
0,0,0,0,8,0,0
51.8566,-24.5956,0.84048,5,9,-25.375,57.4
58.9732,-18.0772,0.539339,1,10,-17.042,61.684
56.7044,-22.0033,0.174082,11,11,-21.208,60.824
0,0,0,0,12,0,0
32.6779,-10.0168,-0.304821,1,13,-17.042,34.18
29.08,-11.2841,-0.462232,1,14,-21.208,31.196
25.4992,-12.0943,-0.584755,1,15,-25.375,28.228
21.4318,-6.56955,-0.596375,3,16,-17.042,22.424
19.2916,-7.48581,-0.673437,3,17,-21.208,20.704
17.6526,-8.37265,-0.750891,3,18,-25.375,19.552
15.8517,-4.85908,-0.734318,4,19,-17.042,16.596
14.5922,-5.66228,-0.78633,4,20,-21.208,15.672
13.5821,-6.44198,-0.843328,5,21,-25.375,15.056
12.4626,-3.8202,-0.808207,6,22,-17.042,13.06
11.7903,-4.57506,-0.859066,4,23,-21.208,12.676
11.0616,-5.2465,-0.903554,6,24,-25.375,12.276
10.3427,-3.17038,-0.862007,6,25,-17.042,10.852
9.7532,-3.78458,-0.895594,5,26,-21.208,10.5
9.1992,-4.36318,-0.931424,5,27,-25.375,10.224
8.85358,-2.71391,-0.901769,5,28,-17.042,9.304
8.35348,-3.24144,-0.925485,6,29,-21.208,9.008
7.37457,-2.86159,-0.95711,4,30,-21.208,7.968
6.63397,-2.57421,-0.986776,5,31,-21.208,7.184
5.93162,-2.30168,-0.995888,7,32,-21.208,6.44
5.36739,-2.08274,-1.00284,7,33,-21.208,5.844
4.91468,-1.90707,-1.01212,5,34,-21.208,5.368
4.53661,-1.76037,-1.02032,8,35,-21.208,4.972
4.20354,-1.63112,-1.02523,8,36,-21.208,4.624
3.91536,-1.5193,-1.02892,6,37,-21.208,4.324
2.90307,-1.12649,-1.05553,17,38,-21.208,3.288
2.20156,-0.854282,-1.08781,5,39,-21.208,2.6
0,0,0,0,0,0,0
0,0,0,0,1,0,0
0,0,0,0,2,0,0
0,0,0,0,3,0,0
70.7793,-27.4648,4.24995,10,4,-21.208,76.04
63.4451,-24.6189,2.60485,2,5,-21.208,68.104
58.4743,-27.7344,2.09264,19,6,-25.375,64.752
66.0695,-20.2525,1.8276,2,7,-17.042,69.128
0,0,0,0,8,0,0
51.8566,-24.5956,0.84048,5,9,-25.375,57.4
58.9732,-18.0772,0.539339,1,10,-17.042,61.684
56.7044,-22.0033,0.174082,11,11,-21.208,60.824
0,0,0,0,12,0,0
32.6779,-10.0168,-0.304821,1,13,-17.042,34.18
29.08,-11.2841,-0.462232,1,14,-21.208,31.196
25.4992,-12.0943,-0.584755,1,15,-25.375,28.228
21.4318,-6.56955,-0.596375,3,16,-17.042,22.424
19.2916,-7.48581,-0.673437,3,17,-21.208,20.704
17.6526,-8.37265,-0.750891,3,18,-25.375,19.552
15.8517,-4.85908,-0.734318,4,19,-17.042,16.596
14.5922,-5.66228,-0.78633,4,20,-21.208,15.672
13.5821,-6.44198,-0.843328,5,21,-25.375,15.056
12.4626,-3.8202,-0.808207,6,22,-17.042,13.06
11.7903,-4.57506,-0.859066,4,23,-21.208,12.676
11.0616,-5.2465,-0.903554,6,24,-25.375,12.276
10.3427,-3.17038,-0.862007,6,25,-17.042,10.852
9.7532,-3.78458,-0.895594,5,26,-21.208,10.5
9.1992,-4.36318,-0.931424,5,27,-25.375,10.224
8.85358,-2.71391,-0.901769,5,28,-17.042,9.304
8.35348,-3.24144,-0.925485,6,29,-21.208,9.008
7.37457,-2.86159,-0.95711,4,30,-21.208,7.968
6.63397,-2.57421,-0.986776,5,31,-21.208,7.184
5.93162,-2.30168,-0.995888,7,32,-21.208,6.44
5.36739,-2.08274,-1.00284,7,33,-21.208,5.844
4.91468,-1.90707,-1.01212,5,34,-21.208,5.368
4.53661,-1.76037,-1.02032,8,35,-21.208,4.972
4.20354,-1.63112,-1.02523,8,36,-21.208,4.624
3.91536,-1.5193,-1.02892,6,37,-21.208,4.324
2.90307,-1.12649,-1.05553,17,38,-21.208,3.288
2.20156,-0.854282,-1.08781,5,39,-21.208,2.6
0,0,0,0,0,0,0
0,0,0,0,1,0,0
0,0,0,0,2,0,0
0,0,0,0,3,0,0
70.4933,-27.6374,4.23854,11,4,-21.408,75.836
64.4677,-25.275,2.65044,2,5,-21.408,69.296
58.3808,-27.9401,2.09277,12,6,-25.575,64.756
65.8533,-20.4379,1.82359,3,7,-17.242,68.976
59.367,-23.2752,1.3101,23,8,-21.408,63.78
51.6803,-24.7333,0.839016,7,9,-25.575,57.3
58.799,-18.2486,0.538325,1,10,-17.242,61.568
55.577,-21.7894,0.170854,6,11,-21.408,59.696
0,0,0,0,12,0,0
32.6351,-10.1285,-0.30475,1,13,-17.242,34.172
29.0479,-11.3884,-0.462351,1,14,-21.408,31.204
25.3846,-12.1487,-0.583098,1,15,-25.575,28.148
21.4545,-6.65854,-0.597652,2,16,-17.242,22.472
19.3249,-7.57645,-0.675519,3,17,-21.408,20.768
17.6305,-8.43767,-0.751199,2,18,-25.575,19.56
15.8309,-4.9132,-0.734141,4,19,-17.242,16.592
14.5798,-5.7161,-0.786731,4,20,-21.408,15.68
13.5739,-6.49625,-0.844225,5,21,-25.575,15.072
12.4454,-3.8625,-0.80796,6,22,-17.242,13.056
11.7706,-4.61473,-0.858795,4,23,-21.408,12.672
11.0504,-5.28852,-0.904143,6,24,-25.575,12.284
10.3658,-3.2171,-0.864867,6,25,-17.242,10.888
9.7325,-3.8157,-0.894911,6,26,-21.408,10.492
9.19828,-4.40215,-0.932882,4,27,-25.575,10.24
8.83265,-2.74126,-0.900606,4,28,-17.242,9.292
8.33841,-3.26913,-0.925074,6,29,-21.408,9.004
7.37932,-2.89311,-0.959032,5,30,-21.408,7.984
6.63601,-2.60169,-0.988424,6,31,-21.408,7.196
5.94562,-2.33102,-0.999599,8,32,-21.408,6.464
5.36375,-2.1029,-1.00353,6,33,-21.408,5.848
4.90068,-1.92135,-1.01061,10,34,-21.408,5.36
4.52315,-1.77333,-1.01868,7,35,-21.408,4.964
4.20871,-1.65005,-1.02789,9,36,-21.408,4.636
3.9245,-1.53863,-1.03273,6,37,-21.408,4.34
2.91675,-1.14353,-1.06195,20,38,-21.408,3.308
2.20195,-0.863288,-1.08949,4,39,-21.408,2.604
0,0,0,0,0,0,0
0,0,0,0,1,0,0
0,0,0,0,2,0,0
0,0,0,0,3,0,0
70.4933,-27.6374,4.23854,11,4,-21.408,75.836
62.9606,-24.6841,2.58848,5,5,-21.408,67.676
58.3808,-27.9401,2.09277,12,6,-25.575,64.756
65.8533,-20.4379,1.82359,3,7,-17.242,68.976
59.367,-23.2752,1.3101,23,8,-21.408,63.78
51.6803,-24.7333,0.839016,7,9,-25.575,57.3
58.799,-18.2486,0.538325,1,10,-17.242,61.568
55.577,-21.7894,0.170854,6,11,-21.408,59.696
0,0,0,0,12,0,0
32.6351,-10.1285,-0.30475,1,13,-17.242,34.172
29.0479,-11.3884,-0.462351,1,14,-21.408,31.204
25.3846,-12.1487,-0.583098,1,15,-25.575,28.148
