x,y,z,intensity,ring,angle_deg,range
-37.443,-56.446,0.193865,12,11,-123.558,67.736
-43.7071,-56.4994,-0.215644,15,12,-127.725,71.432
-30.4293,-54.0208,-0.552958,16,13,-119.392,62.004
-35.8472,-54.0403,-0.960973,16,14,-123.558,64.856
-42.0046,-54.2986,-1.42241,23,15,-127.725,68.664
-28.9381,-51.3735,-1.5687,15,16,-119.392,58.984
-34.1261,-51.4457,-2.00912,12,17,-123.558,61.768
-40.1165,-51.858,-2.51982,9,18,-127.725,65.612
-23.813,-42.275,-2.14897,0,19,-119.392,48.568
0,0,0,0,20,0,0
-23.2073,-29.9997,-2.12781,1,21,-127.725,37.988
-14.1662,-25.1492,-1.78969,2,22,-119.392,28.92
-14.4231,-21.7431,-1.77235,2,23,-123.558,26.152
-14.3302,-18.5244,-1.7285,2,24,-127.725,23.484
-9.66722,-17.1621,-1.5696,4,25,-119.392,19.76
-10.0967,-15.2209,-1.56362,5,26,-123.558,18.332
-10.4731,-13.5384,-1.56586,5,27,-127.725,17.188
-7.37202,-13.0875,-1.46276,6,28,-119.392,15.092
-7.87173,-11.8668,-1.47083,7,29,-123.558,14.316
-6.47998,-9.76867,-1.41837,7,30,-123.558,11.808
-5.44475,-8.20806,-1.36588,6,31,-123.558,9.944
-4.71858,-7.11333,-1.3361,9,32,-123.558,8.64
-4.15407,-6.26232,-1.30898,8,33,-123.558,7.628
-3.70669,-5.5879,-1.2874,15,34,-123.558,6.828
-3.35863,-5.06319,-1.27396,13,35,-123.558,6.208
-3.06165,-4.61549,-1.25936,11,36,-123.558,5.68
-2.81767,-4.24768,-1.2488,8,37,-123.558,5.248
-2.00404,-3.02113,-1.22889,7,38,-123.558,3.828
-1.4299,-2.1556,-1.19157,7,39,-123.558,2.848
0,0,0,0,0,0,0
0,0,0,0,1,0,0
0,0,0,0,2,0,0
0,0,0,0,3,0,0
-84.7766,-127.802,8.58507,8,4,-123.558,153.604
0,0,0,0,5,0,0
-99.2599,-128.312,5.24543,20,6,-127.725,162.308
-32.9239,-58.4496,1.7742,1,7,-119.392,67.108
-38.8633,-58.5872,1.44444,1,8,-123.558,70.32
-46.304,-59.8563,1.1082,0,9,-127.725,75.684
-31.4835,-55.8924,0.560918,17,10,-119.392,64.152
-37.443,-56.446,0.193865,12,11,-123.558,67.736
-43.7071,-56.4994,-0.215644,15,12,-127.725,71.432
-30.4293,-54.0208,-0.552958,16,13,-119.392,62.004
-35.8472,-54.0403,-0.960973,16,14,-123.558,64.856
-42.0046,-54.2986,-1.42241,23,15,-127.725,68.664
-28.9381,-51.3735,-1.5687,15,16,-119.392,58.984
-34.1261,-51.4457,-2.00912,12,17,-123.558,61.768
-40.1165,-51.858,-2.51982,9,18,-127.725,65.612
-23.813,-42.275,-2.14897,0,19,-119.392,48.568
0,0,0,0,20,0,0
-23.2073,-29.9997,-2.12781,1,21,-127.725,37.988
-14.1662,-25.1492,-1.78969,2,22,-119.392,28.92
-14.4231,-21.7431,-1.77235,2,23,-123.558,26.152
-14.3302,-18.5244,-1.7285,2,24,-127.725,23.484
-9.66722,-17.1621,-1.5696,4,25,-119.392,19.76
-10.0967,-15.2209,-1.56362,5,26,-123.558,18.332
-10.4731,-13.5384,-1.56586,5,27,-127.725,17.188
-7.37202,-13.0875,-1.46276,6,28,-119.392,15.092
-7.87173,-11.8668,-1.47083,7,29,-123.558,14.316
-6.47998,-9.76867,-1.41837,7,30,-123.558,11.808
-5.44475,-8.20806,-1.36588,6,31,-123.558,9.944
-4.71858,-7.11333,-1.3361,9,32,-123.558,8.64
-4.15407,-6.26232,-1.30898,8,33,-123.558,7.628
-3.70669,-5.5879,-1.2874,15,34,-123.558,6.828
-3.35863,-5.06319,-1.27396,13,35,-123.558,6.208
-3.06165,-4.61549,-1.25936,11,36,-123.558,5.68
-2.81767,-4.24768,-1.2488,8,37,-123.558,5.248
-2.00404,-3.02113,-1.22889,7,38,-123.558,3.828
-1.4299,-2.1556,-1.19157,7,39,-123.558,2.848
0,0,0,0,0,0,0
0,0,0,0,1,0,0
0,0,0,0,2,0,0
0,0,0,0,3,0,0
-85.3066,-127.632,8.59357,3,4,-123.758,153.756
0,0,0,0,5,0,0
-99.9455,-128.27,5.25797,35,6,-127.925,162.696
-76.8038,-135.243,4.11333,4,7,-119.592,155.584
-116.61,-174.466,4.31138,15,8,-123.758,209.892
-98.6473,-126.604,2.35036,2,9,-127.925,160.516
-31.8028,-56.0012,0.563121,17,10,-119.592,64.404
-37.7021,-56.408,0.194185,13,11,-123.758,67.848
-44.0491,-56.5326,-0.216356,16,12,-127.925,71.668
-30.6986,-54.0569,-0.554421,17,13,-119.592,62.168
-36.1645,-54.1077,-0.964411,13,14,-123.758,65.088
-42.3192,-54.3125,-1.42663,16,15,-127.925,68.868
-29.1844,-51.3904,-1.57232,13,16,-119.592,59.12
-34.4054,-51.4758,-2.01498,12,17,-123.758,61.948
-40.4152,-51.869,-2.52719,10,18,-127.925,65.804
-24.0966,-42.4314,-2.16119,0,19,-119.592,48.844
-23.86,-35.6982,-2.15709,0,20,-123.758,42.992
-23.2947,-29.8964,-2.12625,1,21,-127.925,37.96
-14.3111,-25.2003,-1.79687,2,22,-119.592,29.036
-14.5765,-21.8087,-1.78184,2,23,-123.758,26.292
-14.4537,-18.5498,-1.73557,3,24,-127.925,23.58
-9.74479,-17.1595,-1.57246,5,25,-119.592,19.796
-10.1674,-15.212,-1.56635,5,26,-123.758,18.364
-10.5399,-13.5269,-1.56877,6,27,-127.925,17.22
-7.42159,-13.0686,-1.46353,6,28,-119.592,15.1
-7.91311,-11.8392,-1.47083,6,29,-123.758,14.316
-6.51404,-9.74599,-1.41837,8,30,-123.758,11.808
-5.48878,-8.21206,-1.36973,7,31,-123.758,9.972
-4.73898,-7.09025,-1.33486,10,32,-123.758,8.632
-4.19342,-6.27399,-1.31447,7,33,-123.758,7.66
-3.74364,-5.60106,-1.29343,7,34,-123.758,6.86
-3.37193,-5.04493,-1.27232,8,35,-123.758,6.2
-3.07557,-4.60153,-1.25848,14,36,-123.758,5.676
-2.81952,-4.21844,-1.24309,12,37,-123.758,5.224
-2.01458,-3.01412,-1.22889,11,38,-123.758,3.828
-1.4354,-2.14758,-1.1899,8,39,-123.758,2.844
0,0,0,0,0,0,0
0,0,0,0,1,0,0
0,0,0,0,2,0,0
0,0,0,0,3,0,0
-85.3066,-127.632,8.59357,3,4,-123.758,153.756
0,0,0,0,5,0,0
-99.9455,-128.27,5.25797,35,6,-127.925,162.696
-33.3035,-58.6437,1.78361,1,7,-119.592,67.464
-116.61,-174.466,4.31138,15,8,-123.758,209.892
-98.6473,-126.604,2.35036,2,9,-127.925,160.516
-31.8028,-56.0012,0.563121,17,10,-119.592,64.404
-37.7021,-56.408,0.194185,13,11,-123.758,67.848
-44.0491,-56.5326,-0.216356,16,12,-127.925,71.668
-30.6986,-54.0569,-0.554421,17,13,-119.592,62.168
-36.1645,-54.1077,-0.964411,13,14,-123.758,65.088
-42.3192,-54.3125,-1.42663,16,15,-127.925,68.868
-29.1844,-51.3904,-1.57232,13,16,-119.592,59.12
-34.4054,-51.4758,-2.01498,12,17,-123.758,61.948
-40.4152,-51.869,-2.52719,10,18,-127.925,65.804
-24.0966,-42.4314,-2.16119,0,19,-119.592,48.844
-23.86,-35.6982,-2.15709,0,20,-123.758,42.992
-23.2947,-29.8964,-2.12625,1,21,-127.925,37.96
-14.3111,-25.2003,-1.79687,2,22,-119.592,29.036
-14.5765,-21.8087,-1.78184,2,23,-123.758,26.292
-14.4537,-18.5498,-1.73557,3,24,-127.925,23.58
-9.74479,-17.1595,-1.57246,5,25,-119.592,19.796
-10.1674,-15.212,-1.56635,5,26,-123.758,18.364
-10.5399,-13.5269,-1.56877,6,27,-127.925,17.22
-7.42159,-13.0686,-1.46353,6,28,-119.592,15.1
-7.91311,-11.8392,-1.47083,6,29,-123.758,14.316
-6.51404,-9.74599,-1.41837,8,30,-123.758,11.808
-5.48878,-8.21206,-1.36973,7,31,-123.758,9.972
-4.73898,-7.09025,-1.33486,10,32,-123.758,8.632
-4.19342,-6.27399,-1.31447,7,33,-123.758,7.66
-3.74364,-5.60106,-1.29343,7,34,-123.758,6.86
-3.37193,-5.04493,-1.27232,8,35,-123.758,6.2
-3.07557,-4.60153,-1.25848,14,36,-123.758,5.676
-2.81952,-4.21844,-1.24309,12,37,-123.758,5.224
-2.01458,-3.01412,-1.22889,11,38,-123.758,3.828
-1.4354,-2.14758,-1.1899,8,39,-123.758,2.844
0,0,0,0,0,0,0
0,0,0,0,1,0,0
0,0,0,0,2,0,0
0,0,0,0,3,0,0
0,0,0,0,4,0,0
0,0,0,0,5,0,0
-100.644,-128.241,5.27115,94,6,-128.125,163.104
-78.5906,-137.271,4.18333,2,7,-119.792,158.232
0,0,0,0,8,0,0
-99.375,-126.624,2.35715,5,9,-128.125,160.98
-32.0597,-55.9975,0.564206,16,10,-119.792,64.528
-38.0037,-56.432,0.194723,14,11,-123.958,68.036
-44.4388,-56.6239,-0.217298,16,12,-128.125,71.98
-30.9786,-54.1091,-0.556062,16,13,-119.792,62.352
-36.5141,-54.22,-0.968678,14,14,-123.958,65.376
-42.6443,-54.3375,-1.43119,14,15,-128.125,69.088
-29.4113,-51.3715,-1.57487,15,16,-119.792,59.216
-34.6742,-51.488,-2.02018,11,17,-123.958,62.108
-40.7268,-51.8942,-2.53533,9,18,-128.125,66.016
-24.324,-42.4857,-2.16826,0,19,-119.792,49.004
0,0,0,0,20,0,0
-23.3373,-29.7364,-2.12064,1,21,-128.125,37.86
-14.4367,-25.216,-1.80157,2,22,-119.792,29.112
-14.637,-21.7345,-1.77994,2,23,-123.958,26.264
-14.5356,-18.5212,-1.73763,3,24,-128.125,23.608
-9.8185,-17.1496,-1.57468,5,25,-119.792,19.824
-10.2027,-15.15,-1.56362,5,26,-123.958,18.332
-10.5748,-13.4744,-1.56695,5,27,-128.125,17.2
-7.47112,-13.0495,-1.46431,6,28,-119.792,15.108
-7.9655,-11.828,-1.47289,7,29,-123.958,14.336
-6.55023,-9.72649,-1.41885,9,30,-123.958,11.812
-5.5152,-8.18956,-1.36918,6,31,-123.958,9.968
-4.77033,-7.0835,-1.33672,8,32,-123.958,8.644
-4.20429,-6.24298,-1.31104,11,33,-123.958,7.64
-3.76317,-5.58795,-1.29343,12,34,-123.958,6.86
-3.39389,-5.03962,-1.27396,9,35,-123.958,6.208
-3.10251,-4.60694,-1.26291,11,36,-123.958,5.696
-2.84942,-4.23113,-1.24975,8,37,-123.958,5.252
-2.01662,-2.9945,-1.22375,7,38,-123.958,3.812
-1.44695,-2.14858,-1.19325,7,39,-123.958,2.852
0,0,0,0,0,0,0
0,0,0,0,1,0,0
0,0,0,0,2,0,0
0,0,0,0,3,0,0
0,0,0,0,4,0,0
0,0,0,0,5,0,0
-100.644,-128.241,5.27115,94,6,-128.125,163.104
-33.9371,-59.2767,1.80645,1,7,-119.792,68.328
0,0,0,0,8,0,0
-46.8294,-59.6701,1.11078,0,9,-128.125,75.86
-32.0597,-55.9975,0.564206,16,10,-119.792,64.528
-38.0037,-56.432,0.194723,14,11,-123.958,68.036
-44.4388,-56.6239,-0.217298,16,12,-128.125,71.98
-30.9786,-54.1091,-0.556062,16,13,-119.792,62.352
-36.5141,-54.22,-0.968678,14,14,-123.958,65.376
-42.6443,-54.3375,-1.43119,14,15,-128.125,69.088
-29.4113,-51.3715,-1.57487,15,16,-119.792,59.216
-34.6742,-51.488,-2.02018,11,17,-123.958,62.108
-40.7268,-51.8942,-2.53533,9,18,-128.125,66.016
-24.324,-42.4857,-2.16826,0,19,-119.792,49.004
0,0,0,0,20,0,0
-23.3373,-29.7364,-2.12064,1,21,-128.125,37.86
-14.4367,-25.216,-1.80157,2,22,-119.792,29.112
-14.637,-21.7345,-1.77994,2,23,-123.958,26.264
-14.5356,-18.5212,-1.73763,3,24,-128.125,23.608
-9.8185,-17.1496,-1.57468,5,25,-119.792,19.824
-10.2027,-15.15,-1.56362,5,26,-123.958,18.332
-10.5748,-13.4744,-1.56695,5,27,-128.125,17.2
-7.47112,-13.0495,-1.46431,6,28,-119.792,15.108
-7.9655,-11.828,-1.47289,7,29,-123.958,14.336
-6.55023,-9.72649,-1.41885,9,30,-123.958,11.812
-5.5152,-8.18956,-1.36918,6,31,-123.958,9.968
-4.77033,-7.0835,-1.33672,8,32,-123.958,8.644
-4.20429,-6.24298,-1.31104,11,33,-123.958,7.64
-3.76317,-5.58795,-1.29343,12,34,-123.958,6.86
-3.39389,-5.03962,-1.27396,9,35,-123.958,6.208
-3.10251,-4.60694,-1.26291,11,36,-123.958,5.696
-2.84942,-4.23113,-1.24975,8,37,-123.958,5.252
-2.01662,-2.9945,-1.22375,7,38,-123.958,3.812
-1.44695,-2.14858,-1.19325,7,39,-123.958,2.852
0,0,0,0,0,0,0
0,0,0,0,1,0,0
0,0,0,0,2,0,0
0,0,0,0,3,0,0
0,0,0,0,4,0,0
0,0,0,0,5,0,0
-101.292,-128.143,5.28162,211,6,-128.325,163.428
-34.0639,-59.0193,1.80222,0,7,-119.992,68.168
-39.3198,-57.9486,1.43877,0,8,-124.158,70.044
-100.109,-126.646,2.36406,5,9,-128.325,161.452
-32.353,-56.055,0.565919,18,10,-119.992,64.724
-38.2971,-56.4414,0.195216,13,11,-124.158,68.208
-44.7874,-56.6599,-0.218035,14,12,-128.325,72.224
-31.2512,-54.1461,-0.55756,14,13,-119.992,62.52
-36.7884,-54.218,-0.97093,14,14,-124.158,65.528
-42.9677,-54.3577,-1.43566,16,15,-128.325,69.304
-29.6703,-51.4071,-1.57913,15,16,-119.992,59.376
-34.9638,-51.5288,-2.02656,11,17,-124.158,62.304
-41.0416,-51.9211,-2.54363,9,18,-128.325,66.232
-24.534,-42.5078,-2.17375,0,19,-119.992,49.128
0,0,0,0,20,0,0
-23.4954,-29.7237,-2.12557,1,21,-128.325,37.948
-14.5625,-25.2311,-1.80628,2,22,-119.992,29.188
-14.7307,-21.7097,-1.78211,2,23,-124.158,26.296
-14.6026,-18.4735,-1.73792,2,24,-128.325,23.612
-9.9062,-17.1636,-1.57913,5,25,-119.992,19.88
-10.2801,-15.1506,-1.56737,5,26,-124.158,18.376
-10.6193,-13.4343,-1.56659,5,27,-128.325,17.196
-7.53055,-13.0475,-1.46702,6,28,-119.992,15.136
-8.00674,-11.8002,-1.47289,6,29,-124.158,14.336
-6.58861,-9.71014,-1.41981,8,30,-124.158,11.82
-5.55488,-8.18665,-1.37193,7,31,-124.158,9.988
-4.78615,-7.05372,-1.33424,12,32,-124.158,8.628
-4.23048,-6.23478,-1.31241,8,33,-124.158,7.648
-3.78706,-5.58128,-1.29494,8,34,-124.158,6.868
-3.41806,-5.03746,-1.27643,9,35,-124.158,6.22
-3.10762,-4.57994,-1.25848,6,36,-124.158,5.676
-2.85545,-4.20829,-1.24594,12,37,-124.158,5.236
-2.03344,-2.99684,-1.2276,10,38,-124.158,3.824
-1.4524,-2.14051,-1.19157,8,39,-124.158,2.848
0,0,0,0,0,0,0
0,0,0,0,1,0,0
0,0,0,0,2,0,0
0,0,0,0,3,0,0
0,0,0,0,4,0,0
0,0,0,0,5,0,0
-101.292,-128.143,5.28162,211,6,-128.325,163.428
-34.0639,-59.0193,1.80222,0,7,-119.992,68.168
-39.3198,-57.9486,1.43877,0,8,-124.158,70.044
-47.2631,-59.7918,1.11611,1,9,-128.325,76.224
-32.353,-56.055,0.565919,18,10,-119.992,64.724
-38.2971,-56.4414,0.195216,13,11,-124.158,68.208
-44.7874,-56.6599,-0.218035,14,12,-128.325,72.224
-31.2512,-54.1461,-0.55756,14,13,-119.992,62.52
-36.7884,-54.218,-0.97093,14,14,-124.158,65.528
-42.9677,-54.3577,-1.43566,16,15,-128.325,69.304
-29.6703,-51.4071,-1.57913,15,16,-119.992,59.376
-34.9638,-51.5288,-2.02656,11,17,-124.158,62.304
-41.0416,-51.9211,-2.54363,9,18,-128.325,66.232
-24.534,-42.5078,-2.17375,0,19,-119.992,49.128
0,0,0,0,20,0,0
-23.4954,-29.7237,-2.12557,1,21,-128.325,37.948
-14.5625,-25.2311,-1.80628,2,22,-119.992,29.188
-14.7307,-21.7097,-1.78211,2,23,-124.158,26.296
-14.6026,-18.4735,-1.73792,2,24,-128.325,23.612
-9.9062,-17.1636,-1.57913,5,25,-119.992,19.88
-10.2801,-15.1506,-1.56737,5,26,-124.158,18.376
-10.6193,-13.4343,-1.56659,5,27,-128.325,17.196
-7.53055,-13.0475,-1.46702,6,28,-119.992,15.136
-8.00674,-11.8002,-1.47289,6,29,-124.158,14.336
-6.58861,-9.71014,-1.41981,8,30,-124.158,11.82
-5.55488,-8.18665,-1.37193,7,31,-124.158,9.988
-4.78615,-7.05372,-1.33424,12,32,-124.158,8.628
-4.23048,-6.23478,-1.31241,8,33,-124.158,7.648
-3.78706,-5.58128,-1.29494,8,34,-124.158,6.868
-3.41806,-5.03746,-1.27643,9,35,-124.158,6.22
-3.10762,-4.57994,-1.25848,6,36,-124.158,5.676
-2.85545,-4.20829,-1.24594,12,37,-124.158,5.236
-2.03344,-2.99684,-1.2276,10,38,-124.158,3.824
-1.4524,-2.14051,-1.19157,8,39,-124.158,2.848
0,0,0,0,0,0,0
0,0,0,0,1,0,0
0,0,0,0,2,0,0
0,0,0,0,3,0,0
0,0,0,0,4,0,0
0,0,0,0,5,0,0
-101.946,-128.048,5.29235,23,6,-128.525,163.76
-95.1415,-163.522,5.00344,4,7,-120.192,189.252
0,0,0,0,8,0,0
-101.114,-127.003,2.3773,13,9,-128.525,162.356
-32.6349,-56.0904,0.567423,18,10,-120.192,64.896
-38.6203,-56.4923,0.195857,13,11,-124.358,68.432
-45.1743,-56.741,-0.218953,14,12,-128.525,72.528
-31.4923,-54.1266,-0.558487,14,13,-120.192,62.624
-37.1152,-54.2906,-0.974546,13,14,-124.358,65.772
-43.3191,-54.4108,-1.44105,15,15,-128.525,69.564
-29.9783,-51.5244,-1.58594,14,16,-120.192,59.632
-35.2337,-51.5385,-2.03176,12,17,-124.358,62.464
-41.367,-51.9588,-2.55254,8,18,-128.525,66.464
-24.8149,-42.6499,-2.18543,0,19,-120.192,49.392
-24.1919,-35.387,-2.15348,0,20,-124.358,42.92
-23.5965,-29.6384,-2.12535,1,21,-128.525,37.944
-14.6083,-25.1077,-1.80108,2,22,-120.192,29.104
-14.7838,-21.6252,-1.7794,2,23,-124.358,26.256
-14.7266,-18.4973,-1.74499,3,24,-128.525,23.708
-9.96606,-17.1289,-1.57913,5,25,-120.192,19.88
-10.3194,-15.0949,-1.56533,5,26,-124.358,18.352
-10.6711,-13.4033,-1.56731,5,27,-128.525,17.204
-7.59808,-13.059,-1.47129,6,28,-120.192,15.18
-8.05237,-11.7787,-1.47371,7,29,-124.358,14.344
-6.63142,-9.7002,-1.42173,7,30,-124.358,11.836
-5.57671,-8.1574,-1.37028,6,31,-124.358,9.976
-4.83305,-7.06959,-1.34043,9,32,-124.358,8.668
-4.25444,-6.22323,-1.3131,10,33,-124.358,7.652
-3.80209,-5.56155,-1.29343,11,34,-124.358,6.86
-3.43341,-5.02227,-1.27561,8,35,-124.358,6.216
-3.11699,-4.55941,-1.25581,12,36,-124.358,5.664
-2.88108,-4.21434,-1.2507,8,37,-124.358,5.256
-2.04389,-2.98973,-1.2276,6,38,-124.358,3.824
-1.46191,-2.13843,-1.19325,8,39,-124.358,2.852
0,0,0,0,0,0,0
0,0,0,0,1,0,0
0,0,0,0,2,0,0
0,0,0,0,3,0,0
0,0,0,0,4,0,0
0,0,0,0,5,0,0
-101.946,-128.048,5.29235,23,6,-128.525,163.76
-95.1415,-163.522,5.00344,4,7,-120.192,189.252
0,0,0,0,8,0,0
-47.4615,-59.6139,1.11588,0,9,-128.525,76.208
-32.6349,-56.0904,0.567423,18,10,-120.192,64.896
-38.6203,-56.4923,0.195857,13,11,-124.358,68.432
-45.1743,-56.741,-0.218953,14,12,-128.525,72.528
-31.4923,-54.1266,-0.558487,14,13,-120.192,62.624
-37.1152,-54.2906,-0.974546,13,14,-124.358,65.772
-43.3191,-54.4108,-1.44105,15,15,-128.525,69.564
-29.9783,-51.5244,-1.58594,14,16,-120.192,59.632
-35.2337,-51.5385,-2.03176,12,17,-124.358,62.464
-41.367,-51.9588,-2.55254,8,18,-128.525,66.464
-24.8149,-42.6499,-2.18543,0,19,-120.192,49.392
-24.1919,-35.387,-2.15348,0,20,-124.358,42.92
-23.5965,-29.6384,-2.12535,1,21,-128.525,37.944
-14.6083,-25.1077,-1.80108,2,22,-120.192,29.104
-14.7838,-21.6252,-1.7794,2,23,-124.358,26.256
-14.7266,-18.4973,-1.74499,3,24,-128.525,23.708
-9.96606,-17.1289,-1.57913,5,25,-120.192,19.88
-10.3194,-15.0949,-1.56533,5,26,-124.358,18.352
-10.6711,-13.4033,-1.56731,5,27,-128.525,17.204
-7.59808,-13.059,-1.47129,6,28,-120.192,15.18
-8.05237,-11.7787,-1.47371,7,29,-124.358,14.344
-6.63142,-9.7002,-1.42173,7,30,-124.358,11.836
-5.57671,-8.1574,-1.37028,6,31,-124.358,9.976
-4.83305,-7.06959,-1.34043,9,32,-124.358,8.668
-4.25444,-6.22323,-1.3131,10,33,-124.358,7.652
-3.80209,-5.56155,-1.29343,11,34,-124.358,6.86
-3.43341,-5.02227,-1.27561,8,35,-124.358,6.216
-3.11699,-4.55941,-1.25581,12,36,-124.358,5.664
-2.88108,-4.21434,-1.2507,8,37,-124.358,5.256
-2.04389,-2.98973,-1.2276,6,38,-124.358,3.824
-1.46191,-2.13843,-1.19325,8,39,-124.358,2.852
0,0,0,0,0,0,0
0,0,0,0,1,0,0
0,0,0,0,2,0,0
0,0,0,0,3,0,0
0,0,0,0,4,0,0
0,0,0,0,5,0,0
-102.427,-127.736,5.29416,14,6,-128.725,163.816
-34.1474,-58.2213,1.78509,0,7,-120.392,67.52
-40.9212,-59.4117,1.48215,0,8,-124.558,72.156
-101.699,-126.828,2.38064,17,9,-128.725,162.584
-32.9358,-56.1555,0.569242,17,10,-120.392,65.104
-38.9352,-56.5284,0.196452,13,11,-124.558,68.64
-45.6023,-56.8701,-0.220064,14,12,-128.725,72.896
-31.8065,-54.2302,-0.560699,17,13,-120.392,62.872
-37.4451,-54.365,-0.97822,13,14,-124.558,66.02
-43.6964,-54.4932,-1.44726,17,15,-128.725,69.864
-30.2005,-51.4918,-1.58817,13,16,-120.392,59.716
-35.5177,-51.5666,-2.03775,14,17,-124.558,62.648
-41.6731,-51.9701,-2.56022,10,18,-128.725,66.664
-25.1193,-42.8284,-2.19906,0,19,-120.392,49.7
-26.5338,-38.5233,-2.34996,0,20,-124.558,46.836
-23.6974,-29.5527,-2.12512,1,21,-128.725,37.94
-14.7201,-25.0979,-1.80405,2,22,-120.392,29.152
-14.9181,-21.6589,-1.78645,2,23,-124.558,26.36
-14.7936,-18.4489,-1.74528,2,24,-128.725,23.712
-10.0339,-17.1077,-1.5804,5,25,-120.392,19.896
-10.3969,-15.0949,-1.56908,5,26,-124.558,18.396
-10.7477,-13.4033,-1.57169,5,27,-128.725,17.252
-7.63959,-13.0255,-1.47051,6,28,-120.392,15.172
-8.10247,-11.7636,-1.47535,6,29,-124.558,14.36
-6.6675,-9.68026,-1.42221,8,30,-124.558,11.84
-5.61414,-8.15094,-1.37248,6,31,-124.558,9.992
-4.842,-7.0299,-1.3361,11,32,-124.558,8.64
-4.28284,-6.21808,-1.31516,8,33,-124.558,7.664
-3.82816,-5.55795,-1.29569,8,34,-124.558,6.872
-3.45314,-5.01347,-1.27643,8,35,-124.558,6.22
-3.15722,-4.58384,-1.26557,8,36,-124.558,5.708
-2.88696,-4.19146,-1.24689,11,37,-124.558,5.24
-2.03927,-2.96074,-1.21862,12,38,-124.558,3.796
-1.46318,-2.12434,-1.18823,9,39,-124.558,2.84
0,0,0,0,0,0,0
0,0,0,0,1,0,0
0,0,0,0,2,0,0
0,0,0,0,3,0,0
0,0,0,0,4,0,0
0,0,0,0,5,0,0
-102.427,-127.736,5.29416,14,6,-128.725,163.816
-34.1474,-58.2213,1.78509,0,7,-120.392,67.52
-40.9212,-59.4117,1.48215,0,8,-124.558,72.156
-101.699,-126.828,2.38064,17,9,-128.725,162.584
-32.9358,-56.1555,0.569242,17,10,-120.392,65.104
-38.9352,-56.5284,0.196452,13,11,-124.558,68.64
-45.6023,-56.8701,-0.220064,14,12,-128.725,72.896
-31.8065,-54.2302,-0.560699,17,13,-120.392,62.872
-37.4451,-54.365,-0.97822,13,14,-124.558,66.02
-43.6964,-54.4932,-1.44726,17,15,-128.725,69.864
-30.2005,-51.4918,-1.58817,13,16,-120.392,59.716
-35.5177,-51.5666,-2.03775,14,17,-124.558,62.648
-41.6731,-51.9701,-2.56022,10,18,-128.725,66.664
-25.1193,-42.8284,-2.19906,0,19,-120.392,49.7
-24.3402,-35.3385,-2.15568,0,20,-124.558,42.964
-23.6974,-29.5527,-2.12512,1,21,-128.725,37.94
-14.7201,-25.0979,-1.80405,2,22,-120.392,29.152
-14.9181,-21.6589,-1.78645,2,23,-124.558,26.36
-14.7936,-18.4489,-1.74528,2,24,-128.725,23.712
-10.0339,-17.1077,-1.5804,5,25,-120.392,19.896
-10.3969,-15.0949,-1.56908,5,26,-124.558,18.396
-10.7477,-13.4033,-1.57169,5,27,-128.725,17.252
-7.63959,-13.0255,-1.47051,6,28,-120.392,15.172
-8.10247,-11.7636,-1.47535,6,29,-124.558,14.36
-6.6675,-9.68026,-1.42221,8,30,-124.558,11.84
-5.61414,-8.15094,-1.37248,6,31,-124.558,9.992
-4.842,-7.0299,-1.3361,11,32,-124.558,8.64
-4.28284,-6.21808,-1.31516,8,33,-124.558,7.664
-3.82816,-5.55795,-1.29569,8,34,-124.558,6.872
-3.45314,-5.01347,-1.27643,8,35,-124.558,6.22
-3.15722,-4.58384,-1.26557,8,36,-124.558,5.708
-2.88696,-4.19146,-1.24689,11,37,-124.558,5.24
-2.03927,-2.96074,-1.21862,12,38,-124.558,3.796
-1.46318,-2.12434,-1.18823,9,39,-124.558,2.84
0,0,0,0,0,0,0
0,0,0,0,1,0,0
0,0,0,0,2,0,0
0,0,0,0,3,0,0
0,0,0,0,4,0,0
0,0,0,0,5,0,0
-103.204,-127.788,5.31122,16,6,-128.925,164.344
0,0,0,0,7,0,0
-116.597,-168.024,4.20186,4,8,-124.758,204.56
-102.402,-126.795,2.38673,14,9,-128.925,163
-33.2049,-56.1642,0.570501,18,10,-120.592,65.248
-39.2737,-56.5959,0.197162,12,11,-124.758,68.888
-45.9287,-56.8693,-0.220679,15,12,-128.925,73.1
-32.1035,-54.3014,-0.56259,15,13,-120.592,63.084
-37.7897,-54.4574,-0.982251,15,14,-124.758,66.292
-44.0522,-54.5457,-1.45273,16,15,-128.925,70.128
-30.4492,-51.5032,-1.59179,13,16,-120.592,59.852
-35.7955,-51.5835,-2.04334,13,17,-124.758,62.82
-41.9924,-51.9953,-2.56867,11,18,-128.925,66.884
0,0,0,0,19,0,0
-26.5224,-38.2204,-2.33711,0,20,-124.758,46.58
-23.8506,-29.5319,-2.12961,1,21,-128.925,38.02
-14.8564,-25.1288,-1.80999,2,22,-120.592,29.248
-15.0004,-21.6166,-1.78726,2,23,-124.758,26.372
-14.8679,-18.4096,-1.74646,2,24,-128.925,23.728
-10.0996,-17.0829,-1.58135,4,25,-120.592,19.908
-10.4586,-15.0716,-1.57045,5,26,-124.758,18.412
-10.7969,-13.3688,-1.57205,6,27,-128.925,17.256
-7.69108,-13.009,-1.47167,6,28,-120.592,15.184
-8.14575,-11.7385,-1.47576,7,29,-124.758,14.364
-6.69898,-9.65366,-1.42173,8,30,-124.758,11.836
-5.6403,-8.12804,-1.37193,7,31,-124.758,9.988
