elapsed_s,real_x,real_y,real_yaw,sim_x,sim_y,sim_yaw,position_error,heading_error,real_velocity_x,real_velocity_y,real_yaw_rate,sim_velocity_x,sim_velocity_y,sim_yaw_rate,real_fl_rpm,real_fr_rpm,real_front_rpm,real_motor_rpm,sim_fl_rpm,sim_fr_rpm,sim_front_rpm,sim_motor_rpm,front_wheel_rpm_error,motor_rpm_error
1.35899,20.8711,8.12731,1.24168,33.4089,12.7436,1.1929,13.3606,-0.0487792,3.48724,0,0.650911,6.55874,0.812147,0.771599,209.029999,248.110001,228.570000,683.000000,330.918,378.351,354.635,1220.93,126.065,537.925
1.37922,21.0014,8.55027,1.29866,33.5248,13.2559,1.25465,13.3783,-0.0440121,5.97669,0,0.682872,6.6132,0.829795,0.788669,203.649994,240.710007,222.180000,760.000000,332.492,380.608,356.55,1322.07,134.37,562.07
1.39927,21.0001,8.74819,1.33884,33.6135,13.7982,1.31791,13.5868,-0.0209309,3.34184,0,0.686464,6.73661,0.798586,0.758928,206.750000,246.259995,226.504997,958.000000,340.266,386.736,363.501,1193.95,136.996,235.946
1.41943,21.0908,9.18456,1.39328,33.6705,14.3343,1.37765,13.593,-0.0156309,4.5127,0,0.668788,6.71135,0.797838,0.757005,213.089996,241.869995,227.479996,731.000000,336.676,382.442,359.559,1518.22,132.079,787.216
1.43967,21.0992,9.5656,1.4528,33.6982,14.8985,1.43825,13.6812,-0.0145491,5.39849,0,0.649581,7.14242,0.778964,0.740627,206.130005,94.050003,150.090004,943.000000,362.407,408.258,385.332,1213.37,235.242,270.369
1.45986,21.1086,9.93953,1.49255,33.6976,15.4741,1.4953,13.7519,0.00275176,3.50967,0,0.629832,7.05493,0.708386,0.677887,206.130005,244.520004,225.325005,669.000000,354.063,395.881,374.972,1608.22,149.647,939.225
1.48002,21.0959,10.4298,1.54224,33.6705,16.0604,1.54818,13.7777,0.00593854,6.48385,0,0.531116,7.34156,0.672054,0.647266,212.009995,250.800003,231.404999,892.000000,370.882,411.146,391.014,1410.51,159.609,518.512
1.50013,21.0994,10.8015,1.58293,33.6165,16.6505,1.59821,13.8162,0.0152817,4.18218,0,0.453303,7.27478,0.615723,0.592108,213.820007,241.309998,227.565002,786.000000,368.503,405.559,387.031,1393.73,159.466,607.728
1.52031,21.0629,11.1987,1.62914,33.5408,17.2293,1.64264,13.8588,0.0134954,5.06127,0,0.444909,7.1287,0.536054,0.517626,199.779999,249.050003,224.415001,874.000000,361.812,394.242,378.027,1480.82,153.612,606.822
1.54061,21.0136,11.453,1.6485,33.4442,17.8116,1.68314,13.9625,0.0346435,5.73708,0,0.343135,7.24055,0.49629,0.480468,228.100006,250.600006,239.350006,987.000000,369.113,399.279,384.196,1361.34,144.846,374.343
