lap_counter,lap_time,cones_hit,total_lap_time,best_lap_time,avg_velocity_kmh,max_velocity_kmh,avg_tracking_error_distance,max_tracking_error_distance,avg_velocity_error_kmh,max_velocity_error_kmh
1,46.1659,1,48.1659,48.1659,25.6139,47.9805,0.0560298,1.0446,2.40747,5.7469
2,42.0857,1,44.0857,44.0857,28.0964,50.64,0.0640867,1.04635,2.52951,6.44239
3,40.8448,1,42.8448,42.8448,28.9439,50.9527,0.0626154,1.04574,2.54296,6.48668
4,40.5425,1,42.5425,42.5425,29.1729,50.9403,0.0662181,1.04741,2.53391,6.30342
5,40.3429,1,42.3429,42.3429,29.3115,51.0442,0.0622981,1.04353,2.54356,6.20822
6,40.1915,1,42.1915,42.1915,29.4205,51.1506,0.0649288,1.04747,2.56032,6.0569
7,40.0376,1,42.0376,42.0376,29.5268,51.2205,0.0639693,1.04351,2.5473,6.09657
8,39.9344,1,41.9344,41.9344,29.6089,51.3098,0.063633,1.04596,2.55601,5.89367
9,39.8506,1,41.8506,41.8506,29.6653,51.3306,0.0641886,1.04517,2.56926,5.9345
10,39.7452,1,41.7452,41.7452,29.7446,51.4766,0.0629615,1.04742,2.579,5.88536
11,47.0676,8,63.0676,41.7452,12.9043,47.853,0.765886,7.80715,4.39034,46.1567
