lap_counter,lap_time,cones_hit,total_lap_time,best_lap_time,avg_velocity_kmh,max_velocity_kmh,avg_tracking_error_distance,max_tracking_error_distance,avg_velocity_error_kmh,max_velocity_error_kmh
1,38.7622,4,46.7622,46.7622,30.7476,56.8198,0.0941884,1.04469,3.24532,12.2601
2,38.4319,4,46.4319,46.4319,31.0158,56.996,0.0956959,1.04611,3.13926,6.57658
3,38.1804,4,46.1804,46.1804,31.2215,57.1347,0.0970066,1.05065,3.14218,6.36648
4,38.0391,4,46.0391,46.0391,31.3435,57.0849,0.099455,1.04709,3.0893,6.34065
5,37.8558,4,45.8558,45.8558,31.4958,57.1211,0.0997108,1.04707,3.128,6.28674
6,37.7822,4,45.7822,45.7822,31.5634,57.2204,0.102558,1.0506,3.09264,6.19239
7,37.6215,4,45.6215,45.6215,31.6975,57.5484,0.102353,1.05112,3.08885,6.06467
8,37.5734,4,45.5734,45.5734,31.7418,57.6469,0.104019,1.04884,3.07933,5.98604
9,37.4568,4,45.4568,45.4568,31.8418,57.7133,0.104533,1.05151,3.10262,5.7902
10,37.3909,3,43.3909,43.3909,31.8968,57.7881,0.103275,1.05192,3.09198,5.97032
11,37.3315,3,43.3315,43.3315,31.9452,57.7871,0.102666,1.04874,3.07028,5.82551
12,37.2781,3,43.2781,43.2781,31.9912,57.7841,0.102909,1.05156,3.09465,6.05176
13,37.2349,3,43.2349,43.2349,32.0317,57.9133,0.103979,1.05154,3.08756,5.84635
14,37.1559,3,43.1559,43.1559,32.0998,57.9027,0.10397,1.04923,3.09015,5.93438
15,37.161,3,43.161,43.1559,32.1013,57.8403,0.10603,1.05028,3.10741,5.98366
16,37.1032,3,43.1032,43.1032,32.1472,57.8761,0.104229,1.05176,3.09451,5.94788
17,37.0914,3,43.0914,43.0914,32.1623,57.8224,0.106586,1.04964,3.09314,6.0214
18,37.0614,3,43.0614,43.0614,32.1825,58.0176,0.10404,1.04778,3.11269,6.20375
19,37.0886,3,43.0886,43.0614,32.17,58.0188,0.108456,1.04892,3.11099,5.8714
20,37.0646,3,43.0646,43.0614,32.1877,58.0157,0.107247,1.04946,3.09002,5.81654
21,37.0378,3,43.0378,43.0378,32.2037,58.0373,0.104242,1.05068,3.1014,6.15181
