lap_counter,lap_time,cones_hit,total_lap_time,best_lap_time,avg_velocity_kmh,max_velocity_kmh,avg_tracking_error_distance,max_tracking_error_distance,avg_velocity_error_kmh,max_velocity_error_kmh
1,36.6082,10,56.6082,56.6082,32.5399,58.7928,0.165483,1.04294,3.73117,14.4895
2,36.1457,8,52.1457,52.1457,32.9118,58.9736,0.143996,1.04564,3.64379,7.10922
3,36.012,12,60.012,52.1457,33.0797,59.0019,0.167169,1.04515,3.63101,7.24188
4,35.8336,10,55.8336,52.1457,33.2786,59.2999,0.181295,1.14028,3.59963,6.89566
5,35.7117,12,59.7117,52.1457,33.3679,59.2981,0.169438,1.04603,3.59135,6.98012
6,35.5417,13,61.5417,52.1457,33.5549,59.2842,0.210617,1.04778,3.60271,6.73333
7,35.4221,13,61.4221,52.1457,33.6611,59.6538,0.187603,1.04738,3.58202,6.58565
8,35.3559,12,59.3559,52.1457,33.7116,59.5173,0.176458,1.04842,3.58862,6.56767
9,35.3281,17,69.3281,52.1457,33.789,59.8286,0.212395,1.15056,3.58742,6.40623
10,35.2339,14,63.2339,52.1457,33.8538,59.7395,0.207003,1.04462,3.60216,6.40526
11,50.2364,10,70.2364,52.1457,13.3637,55.1417,1.07014,8.76056,5.65488,60.3772
