lap_counter,lap_time,cones_hit,total_lap_time,best_lap_time,avg_velocity_kmh,max_velocity_kmh,avg_tracking_error_distance,max_tracking_error_distance,avg_velocity_error_kmh,max_velocity_error_kmh
1,33.535,20,73.535,73.535,35.7905,61.6371,0.293902,1.6135,3.79837,14.6056
2,33.5668,16,65.5668,65.5668,35.7101,61.4121,0.261547,1.32234,3.69477,8.43667
3,33.8445,22,77.8445,65.5668,35.4653,61.0397,0.292236,1.29179,3.65654,8.24988
4,33.974,15,63.974,63.974,35.2514,61.0968,0.242248,1.11226,3.64277,7.91428
5,34.1676,20,74.1676,63.974,35.0944,60.9186,0.265986,1.12676,3.64642,7.91528
6,34.1644,17,68.1644,63.974,35.011,60.5056,0.247743,1.19576,3.60311,7.47197
7,34.3711,20,74.3711,63.974,34.8379,60.7918,0.256525,1.04562,3.58284,7.3341
8,34.4021,13,60.4021,60.4021,34.7207,60.8087,0.201803,1.04776,3.58293,7.26412
9,34.5198,14,62.5198,60.4021,34.6463,60.4885,0.246488,1.10451,3.62293,7.20813
10,34.5737,16,66.5737,60.4021,34.5925,60.4568,0.233782,1.04467,3.58933,7.18502
11,102.446,24,150.446,60.4021,10.8576,60.0416,1.37199,12.1927,5.93267,60.0473
12,29.5373,12,53.5373,53.5373,20.5875,54.7758,1.32831,6.75439,8.15126,59.8557
13,48.0906,13,74.0906,53.5373,14.5703,54.7859,0.618645,6.81525,6.12625,58.0849
