lap_counter,lap_time,cones_hit,total_lap_time,best_lap_time,avg_velocity_kmh,max_velocity_kmh,avg_tracking_error_distance,max_tracking_error_distance,avg_velocity_error_kmh,max_velocity_error_kmh
1,43.5748,3,49.5748,49.5748,27.2147,41.1769,0.0570723,1.04779,17.4707,43.1442
2,32.6094,8,48.6094,48.6094,36.6598,43.134,0.160676,1.34397,10.8926,31.7571
3,33.3853,20,73.3853,48.6094,36.4241,42.9732,0.334769,2.59959,10.9,31.9188
4,33.3898,20,73.3898,48.6094,36.4172,43.0422,0.328942,2.89329,10.8751,31.9189
5,32.5454,7,46.5454,46.5454,36.8007,42.9799,0.184788,1.66741,10.8414,31.6954
6,33.5814,22,77.5814,46.5454,36.3652,42.9436,0.387479,3.29118,10.8885,31.9275
7,33.2735,19,71.2735,46.5454,36.4282,43.0208,0.296499,2.44047,10.911,31.9241
8,32.5363,7,46.5363,46.5363,36.7881,43.1101,0.171028,1.47906,10.8618,31.7337
9,33.5832,22,77.5832,46.5363,36.364,42.92,0.385106,3.23234,10.891,31.9406
10,33.1907,19,71.1907,46.5363,36.4666,43.0208,0.281102,2.15981,10.8978,31.908
