lap_counter,lap_time,cones_hit,total_lap_time,best_lap_time,avg_velocity_kmh,max_velocity_kmh,avg_tracking_error_distance,max_tracking_error_distance,avg_velocity_error_kmh,max_velocity_error_kmh
1,46.6599,3,52.6599,52.6599,25.5032,48.0288,0.0667636,1.04792,2.39291,5.78823
2,42.4598,3,48.4598,48.4598,28.0473,50.5708,0.0799907,1.04487,2.528,6.52082
3,41.4962,3,47.4962,47.4962,28.7023,50.8501,0.081875,1.04566,2.52034,6.4587
4,41.1008,3,47.1008,47.1008,28.9876,50.9774,0.086863,1.04533,2.54849,6.39462
5,40.901,3,46.901,46.901,29.1334,51.1604,0.0887896,1.04399,2.55174,6.06562
6,40.7189,3,46.7189,46.7189,29.2638,51.202,0.0890926,1.04499,2.53519,6.05023
7,40.5806,3,46.5806,46.5806,29.3635,51.2692,0.0891385,1.04542,2.54627,5.98942
8,40.4876,3,46.4876,46.4876,29.4302,51.334,0.0886816,1.04649,2.54983,5.91611
9,40.36,3,46.36,46.36,29.526,51.5665,0.0900874,1.04852,2.55185,5.87338
10,40.2984,3,46.2984,46.2984,29.5703,51.4009,0.0899847,1.04508,2.5592,5.63348
11,40.2499,3,46.2499,46.2499,29.6102,51.4611,0.0923552,1.0465,2.55317,5.7536
12,40.1826,3,46.1826,46.1826,29.6607,51.4976,0.0924014,1.04884,2.55545,5.74146
13,40.1394,3,46.1394,46.1394,29.692,51.643,0.0923385,1.04607,2.57488,5.6775
