lap_counter,lap_time,cones_hit,total_lap_time,best_lap_time,avg_velocity_kmh,max_velocity_kmh,avg_tracking_error_distance,max_tracking_error_distance,avg_velocity_error_kmh,max_velocity_error_kmh
1,49.2821,3,55.2821,55.2821,24.1409,46.4908,0.0621762,1.04421,2.27678,5.8456
2,47.2681,3,53.2681,53.2681,25.1712,46.9047,0.0639364,1.04501,2.30245,6.2595
3,46.5507,3,52.5507,52.5507,25.5613,47.2352,0.0657838,1.0462,2.26982,5.97069
4,46.1943,3,52.1943,52.1943,25.7579,47.5189,0.0655743,1.04577,2.25944,5.64263
5,46.1507,3,52.1507,52.1507,25.7839,47.771,0.0667315,1.04537,2.27329,5.88363
6,46.1707,3,52.1707,52.1507,25.7721,47.857,0.0666154,1.04509,2.25536,5.75857
7,46.3382,3,52.3382,52.1507,25.6768,47.7843,0.0658682,1.04401,2.25186,5.9508
8,46.3834,3,52.3834,52.1507,25.6532,47.85,0.0664899,1.04491,2.24577,5.56828
9,46.6062,3,52.6062,52.1507,25.5284,47.7479,0.0658183,1.04449,2.29188,6.10926
10,46.8593,3,52.8593,52.1507,25.3895,48.1275,0.065292,1.04579,2.24865,5.85183
11,46.8108,3,52.8108,52.1507,25.4159,47.9554,0.065725,1.04439,2.24206,5.69181
12,46.744,3,52.744,52.1507,25.4526,48.1866,0.0657848,1.04409,2.24515,5.68677
13,46.6627,3,52.6627,52.1507,25.4968,48.1678,0.0655785,1.04703,2.25822,5.71454
14,46.7551,3,52.7551,52.1507,25.4465,47.8993,0.0656871,1.04679,2.27258,5.89622
15,46.6023,3,52.6023,52.1507,25.531,48.0991,0.06607,1.04474,2.26678,5.90691
16,46.6485,3,52.6485,52.1507,25.5038,47.935,0.0653594,1.04649,2.27976,5.83961
17,46.6133,3,52.6133,52.1507,25.524,48.1509,0.0657505,1.04454,2.26535,5.81422
18,46.6897,3,52.6897,52.1507,25.4817,48.0902,0.0658192,1.04752,2.2642,5.52608
19,46.5679,3,52.5679,52.1507,25.5492,47.9331,0.0658896,1.04504,2.27333,5.61172
20,46.608,3,52.608,52.1507,25.5277,48.1176,0.0664121,1.04691,2.26696,5.66418
21,46.5757,3,52.5757,52.1507,25.5457,47.969,0.066227,1.04643,2.27555,5.6506
22,46.543,3,52.543,52.1507,25.5632,48.2522,0.0663823,1.04743,2.25788,5.67333
