try,kind,score,param.motor.kt_constant,param.inverter.max_phase_current,param.inverter.acceleration_delay_ms,param.inverter.efficiency,param.battery.max_discharge_current,param.battery.initial_soc,param.battery.min_voltage,param.transmission.viscous_drag_coeff,param.transmission.coulomb_drag,param.transmission.efficiency,param.transmission.t_max,param.transmission.kv,param.car.front_bearing_drag,param.steering.ackerman_factor,param.steering_motor.time_constant,param.aero.lift_coefficient,param.aero.drag_coefficient,param.aero.aero_balance_front,param.tire.effective_tire_r,param.tire.slip_ratio_relaxation_length,param.tire.slip_angle_relaxation_length,param.tire.longitudinal_peak_scale,param.tire.longitudinal_stiffness_scale,param.tire.lateral_peak_scale,param.tire.lateral_stiffness_scale,param.tire.longitudinal_peak_pdx1,param.tire.longitudinal_stiffness_pkx1,param.tire.longitudinal_curvature_pex1,param.tire.lateral_peak_pdy1,param.tire.lateral_stiffness_pky1,param.tire.lateral_curvature_pey1,param.tire.combined_slip_lateral_scale,param.tire.structural_longitudinal_stiffness,param.tire.structural_lateral_stiffness,param.tire.structural_yaw_stiffness,stage,parameter,step_size,search_radius,position_rmse,heading_rmse,velocity_rmse,velocity_x_rmse,velocity_y_rmse,yaw_rate_rmse,front_wheel_rpm_rmse,motor_rpm_rmse,samples,error,warning
10,staged_genetic,15.83037145233509,0.6706200358917911,387.75192130469674,0.0,0.9823312400247239,195.23329207380058,0.9268016441417612,340.52537400115887,0.008437553510723658,0.9092955970842174,0.99,359.2710061662422,63.74852034896067,0.0,0.002366344172210476,0.07222504551601218,0.918432059082054,0.6229549799476267,0.5062732585490075,0.18217183755865202,0.0699171594830624,0.08337538164312222,1.4092909832626215,1.147590322961362,1.1305734743778748,0.8769670144974244,0.9924691291159822,31.75974184368093,1.4311723216224668,2.5464279711458966,-38.73675608423398,0.5786882538811751,0.7904079630317946,331039.32375527045,112924.43877252693,3650.4671297553605,longitudinal_acceleration,,,,7.383584197232887,0.23672495418609552,1.3426156915923693,1.3312073174613837,0.17465386696927748,0.12587605592045636,94.5656540694632,256.06980831655034,161,,
11,staged_genetic,15.314673136750555,0.7411871359653955,379.1793364764792,0.0,0.9809474330919096,197.12939613420906,0.8614391396774245,351.9393795593005,0.004398976588358152,0.0,0.9777350361277408,361.9054963900561,64.0787251759872,0.08894747402820112,0.002366344172210476,0.07222504551601218,0.918432059082054,0.6229549799476267,0.5062732585490075,0.18,0.041828968439508854,0.08337538164312222,1.4877317578677673,1.1859684898413019,1.1305734743778748,0.8769670144974244,0.939902813900009,25.0,1.449717649227676,2.5464279711458966,-38.73675608423398,0.5786882538811751,0.7904079630317946,411782.13252924394,112924.43877252693,3650.4671297553605,longitudinal_acceleration,,,,7.326969440903426,0.23717453537904537,1.3889301501556492,1.3780752184517284,0.17330797529431774,0.1270579429521802,79.31365197471077,238.52165744783557,167,,
12,staged_genetic,17.76957904211063,0.7232473540830701,378.17944692535775,0.0,0.9663786543826985,189.34620295225204,0.8496011979453817,352.4120738129354,0.0,0.0,0.9766067798198148,365.06652976613,70.13909687289716,0.006892653500298454,0.002366344172210476,0.07222504551601218,0.918432059082054,0.6229549799476267,0.5062732585490075,0.18066227137354607,0.05144992857243461,0.08337538164312222,1.382954612915083,1.2811157455429205,1.1305734743778748,0.8769670144974244,0.9551387013215143,30.16008694317431,1.587454322802361,2.5464279711458966,-38.73675608423398,0.5786882538811751,0.7904079630317946,360466.526030936,112924.43877252693,3650.4671297553605,longitudinal_acceleration,,,,8.530260884953945,0.25012857098428287,1.3491256306168493,1.3376162697314609,0.17584846356167974,0.12033191630511922,103.57217477845296,387.123676553956,163,,
13,staged_genetic,92.08074828220786,0.6072572235866689,227.55967981020558,683.6198662675446,0.9525051607545373,241.11508037636003,0.8354497735690213,352.26917554047895,0.10264904017520066,9.291673696469342,0.9858235628793952,354.18303303273956,50.84373151392338,0.7533660482742738,0.002366344172210476,0.07222504551601218,0.918432059082054,0.6229549799476267,0.5062732585490075,0.1942364388421717,0.03442445085087453,0.08337538164312222,1.4237527015853046,1.193537665541846,1.1305734743778748,0.8769670144974244,1.2881527195235543,101.59717060627698,0.46118008454618825,2.5464279711458966,-38.73675608423398,0.5786882538811751,0.7904079630317946,151842.65521271632,112924.43877252693,3650.4671297553605,longitudinal_acceleration,,,,35.82126969890557,0.0705355039072555,8.725159924706386,8.725032907760257,0.0470794031709666,0.2797130891642226,441.3244505165012,1490.184386806796,162,,
14,staged_genetic,84.46371186084114,0.5620261180952617,284.2598810552184,444.01521229736824,0.9750475170911378,158.9495605697544,0.8865983365917449,334.5420560026162,0.1579380059198976,8.245187545761658,0.8998205093909322,287.5491976398459,54.90799470872099,0.24709158479953314,0.002366344172210476,0.07222504551601218,0.918432059082054,0.6229549799476267,0.5062732585490075,0.2227014661890891,0.1793413543700787,0.08337538164312222,1.5142011415810508,0.6393161716039675,1.1305734743778748,0.8769670144974244,2.116904911925308,54.84178437935638,1.3397545118194354,2.5464279711458966,-38.73675608423398,0.5786882538811751,0.7904079630317946,305542.64710781386,112924.43877252693,3650.4671297553605,longitudinal_acceleration,,,,33.64104766907938,0.0700160390877877,7.958720455978642,7.95848439535134,0.06129784141449189,0.15867988454511003,397.50381449913164,1407.4704083235952,165,,
15,staged_genetic,75.03363081086772,0.6312090602946221,267.19919507972475,655.7792653352086,0.9806845450950782,147.08596650091005,0.9794180153797503,327.1560099784671,0.0059400043420065,9.691222348289728,0.9757917274626193,224.8995814327539,10.717908223855117,0.47661413397105834,0.002366344172210476,0.07222504551601218,0.918432059082054,0.6229549799476267,0.5062732585490075,0.1830370495632435,0.18208124808253626,0.08337538164312222,0.8772198932348606,0.3500333878707291,1.1305734743778748,0.8769670144974244,1.7906597472612993,79.8352421246371,0.340548706893092,2.5464279711458966,-38.73675608423398,0.5786882538811751,0.7904079630317946,137383.96411289164,112924.43877252693,3650.4671297553605,longitudinal_acceleration,,,,29.846377471530722,0.06657919970736377,7.205435121143066,7.2049350941875066,0.08488564983113511,0.14778069291274012,351.2820715300972,1177.2933033897475,166,,
16,staged_genetic,84.28511615807915,0.6244589624598701,293.76056298537276,858.9586666626858,0.9556444842169873,244.97046351226447,0.7889060843217313,403.7214834639494,0.027776667613665096,9.846102286495032,0.8920184995729246,326.14482300700365,75.81669539612925,0.17362132904478755,0.002366344172210476,0.07222504551601218,0.918432059082054,0.6229549799476267,0.5062732585490075,0.21901305110492272,0.10424193650478203,0.08337538164312222,1.128125363085187,0.7747487376107312,1.1305734743778748,0.8769670144974244,2.7855952021673196,79.1694229317728,0.9822161365315842,2.5464279711458966,-38.73675608423398,0.5786882538811751,0.7904079630317946,225152.01770099037,112924.43877252693,3650.4671297553605,longitudinal_acceleration,,,,35.04750578776734,0.056011487591145166,7.842903217580368,7.8426532230223085,0.06262031419825519,0.16029380972873158,407.82939573105443,1389.738236686561,168,,
17,staged_genetic,74.86092680442518,0.5027172810302972,252.27411250934875,44.41782508288913,0.9944315170010922,132.42963541919173,0.7275185334360427,354.88534430923846,0.05794807934307968,3.3174711975657054,0.8228317362261451,229.93125252829861,73.62247704415955,0.46608124132332746,0.002366344172210476,0.07222504551601218,0.918432059082054,0.6229549799476267,0.5062732585490075,0.2303666921211649,0.13066888082705308,0.08337538164312222,1.7192530792134957,0.6677892452928058,1.1305734743778748,0.8769670144974244,1.8817820723471845,34.89244815420972,0.707782084030288,2.5464279711458966,-38.73675608423398,0.5786882538811751,0.7904079630317946,496111.0811519837,112924.43877252693,3650.4671297553605,longitudinal_acceleration,,,,28.5020603312247,0.07356676180508824,6.976257897906901,6.975735738192245,0.08535320155626704,0.15392703895794083,366.7672941679,1262.4384003363543,166,,
18,staged_genetic,94.71269862253754,0.6359590253952145,381.03664411767454,685.3182580872411,0.9070581057799247,192.85668172786052,0.7462743286710123,302.1738247547202,0.11107564544260191,9.293770187653566,0.8477870594528691,411.72538333402315,74.92286243120938,0.9032850886094078,0.002366344172210476,0.07222504551601218,0.918432059082054,0.6229549799476267,0.5062732585490075,0.21449426399694088,0.10349177988706931,0.08337538164312222,1.6111045372044144,1.8659097003435368,1.1305734743778748,0.8769670144974244,1.2244068496510923,136.24295335366077,0.4456150412212279,2.5464279711458966,-38.73675608423398,0.5786882538811751,0.7904079630317946,566358.3688306899,112924.43877252693,3650.4671297553605,longitudinal_acceleration,,,,39.866916935672485,0.056340732448569,8.905538858819892,8.905450376598331,0.039698310993389184,0.1745024710046716,443.46849294342763,1555.9581256483773,166,,
19,staged_genetic,97.84905857332305,0.7664257281517617,354.8292229910042,791.2881408928392,0.9167458459098878,208.34127978149797,0.8997935639498102,378.9983410933162,0.11268077541648998,10.075475521706373,0.9159701432280405,374.8308244522317,13.72147277749292,1.0119446457910715,0.002366344172210476,0.07222504551601218,0.918432059082054,0.6229549799476267,0.5062732585490075,0.22142945512137613,0.18056921057757083,0.08337538164312222,1.1464820977330887,0.8841304560125842,1.1305734743778748,0.8769670144974244,2.879639390750935,60.75924193184767,1.0121997822054163,2.5464279711458966,-38.73675608423398,0.5786882538811751,0.7904079630317946,480602.9051599474,112924.43877252693,3650.4671297553605,longitudinal_acceleration,,,,40.94486164546726,0.05504312146563864,9.232666389700906,9.232604842370726,0.0337118398400326,0.19029178232798083,455.304486586784,1604.403414282203,164,,
