try,kind,status,score,param.steering.ackerman_factor,param.tire.slip_angle_relaxation_length,param.tire.lateral_peak_scale,param.tire.lateral_stiffness_scale,param.tire.lateral_peak_pdy1,param.tire.lateral_stiffness_pky1,param.tire.lateral_curvature_pey1,param.tire.structural_lateral_stiffness,param.tire.structural_yaw_stiffness,stage,parameter,step_size,search_radius,position_rmse,heading_rmse,velocity_rmse,velocity_x_rmse,velocity_y_rmse,yaw_rate_rmse,front_wheel_rpm_rmse,motor_rpm_rmse,samples,error,warning
59,staged_genetic,ok,63.547110961126975,0.02780723133886462,0.0,1.9185939631625706,4.502188441091656,3.3587978883168206,-178.55689977797277,0.17704187563315238,515804.848400625,32266.539827715333,feup_turning_validation,,,,18.21061803317682,1.3874180445875448,2.7802067824436865,2.7460592088547706,0.43440600204162766,0.2675580749997607,137.8255893341226,531.1772460395246,592,,
60,staged_genetic,ok,62.49420642708733,0.030429431495484625,0.0003739649458096821,1.8682668650355683,4.884368547611397,3.3798538257676105,-185.544164265956,0.1755311432028406,502824.60349523777,36765.56067729501,feup_turning_validation,,,,17.856905818888677,1.3930691605637147,2.7410204554622792,2.70814366438113,0.4232623658382442,0.2644126214123029,132.99185610761765,495.27371076982763,589,,
61,staged_genetic,ok,68.53338242001963,0.040186195836296165,0.003783698758513926,2.4174874017164534,6.881250588534631,2.936569201952473,-253.74045021729987,0.054395358959951734,818980.2823107622,74356.68508547056,feup_turning_validation,,,,18.767936966311634,1.3103647006300265,3.265552171419776,3.240247891922309,0.4057395508912695,0.2930596321002546,157.13729142522922,585.2867124749769,590,,
62,staged_genetic,ok,67.30536827343225,0.04186012453253936,0.005235623504301854,2.0133073910644423,7.61441909553041,4.493096375327723,-258.92573874333675,-0.16122566352817505,789450.5116397236,17025.660483215328,feup_turning_validation,,,,19.531410962986218,1.3311780665634299,2.9863386252652244,2.961495360948743,0.38440032756237846,0.30138095500560935,141.31309689085333,529.2223725565229,593,,
63,staged_genetic,ok,61.69835576947644,0.02014380290672936,0.0006176555447511721,1.7842199470404208,4.78594040066011,3.5603622551740504,-181.44150294623907,0.17974579461455614,460340.01847139257,39816.77528236202,feup_turning_validation,,,,17.37051279173303,1.410108407747421,2.7330433809888093,2.6986742620699267,0.43206868621560984,0.25780065020217374,134.10178413969032,495.68620424249156,590,,
64,staged_genetic,ok,62.44518596518066,0.033416461567214034,0.0,1.843069703181331,4.537581695364027,3.5608219059647417,-183.15729620555453,0.15040507464235076,457887.4836538789,32538.134920587738,feup_turning_validation,,,,17.699344835962144,1.4032577622409839,2.758408737199361,2.724444678477049,0.4315321023699857,0.26295635136897183,133.91398377512763,498.13198837079966,594,,
65,staged_genetic,ok,65.83176313423597,0.022359067237088297,0.0,1.8895395922394074,4.875533751977276,3.623853204709554,-180.14668314884113,0.1767688130477632,515638.0353000345,31801.76031317623,feup_turning_validation,,,,18.665138884657164,1.370984054751575,2.953651302256377,2.921965062754675,0.4314813870398897,0.271135623888367,146.5838183670069,569.5885093294322,587,,
66,staged_genetic,ok,62.361666161866594,0.02501467126492246,0.00025939626899792697,1.8637746837651086,4.247486134514056,3.3568054662435904,-207.38181692158298,0.17063231292571626,438791.7382968577,35714.86878764546,feup_turning_validation,,,,18.522659324886035,1.3918706778120435,2.6007985359277135,2.564473296031643,0.43316248501496013,0.26616374226375217,129.7913581169686,478.6923639414962,573,,
67,staged_genetic,ok,66.08698195489812,0.019221672158203522,0.00020451979658675957,1.9038238593831271,4.826257407348521,3.492243072678395,-175.27360255450034,0.14512921007515778,452742.9736408718,34928.4629063143,feup_turning_validation,,,,17.8912370775876,1.403775756432336,3.1197681300981372,3.0908926106854913,0.42348087889047686,0.27254174054856906,149.13971133634664,562.1458687834393,592,,
68,staged_genetic,ok,66.78108391751624,0.024910955099674094,0.0,1.9096641698678958,4.658975559335998,3.529490222718445,-165.8840770971483,0.20871151175934527,480377.2046008653,32741.59131150491,feup_turning_validation,,,,18.055206540168225,1.3844671172057879,3.1678137022357227,3.1390829549142425,0.4256781110643007,0.2778748088384672,153.17298155287008,577.0214075366343,590,,
69,staged_genetic,ok,64.57832335458859,0.03966507231711151,0.0006176254752047344,2.0615557279576713,4.922147930515408,3.557776430634411,-177.4104726892443,0.15225322478164421,460956.9793396386,37351.81053660446,feup_turning_validation,,,,18.89459228048963,1.3486587914975183,2.8053362490799696,2.7745935757937374,0.4141762421556772,0.2728647035674533,134.7647792204253,505.08550386112455,594,,
