timestamp,vehicle_state_error_x,vehicle_state_error_y,vehicle_state_error_theta,vehicle_state_error_v1,vehicle_state_error_v2,vehicle_state_error_w,mean_difference,mean_squared_difference,root_mean_squared_difference,mean_vehicle_state_error_x,mean_vehicle_state_error_y,mean_vehicle_state_error_theta,mean_vehicle_state_error_v1,mean_vehicle_state_error_v2,mean_vehicle_state_error_w,mean_squared_vehicle_state_error_x,mean_squared_vehicle_state_error_y,mean_squared_vehicle_state_error_theta,mean_squared_vehicle_state_error_v1,mean_squared_vehicle_state_error_v2,mean_squared_vehicle_state_error_w,mean_root_squared_vehicle_state_error_x,mean_root_squared_vehicle_state_error_y,mean_root_squared_vehicle_state_error_theta,mean_root_squared_vehicle_state_error_v1,mean_root_squared_vehicle_state_error_v2,mean_root_squared_vehicle_state_error_w,mean_mean_error,mean_mean_squared_error,mean_mean_root_squared_error,time
2024-06-21 17:35:56.656326,0.10760984569787979,0.1065431535243988,0.005805910564959049,0.0010198474628850818,0.0010198474628850818,6.027099971106509e-06,0.09414971312268923,0.00990819392636626,0.09953991122341962,0.10760984569787979,0.1065431535243988,0.005805910564959049,0.0010198474628850818,0.0010198474628850818,6.027099971106509e-06,0.011579878628253937,0.011351443827152252,3.370859849383123e-05,1.0400888186268276e-06,1.0400888186268276e-06,3.6325935315328906e-11,0.10760984569787979,0.1065431535243988,0.005805910564959049,0.0010198474628850818,0.0010198474628850818,6.027099971106509e-06,0.09414971312268923,0.00990819392636626,0.09953991122341962,0.0
2024-06-21 17:35:56.674459,0.0723906010389328,0.08821965754032135,0.002042103558778763,0.0015396515373140574,0.0015396515373140574,3.1441322789760306e-06,0.09414971312268923,0.00990819392636626,0.09953991122341962,0.0900002270936966,0.09738140553236008,0.003924007061868906,0.0012797494418919086,0.0012797494418919086,4.585615897667594e-06,0.008410139009356499,0.009567076340317726,1.8939392248285003e-05,1.7053077954187756e-06,1.7053077954187756e-06,2.3105751686958165e-11,0.06484650820493698,0.06916312873363495,0.0030772872269153595,0.0009233925957232714,0.0009233925957232714,3.3989522307820152e-06,0.09414971312268923,0.00990819392636626,0.09953991122341962,0.018133
2024-06-21 17:35:56.696496,0.10421111434698105,0.05248206853866577,0.0007257335819303989,0.0011183012975379825,0.0011183012975379825,8.115889045257063e-07,0.09414968622029984,0.009908186856458934,0.09953987571048567,0.09473719447851181,0.08241496235132217,0.0028579160571098328,0.0012259334325790405,0.0012259334325790405,3.3276066915277625e-06,0.009226744994521141,0.007296173367649317,1.2801824595953804e-05,1.5537378885710496e-06,1.5537378885710496e-06,1.5623393204156066e-11,0.05545792728662491,0.04931589961051941,0.002065738197416067,0.0007196614751592278,0.0007196614751592278,2.2820599951955955e-06,0.0941497041552261,0.009908191569730485,0.09953989938577497,0.04017
2024-06-21 17:35:56.720479,0.10305208712816238,0.05040976032614708,0.0037564062513411045,0.002299654996022582,0.002299654996022582,8.638478902867064e-06,0.09414966045293079,0.009908178005506607,0.09953983125114593,0.09681591391563416,0.07441365718841553,0.003082538489252329,0.0014943638816475868,0.0014943638816475868,4.655325028579682e-06,0.009574991650879383,0.00610741600394249,1.3129015314916614e-05,2.487406618456589e-06,2.487406618456589e-06,3.037337395483952e-11,0.04892594367265701,0.03907497972249985,0.0018116991268470883,0.0007885757368057966,0.0007885757368057966,2.7556022814678727e-06,0.09414969322965226,0.009908188178674516,0.09953988235211772,0.064153
2024-06-21 17:35:56.742431,0.11676086485385895,0.07104885578155518,0.004743180237710476,0.00027294160099700093,0.00027294160099700093,1.2946210290465388e-06,0.09414965394921418,0.009908177072997426,0.09953982656704514,0.100804902613163,0.07374069839715958,0.003414666745811701,0.0012500794837251306,0.0012500794837251306,3.98318388761254e-06,0.010386613197624683,0.005895520560443401,1.5002764484961517e-05,2.0048246369697154e-06,2.0048246369697154e-06,2.463390949558608e-11,0.04557765647768974,0.0343380868434906,0.0017322103958576918,0.0006332179182209074,0.0006332179182209074,2.219635462097358e-06,0.09414968537356465,0.009908185957539098,0.0995398711951032,0.086105
2024-06-21 17:35:56.766973,0.11132712662220001,0.07040698826313019,0.004997676238417625,0.0006063695764169097,0.0006063695764169097,3.030464085895801e-06,0.0941496281820472,0.009908168222096258,0.09953978210794043,0.10255860537290573,0.07318507879972458,0.003678501583635807,0.0011427944991737604,0.0011427944991737604,3.824397481366759e-06,0.010721132159233093,0.005739124491810799,1.6665098883095197e-05,1.7319679272986832e-06,1.7319679272986832e-06,2.2058875559505253e-11,0.0422712117433548,0.030927669256925583,0.0016665882430970669,0.0005372720770537853,0.0005372720770537853,1.9174146927980473e-06,0.09414967584164508,0.009908183001631958,0.09953985634724273,0.110647
2024-06-21 17:35:56.789145,0.11016593128442764,0.07354728132486343,0.00302426191046834,0.0030231084674596786,0.0030231084674596786,9.142699127551168e-06,0.09414960127977452,0.00990816115224009,0.09953974659521739,0.10364536941051483,0.07323682308197021,0.0035850387066602707,0.0014114108635112643,0.0014114108635112643,4.584154794429196e-06,0.010923332534730434,0.005691993050277233,1.5590963812428527e-05,2.7901417070097523e-06,2.7901417070097523e-06,3.084888594573343e-11,0.039502862840890884,0.028515642508864403,0.001492407638579607,0.0006313411868177354,0.0006313411868177354,2.0992815734643955e-06,0.09414966518994929,0.009908179880290262,0.09953984066838197,0.132819
2024-06-21 17:35:56.810198,0.10914544016122818,0.08403314650058746,0.00336458976380527,5.942466304986738e-05,5.942466304986738e-05,1.999403735908345e-07,0.09414958201641374,0.009908153233896422,0.0995397068204263,0.10433287918567657,0.07458636164665222,0.0035574825014919043,0.0012424126034602523,0.0012424126034602523,4.036127847939497e-06,0.011047006584703922,0.005863190162926912,1.5057152268127538e-05,2.4418152406724403e-06,2.4418152406724403e-06,2.69977720734893e-11,0.03716013580560684,0.027072103694081306,0.0013719125417992473,0.0005524734151549637,0.0005524734151549637,1.8370415091339964e-06,0.09414965479325735,0.009908176549491032,0.09953982393738751,0.153872
2024-06-21 17:35:56.832493,0.11334539949893951,0.07639893889427185,0.0009227411355823278,0.00046286574797704816,0.00046286574797704816,4.2710539105428325e-07,0.09414954974598762,0.009908143450608286,0.09953965767777327,0.10533426702022552,0.07478776574134827,0.0032647335901856422,0.0011557962279766798,0.0011557962279766798,3.635125494838576e-06,0.011247025802731514,0.005860257428139448,1.3478741493599955e-05,2.1943073988950346e-06,2.1943073988950346e-06,2.4018289093707956e-11,0.03535066545009613,0.02551743946969509,0.0012237802147865295,0.0004937731428071856,0.0004937731428071856,1.6336152839357965e-06,0.0941496431213385,0.009908172871837394,0.09953980546409705,0.176167
2024-06-21 17:35:56.851338,0.08803997933864594,0.07103072106838226,0.00024630280677229166,0.0017476092325523496,0.0017476092325523496,4.304410765598732e-07,0.09414951747582342,0.009908133667379837,0.09953960853539578,0.10360483825206757,0.07441206276416779,0.0029628905467689037,0.0012149775866419077,0.0012149775866419077,3.314657078590244e-06,0.01089742686599493,0.005778768099844456,1.2136933946749195e-05,2.280290345879621e-06,2.280290345879621e-06,2.1634988939256417e-11,0.03301125019788742,0.024039067327976227,0.0011016775388270617,0.00047752386308275163,0.00047752386308275163,1.4708837170473998e-06,0.09414963055678699,0.009908168951391638,0.09953978577122692,0.195012
