try,kind,score,param.motor.kt_constant,param.inverter.max_phase_current,param.inverter.acceleration_delay_ms,param.inverter.efficiency,param.battery.max_discharge_current,param.battery.initial_soc,param.battery.min_voltage,param.transmission.viscous_drag_coeff,param.transmission.coulomb_drag,param.transmission.efficiency,param.transmission.t_max,param.transmission.kv,param.car.front_bearing_drag,param.steering.ackerman_factor,param.steering_motor.time_constant,param.aero.lift_coefficient,param.aero.drag_coefficient,param.aero.aero_balance_front,param.tire.effective_tire_r,param.tire.slip_ratio_relaxation_length,param.tire.slip_angle_relaxation_length,param.tire.longitudinal_peak_scale,param.tire.longitudinal_stiffness_scale,param.tire.lateral_peak_scale,param.tire.lateral_stiffness_scale,param.tire.longitudinal_peak_pdx1,param.tire.longitudinal_stiffness_pkx1,param.tire.longitudinal_curvature_pex1,param.tire.lateral_peak_pdy1,param.tire.lateral_stiffness_pky1,param.tire.lateral_curvature_pey1,param.tire.combined_slip_lateral_scale,param.tire.structural_longitudinal_stiffness,param.tire.structural_lateral_stiffness,param.tire.structural_yaw_stiffness,stage,parameter,step_size,search_radius,position_rmse,heading_rmse,velocity_rmse,velocity_x_rmse,velocity_y_rmse,yaw_rate_rmse,front_wheel_rpm_rmse,motor_rpm_rmse,samples,error
287,staged_genetic,48.362986658404836,0.6166484758030941,390.0,517.4314968066949,0.9250576319927886,196.36482056409616,0.8893253152594578,349.98448975829433,0.0,0.0,0.9735818661303699,264.5978657011009,65.19660050963792,0.3485655725215643,0.0,0.112,0.86,0.73,0.5,0.193007294024015,0.0,0.05,1.1978022004297526,1.1367343327172197,1.0,1.0,0.7326168930462218,79.9313029475043,0.5774577672314193,2.3749,-38.9068,0.53284,1.0,427044.76214779215,100000.0,5000.0,longitudinal_acceleration,,,,13.189281040571446,0.10526591050902083,3.793363872822707,3.7906398758261584,0.1437317064295207,0.11555241373598607,237.08710802637364,1348.3045945156994,179,
288,staged_genetic,23.720014993799406,0.7100075026030581,287.6411867264229,331.164914288073,0.984010317238321,192.29102345405568,0.901633323506164,379.1619467133248,0.0002790518627245073,0.0,0.9551237941319755,450.0,58.49582321827065,0.0,0.0,0.112,0.86,0.73,0.5,0.19820065570196654,0.048104859180327496,0.05,1.023597688098795,0.9780688235885983,1.0,1.0,1.0629294193549659,31.370422249609835,1.1097748424980205,2.3749,-38.9068,0.53284,1.0,386863.6202524827,100000.0,5000.0,longitudinal_acceleration,,,,7.7855696535845125,0.11346964269421218,2.0746225519511174,2.067585137337292,0.1707349786250564,0.131078205370569,160.17063417274144,333.37330769757216,176,
289,staged_genetic,28.171400508804123,0.45,266.8688674823753,524.3294646742062,0.9696783004079317,131.6406243431664,0.8212921134069676,359.012772478285,0.0,0.36735885670066315,0.8895287820906436,304.6429674558136,45.312306985979745,0.0,0.0,0.112,0.86,0.73,0.5,0.20511305844645022,0.023688831748348786,0.05,0.9951661310596431,1.1932043254403526,1.0,1.0,1.300729179128211,58.879023497348335,1.2853313608464663,2.3749,-38.9068,0.53284,1.0,181753.96867294278,100000.0,5000.0,longitudinal_acceleration,,,,11.857526345503853,0.126921248733612,2.5847644660881084,2.577328282928259,0.19592413626152927,0.19149670185191597,145.10805451877562,451.1631158095981,177,
290,staged_genetic,41.39373132270636,0.6402821782332191,321.27195569482785,426.8902739971674,0.978126152522845,185.79398142259473,0.8890416362032123,359.12373289734165,0.04158648054550863,0.8425172944496512,0.9271513052971085,296.6959385757825,42.15275907697711,0.0,0.0,0.112,0.86,0.73,0.5,0.19627064266780297,0.0008515056918233835,0.05,0.8156451810961352,1.214220309490623,1.0,1.0,2.0562510023113605,63.67162706438649,1.1097016656488814,2.3749,-38.9068,0.53284,1.0,227521.84555278608,100000.0,5000.0,longitudinal_acceleration,,,,14.038692167564752,0.09799062305735087,4.009715688174698,4.006706406755945,0.1553179643671387,0.11846167227159106,198.12976012015562,660.5529381034853,184,
291,staged_genetic,31.597292769301585,0.5380304955823765,290.0957244963308,370.6493870661174,0.9575350930006905,133.14644630747813,0.9238728750487755,301.90226785533935,0.0039048894470073894,0.4538345390330342,0.9613330090329469,318.79725121275413,48.17077383127505,0.00245712811782762,0.0,0.112,0.86,0.73,0.5,0.21644632920929321,0.006996858345076018,0.05,1.0773516213877579,0.7832345239264136,1.0,1.0,0.5040300898141004,58.576647777317085,1.0639924459934706,2.3749,-38.9068,0.53284,1.0,284350.27491306595,100000.0,5000.0,longitudinal_acceleration,,,,10.781573848151158,0.11790013438100942,2.730911324527961,2.726368186972903,0.15745847546939729,0.12561330222735823,175.37017807243612,605.1681558399421,182,
292,staged_genetic,29.947955018843462,0.6480043744238773,365.09704235208926,511.37330510723876,0.9643333617617071,151.8949251421317,0.9031554347719463,337.8653854815493,0.0,0.09036272439313917,0.9607036030246244,306.9382899323829,63.50760680423504,0.15369107113708969,0.0,0.112,0.86,0.73,0.5,0.1962620746956585,0.07242016386018561,0.05,1.7448041858730585,0.35773348263635385,1.0,1.0,2.0570131534782155,71.9500258853577,0.8198455881608925,2.3749,-38.9068,0.53284,1.0,330410.0480529717,100000.0,5000.0,longitudinal_acceleration,,,,10.165031723411825,0.11612066342419686,2.7160813377266955,2.7100593360506595,0.18076567216120198,0.14954044105969352,183.1342801871434,431.1386324770932,176,
293,staged_genetic,31.086309999118782,0.5616183444659165,304.3108410305071,545.9933090493732,0.9614438939355701,161.6391470479664,0.7991295455215117,348.6505902433699,0.029595575818803028,1.36941289815654,0.99,304.179024220046,42.127392813168,0.03097197609762327,0.0,0.112,0.86,0.73,0.5,0.19795779593871216,0.006224871730852185,0.05,1.1605866660456494,1.1529592928239674,1.0,1.0,1.5817369771673113,25.0,0.7876414855324365,2.3749,-38.9068,0.53284,1.0,481101.6671969258,100000.0,5000.0,longitudinal_acceleration,,,,11.829141949462164,0.11790097679714906,2.9085111320259953,2.9026129459051635,0.18513533261612575,0.1748481484057608,164.36806393420332,471.1432597988457,171,
294,staged_genetic,17.140670520450737,0.6988518017074065,365.1139202405965,225.00108608842416,0.9473550434949949,183.13444427337183,0.848756468395101,354.6215328427662,0.0,0.0,0.99,317.4196291040679,62.91920656747986,0.018877971225449208,0.0,0.112,0.86,0.73,0.5,0.18394995324972807,0.11037337383779798,0.05,1.3270573451887326,1.455420689340711,1.0,1.0,0.8701345795534186,78.45649503522709,0.9779134765153724,2.3749,-38.9068,0.53284,1.0,303893.2830066468,100000.0,5000.0,longitudinal_acceleration,,,,6.379785889576713,0.11258166759773122,1.6696509385349345,1.659885706947677,0.18031554681002487,0.11901621478557034,79.86562143822982,269.374905830404,185,
295,staged_genetic,18.03015306846825,0.6247648725833723,316.3288756340701,430.95939729451453,0.9698407857574538,153.1280670360216,0.9272981721563858,363.8047223742867,0.0009404726553242293,0.09629561691010957,0.9733116978355768,396.8399840620168,48.186389342764826,0.0,0.0,0.112,0.86,0.73,0.5,0.18,0.0,0.05,1.1496210624305379,0.9214216733275626,1.0,1.0,1.382020166622266,25.0,0.7013189998813646,2.3749,-38.9068,0.53284,1.0,370254.3562900664,100000.0,5000.0,longitudinal_acceleration,,,,7.1882738820949195,0.12480533629049656,1.57000429887959,1.560334530514032,0.17398175589971354,0.138009259778069,102.9718126452861,309.39190633485526,180,
296,staged_genetic,24.118649147435605,0.7003497275282065,385.7213803217023,584.0555053328898,0.9239829963402034,161.84012526413105,0.8798382677383665,351.6521349542574,0.0,0.0,0.969519214769242,344.07941369891694,63.242766847602205,0.0,0.0,0.112,0.86,0.73,0.5,0.18990921434497046,0.004024514629522151,0.05,1.301329119133491,1.3839338062469917,1.0,1.0,0.7767552468384645,61.99984858217893,0.7166226130773844,2.3749,-38.9068,0.53284,1.0,496590.5035119526,100000.0,5000.0,longitudinal_acceleration,,,,8.304174401685222,0.10759607685282958,2.1023063027090614,2.095128552689393,0.17357458948789634,0.12837026236944576,155.0090764345086,367.0053955017432,177,
297,staged_genetic,25.282345114200734,0.7342640620193344,302.0894177692271,469.72515532509146,0.9572783492026443,137.78136011592943,0.8968899498863483,326.0349259426994,0.003852632590027187,0.5202000069559127,0.9647378237293545,322.18561277152185,43.425882089001405,0.0,0.0,0.112,0.86,0.73,0.5,0.2088951580243908,0.013425138821151948,0.05,1.4124026069613425,1.0522133075395617,1.0,1.0,0.740238976277895,59.32135960832366,1.374182321502819,2.3749,-38.9068,0.53284,1.0,420086.6728413397,100000.0,5000.0,longitudinal_acceleration,,,,7.813603332929092,0.08119489733985476,1.9951241335967036,1.990730822437156,0.1323295169592904,0.14381491814367844,202.48147932980902,366.24278207217867,152,
298,staged_genetic,27.965333142463706,0.5913525137265445,218.2416892069553,471.34345456214993,0.9900550939387205,151.18460532554795,0.7908751064803854,360.7351089254969,0.005856653996450417,0.6079692509936792,0.9456210336745974,284.7516795831833,61.88879621952616,0.0,0.0,0.112,0.86,0.73,0.5,0.19994106131927242,0.06884259750316511,0.05,1.09570555917677,0.9379423444453552,1.0,1.0,1.6759839326177868,72.29247150687664,0.8999712766651231,2.3749,-38.9068,0.53284,1.0,160520.404464364,100000.0,5000.0,longitudinal_acceleration,,,,9.284614634740134,0.10396709755722904,2.4957207727337405,2.4898595925192692,0.17094263656114042,0.12377840618398296,175.09717041649117,414.9144788910821,181,
299,staged_genetic,23.138004186974587,0.629510762008648,318.49000869340387,425.2527600550357,0.9286737394454339,150.60973327043115,0.8603753067831066,300.0,0.0038059896203943987,0.27668758411294225,0.9686299117213337,282.0927589238638,53.664655493789255,0.0,0.0,0.112,0.86,0.73,0.5,0.2022113445025563,0.04102138679611987,0.05,1.2204631864143758,0.996751328316461,1.0,1.0,1.0416181586880613,25.0,0.829816974654267,2.3749,-38.9068,0.53284,1.0,533784.6162716416,100000.0,5000.0,longitudinal_acceleration,,,,8.008504245196633,0.11320404038515243,2.1465206761899758,2.1398073629518466,0.1696333185672475,0.12255974414038744,126.69073154011835,361.3236835789022,184,
300,staged_genetic,19.56513002094229,0.6329126736034403,371.57947302712194,319.3654873805983,0.9581610116614814,125.62019187153861,0.9314837075629255,300.0,0.0036534461261796187,0.0,0.9680055963891058,312.96046981304846,54.86397996264097,0.013937723813111867,0.0,0.112,0.86,0.73,0.5,0.1897475609383273,0.06641708308124675,0.05,1.0277493981415684,0.8984535557005169,1.0,1.0,0.9501572770225355,51.090312011502405,0.816263100656116,2.3749,-38.9068,0.53284,1.0,395639.0498769729,100000.0,5000.0,longitudinal_acceleration,,,,6.787315016301198,0.1161537376609226,1.9325918070581047,1.9249464915073569,0.17173263388660132,0.12690339460992084,95.27719462042285,282.9967897351419,182,
301,staged_genetic,75.3784098414984,0.5127871213075833,363.40179836229674,360.04892408525217,0.9003170510798935,234.4799450047927,0.9170272164971196,378.7428735246694,0.10933628428850278,1.1798770472425293,0.9186268308835306,292.8869736421614,43.46156621592868,0.2833124358551599,0.0,0.112,0.86,0.73,0.5,0.1818876647966127,0.0448385225811184,0.05,1.2731031860179631,1.2812183216063922,1.0,1.0,0.5633404101346107,113.44062926980062,0.7722853774106848,2.3749,-38.9068,0.53284,1.0,130960.13662226306,100000.0,5000.0,longitudinal_acceleration,,,,29.39933561721018,0.07616825881731222,7.295975059610084,7.295520836366211,0.08141128053809335,0.1372733555480807,329.2507267870073,1254.4764184300072,176,
302,staged_genetic,89.0314878589692,0.6939250029621743,214.9563630637101,562.945611959116,0.9650144907358423,252.77691211957028,0.6579518304022989,372.1611105354242,0.12638077813877588,4.672072608952882,0.9069270271568336,232.1185260980087,83.05654118143276,0.6866533462226128,0.0,0.112,0.86,0.73,0.5,0.22699890700617628,0.047863064967410246,0.05,1.0874280044074371,1.6686661668461822,1.0,1.0,0.8794310503096812,45.56075886199024,0.29073795268106406,2.3749,-38.9068,0.53284,1.0,134827.08408954355,100000.0,5000.0,longitudinal_acceleration,,,,34.29574398189979,0.06511729508281917,8.2153629979005,8.2151237528132,0.06269699543932872,0.15029687973439237,457.95620268653744,1455.395178612774,178,
303,staged_genetic,90.61132689983367,0.6810408993398535,276.43051446571843,615.3039823690361,0.942147053621879,146.28254733616882,0.7119072626567025,355.368747264339,0.10262068165678655,9.644243681789051,0.9624388266080176,415.46307391257636,82.71029005006943,0.36729518095641084,0.0,0.112,0.86,0.73,0.5,0.22693300711036332,0.013968454311614198,0.05,1.4606215755912322,1.6117436550722561,1.0,1.0,1.426818774996073,105.56396487584601,0.8582929149794323,2.3749,-38.9068,0.53284,1.0,304951.48326289275,100000.0,5000.0,longitudinal_acceleration,,,,34.90634968376807,0.06395815070725419,8.33218805404938,8.331971298638583,0.06010030537408075,0.1559583324185957,471.131560144501,1478.3644676016074,184,
304,staged_genetic,98.78500547928861,0.7632170928033877,381.0907114640336,795.0213346211531,0.9510474374256528,217.3692278302422,0.8624419206863736,418.7050576813556,0.11436227443661703,5.262253446651181,0.9607181515054807,196.1422928355636,74.93299150371357,1.242461608599675,0.0,0.112,0.86,0.73,0.5,0.22713478501863404,0.00798129195477555,0.05,0.9892297418225053,2.0656713172524084,1.0,1.0,2.0175607209765833,93.2071000816764,1.3023929415172308,2.3749,-38.9068,0.53284,1.0,169739.04542678734,100000.0,5000.0,longitudinal_acceleration,,,,41.21111538560271,0.05403974122236576,9.395946762560891,9.395872422317737,0.037376308104075225,0.17050613518625085,446.18173603170567,1631.2297501823384,180,
305,staged_genetic,81.0189406743885,0.7888281532004449,339.16748928500715,521.8307828770583,0.9752037614630122,218.29913225280507,0.7782625771650118,378.784439867587,0.02271201600190947,2.9168240543204327,0.9020404708066169,251.41708013582183,36.40205481173727,1.0405740857951664,0.0,0.112,0.86,0.73,0.5,0.2097857313487507,0.1418165765577211,0.05,1.4658783385931207,1.7504140684828098,1.0,1.0,1.2574736906776127,131.82508803102502,0.6629256986254717,2.3749,-38.9068,0.53284,1.0,336180.5559381068,100000.0,5000.0,longitudinal_acceleration,,,,29.7168299165643,0.06878927014521688,7.432037207351906,7.431611803922647,0.0795175908883366,0.13980890803711224,437.48076295183074,1297.6461828254116,177,
306,staged_genetic,87.20066707293721,0.5531687038190102,237.8127857657515,32.17017863087701,0.9133019933407178,188.26689402211133,0.6590791704308804,405.6204712726335,0.09016630931225328,8.565637554933277,0.8721326641784207,373.2759043033544,55.41119434469615,0.45711204568242464,0.0,0.112,0.86,0.73,0.5,0.22635012443058977,0.13465574278664533,0.05,0.658495738387404,1.8396175066821474,1.0,1.0,0.6906656782201993,119.15466040605006,1.402806676461677,2.3749,-38.9068,0.53284,1.0,243506.7652586543,100000.0,5000.0,longitudinal_acceleration,,,,34.91930916444592,0.0726794984970119,8.197703940737371,8.197541801603876,0.051558810480049067,0.16507747758407754,411.7853601490201,1455.0626559463428,168,
307,staged_genetic,91.93296538481725,0.5411672116160533,358.6930217925387,524.9073339451917,0.91409451954441,111.81000745976847,0.7774566281765608,361.0309872735654,0.13923720955385865,6.201815522239622,0.9010856370265647,423.0010822118128,87.79226502431246,0.9657772796885317,0.0,0.112,0.86,0.73,0.5,0.21816380266412855,0.10021905796870029,0.05,1.1565055158390811,1.0492606710717531,1.0,1.0,2.8041180997036497,125.49835802028875,1.4190951640556129,2.3749,-38.9068,0.53284,1.0,351385.1923062349,100000.0,5000.0,longitudinal_acceleration,,,,36.75748036251315,0.061772969146823835,8.737856250340139,8.73769518563248,0.05305369528344673,0.16009089398485093,421.0088868353745,1530.5999574003567,185,
308,staged_genetic,20.033036784685034,0.6123033999046856,226.89187364391773,435.5487067990765,0.9497111052142325,181.94714973380297,0.7902608826629988,352.4459592429522,0.003309508853534058,0.0,0.99,298.9985668763993,48.21199638856023,0.017989572034532806,0.0,0.112,0.86,0.73,0.5,0.19132842108579068,0.09652974308807516,0.05,1.5271040074119537,1.3326699291747,1.0,1.0,1.4039405072715376,76.61673806754476,0.9176816251795009,2.3749,-38.9068,0.53284,1.0,132923.47142981313,100000.0,5000.0,longitudinal_acceleration,,,,6.779393258711333,0.12804797308954746,1.9218906114638892,1.9119466742726983,0.1952522398606732,0.12373066908220007,108.18688099355562,285.93632235352015,181,
309,staged_genetic,28.20576177207403,0.7524789720297083,252.3708098395028,392.9958553359336,0.994650345898017,125.83200950680146,0.8605554859999103,354.49124348864905,0.006427070708775559,0.6308464200493429,0.9481765816236235,316.64427982818165,54.35173793413351,0.0,0.0,0.112,0.86,0.73,0.5,0.20683870361858384,0.0,0.05,1.3835416498394684,0.8461525884558925,1.0,1.0,0.7614306206252689,70.46059643342201,1.1776235575157088,2.3749,-38.9068,0.53284,1.0,344761.8679398026,100000.0,5000.0,longitudinal_acceleration,,,,9.784868170777074,0.10354194979429426,2.706064087399714,2.700978595064817,0.1658236235164737,0.1196942538281924,127.65674061886028,492.07847790332016,178,
310,staged_genetic,29.202757060663146,0.6129739197972902,293.61549195832134,502.7800961001955,0.9581335866166221,110.0,0.9376255865016481,312.8498169641533,0.015376813911906866,0.0,0.9358846865085975,334.2875863333209,47.74537311470214,0.012019185859035792,0.0,0.112,0.86,0.73,0.5,0.1926778082202958,0.021230883707323667,0.05,0.9579398638246844,0.9177056216667782,1.0,1.0,1.0789274882796405,113.12629936554427,0.7652676737676566,2.3749,-38.9068,0.53284,1.0,396035.5607277946,100000.0,5000.0,longitudinal_acceleration,,,,9.710260305279022,0.10291649927121745,2.7064914608128707,2.7015597222598844,0.16331287308746617,0.12184448334846322,174.05957433460154,407.3215334379073,168,
311,staged_genetic,37.205454718116655,0.6096687961368729,242.4930390168571,511.77405389671964,0.9814999089155627,148.57146534815206,0.8447690625590454,357.8735185671275,0.0,0.0,0.8822162625707862,274.6820214833966,62.85501235586975,0.2535559986343311,0.0,0.112,0.86,0.73,0.5,0.18841435739229054,0.0,0.05,0.8424407632773268,1.3074395003804824,1.0,1.0,1.0905014496879082,59.57979659694338,0.9585875767989425,2.3749,-38.9068,0.53284,1.0,420118.3646840336,100000.0,5000.0,longitudinal_acceleration,,,,13.925677197769875,0.09960062227277065,3.6687356508778306,3.665157298528298,0.16199769463400052,0.1442501258022139,171.61186594836326,554.8935931096976,181,
