try,kind,score,param.motor.kt_constant,param.inverter.max_phase_current,param.inverter.acceleration_delay_ms,param.inverter.efficiency,param.battery.max_discharge_current,param.battery.initial_soc,param.battery.min_voltage,param.transmission.viscous_drag_coeff,param.transmission.coulomb_drag,param.transmission.efficiency,param.transmission.t_max,param.transmission.kv,param.car.front_bearing_drag,param.steering.ackerman_factor,param.steering_motor.time_constant,param.aero.lift_coefficient,param.aero.drag_coefficient,param.aero.aero_balance_front,param.tire.effective_tire_r,param.tire.slip_ratio_relaxation_length,param.tire.slip_angle_relaxation_length,param.tire.longitudinal_peak_scale,param.tire.longitudinal_stiffness_scale,param.tire.lateral_peak_scale,param.tire.lateral_stiffness_scale,param.tire.longitudinal_peak_pdx1,param.tire.longitudinal_stiffness_pkx1,param.tire.longitudinal_curvature_pex1,param.tire.lateral_peak_pdy1,param.tire.lateral_stiffness_pky1,param.tire.lateral_curvature_pey1,param.tire.combined_slip_lateral_scale,param.tire.structural_longitudinal_stiffness,param.tire.structural_lateral_stiffness,param.tire.structural_yaw_stiffness,stage,parameter,step_size,search_radius,position_rmse,heading_rmse,velocity_rmse,velocity_x_rmse,velocity_y_rmse,yaw_rate_rmse,front_wheel_rpm_rmse,motor_rpm_rmse,samples,error
10,staged_genetic,91.80172878982144,0.5561865450091874,202.76453491508934,391.1073827081799,0.9692117807620069,157.05159712924868,0.8621730986571502,361.3707671603374,0.06163126933515635,6.919056521959194,0.8633028260435589,371.37202663522606,10.135302257490357,1.388362748248624,0.0,0.112,0.86,0.73,0.5,0.21499937981103145,0.1438859998289691,0.05,1.4516326050832933,1.5906627332010492,1.0,1.0,1.31518690022035,35.84594072457808,1.1299327588757813,2.3749,-38.9068,0.53284,1.0,278496.0173004463,100000.0,5000.0,longitudinal_acceleration,,,,37.5678044528202,0.06434170440701306,8.636717907604933,8.636606726994872,0.043823039267903874,0.17077158167986842,431.67934889227024,1519.2529912780005,171,
11,staged_genetic,84.55183580619428,0.5755662580233438,358.0832086963304,647.7788367125552,0.9285306154800701,156.392699331298,0.792937518016726,348.28804644692696,0.04730483240415152,1.5274535887098386,0.8914758767413944,433.8981910971494,64.18543562181864,1.354208318598874,0.0,0.112,0.86,0.73,0.5,0.22000846953683972,0.060189974913113065,0.05,1.1897152377331925,0.3507509884399819,1.0,1.0,1.110321349702657,91.63266324842436,1.0119786936739548,2.3749,-38.9068,0.53284,1.0,434258.6993774744,100000.0,5000.0,longitudinal_acceleration,,,,33.462887480863,0.062302189667154076,7.9946287521307875,7.994396041256874,0.06099852402086673,0.18842812890339858,395.3823862253422,1406.7653015204255,171,
12,staged_genetic,81.97747343850004,0.6359952760988057,272.8535578540095,192.33126089019026,0.944952687661386,245.17712387423813,0.9286086660443731,320.36296754376656,0.01356728587601948,6.185424118982597,0.9275999454801852,270.50082896064623,75.47387716293314,1.1267072063110983,0.0,0.112,0.86,0.73,0.5,0.22373171858621585,0.044928133199457654,0.05,0.7188254091808786,0.3951869672946287,1.0,1.0,0.9988327418076278,98.64613335391479,1.3896327724746247,2.3749,-38.9068,0.53284,1.0,154957.55000859319,100000.0,5000.0,longitudinal_acceleration,,,,31.185597000193383,0.06933028579700459,7.637341531171768,7.637062579892952,0.06527491524244086,0.15378487687506281,407.61510772566714,1360.3568292487485,173,
13,staged_genetic,67.4571300462037,0.6157764043990878,312.25072995491985,174.99171306573837,0.966153653796598,184.15657535156555,0.7353945538524536,378.7269613334141,0.0008871709020850816,9.011573719421675,0.9509078520575842,208.7785700721555,44.01169551541873,0.2638300225597975,0.0,0.112,0.86,0.73,0.5,0.24226779274817006,0.10359155008874817,0.05,0.5177948199398652,0.8110168173709476,1.0,1.0,2.5980913204818985,95.75158294787674,1.3219832424111704,2.3749,-38.9068,0.53284,1.0,440437.3116414495,100000.0,5000.0,longitudinal_acceleration,,,,25.314314180030788,0.07748989139662465,6.178468000131675,6.177598287137879,0.10366403138140469,0.1461564511114421,339.5516685814944,1173.462991894935,174,
14,staged_genetic,89.24079965906365,0.8451569812265791,305.04498687857813,855.0356475988403,0.9846854629519916,201.89784841426444,0.9017458864465885,360.57337977892826,0.1328910671554264,6.57446340732994,0.9725253775496545,380.7869693830879,47.97395494584427,0.388787322697529,0.0,0.112,0.86,0.73,0.5,0.19607058293812787,0.12753228735523126,0.05,1.4838484738011735,1.314404653731767,1.0,1.0,2.0108833580017205,67.56260427221844,0.30847669541063016,2.3749,-38.9068,0.53284,1.0,257149.5124143132,100000.0,5000.0,longitudinal_acceleration,,,,37.045169514322,0.05422866205832002,8.464560628346339,8.46440270802363,0.05170519657737869,0.16764346447987974,412.78130694888995,1452.5447667880505,173,
15,staged_genetic,67.57389129800863,0.5586860428328738,247.13900936794008,486.13700026661076,0.9131455358440348,144.689221959228,0.8928824343046683,384.7702970033463,0.010276616114220491,4.891192435999041,0.9122438938856656,292.2590432078521,26.54675116115282,0.6302152766601384,0.0,0.112,0.86,0.73,0.5,0.2388145010921115,0.11681588284084504,0.05,1.388956031772257,1.9349542597622782,1.0,1.0,2.3788256267128842,83.9590594837953,0.20825451701759032,2.3749,-38.9068,0.53284,1.0,288844.2252824758,100000.0,5000.0,longitudinal_acceleration,,,,26.446597060458036,0.07716550775145262,6.1899076575768825,6.188985098986924,0.10686558775752145,0.14876511900290135,335.8348750648391,1170.5089432246414,174,
16,staged_genetic,85.4792571101791,0.7513900500237543,359.22406961951197,858.0873046230956,0.9398070218498331,222.1273503467076,0.8411463084068437,372.39031067294894,0.035286191091811026,2.633059615457234,0.8940921159279281,187.8367013856131,36.890363495870595,1.0187128275425246,0.0,0.112,0.86,0.73,0.5,0.2062805834939464,0.03300894624070177,0.05,1.0809767014636187,0.5861114249701472,1.0,1.0,1.9989809465812716,29.179800045296343,0.7516283588755868,2.3749,-38.9068,0.53284,1.0,390908.1518518916,100000.0,5000.0,longitudinal_acceleration,,,,34.72746256685706,0.05648922977820675,8.023038804334938,8.02276931088174,0.06575895557502194,0.1556627964276445,411.156680638616,1394.1655840776405,175,
17,staged_genetic,93.37248793862135,0.46084081853612496,314.9774260819605,122.12953850750782,0.9438613521848936,117.54269502329413,0.7826863524658488,325.3992341053778,0.05229532878100937,9.134756494728325,0.8844514566459032,383.0426523597919,76.55394281242181,0.3784072976735709,0.0,0.112,0.86,0.73,0.5,0.18532390512950675,0.003876657410002138,0.05,1.1782157146954206,2.1998294827420373,1.0,1.0,1.2773949108584874,125.77233445373062,1.293726269455253,2.3749,-38.9068,0.53284,1.0,432842.2345170669,100000.0,5000.0,longitudinal_acceleration,,,,36.917100022144645,0.0668958023831811,8.868109932357953,8.868019537251437,0.040040720679863355,0.1778291392999321,440.5872004635655,1514.855928320202,173,
18,staged_genetic,81.2310391844495,0.7516932816238104,379.41846387035764,179.4246141262796,0.9019361016454316,132.85735186771856,0.6941773412059722,380.33506135438927,0.09023513310880306,2.6155744908780436,0.9389090451118456,387.06248655618504,23.42313146942418,0.9108712408363975,0.0,0.112,0.86,0.73,0.5,0.2286151673770936,0.022906574275779537,0.05,1.5560565853199648,2.1347334301130623,1.0,1.0,0.6364616865926573,28.980155952107232,0.6367401421525734,2.3749,-38.9068,0.53284,1.0,445126.6976881962,100000.0,5000.0,longitudinal_acceleration,,,,30.685817612674438,0.07167702784598483,7.57074671295035,7.570428569805425,0.06940505112985268,0.14731101396874127,400.3077733304682,1364.899298563518,175,
19,staged_genetic,96.84660889142324,0.8332691352823584,263.29743271849173,643.5132345445215,0.9072196653950907,213.59216238994705,0.8695348384603656,312.2281566535172,0.12359694159219585,10.203518869065554,0.9220699745188635,212.6848675681751,88.7075481211737,1.1739530195415293,0.0,0.112,0.86,0.73,0.5,0.20256824474504917,0.0856756026469489,0.05,0.9502706828943759,1.2860274609025941,1.0,1.0,1.2542626133824004,156.6842221849345,1.3512632853260813,2.3749,-38.9068,0.53284,1.0,170658.65790911933,100000.0,5000.0,longitudinal_acceleration,,,,40.913863749365845,0.056567466829314184,9.18153317529591,9.181480686179077,0.03104606867259873,0.17955394513602918,447.8188348238307,1565.4226875844588,173,
20,staged_genetic,94.891696556563,0.8343150268858315,313.47287228130364,745.8365799022124,0.9671943211520773,175.32307175115156,0.9068283564046872,415.8568477485693,0.04321318342198414,9.698390625681071,0.9114893940962034,310.54432604846295,44.845959440311546,1.0965393214576835,0.0,0.112,0.86,0.73,0.5,0.19744570997319963,0.17034263200386637,0.05,1.5714868755023146,0.5103263614029976,1.0,1.0,2.6863226376073457,62.79883307459818,0.8505918532445245,2.3749,-38.9068,0.53284,1.0,412959.2180306499,100000.0,5000.0,longitudinal_acceleration,,,,39.7178940765294,0.054620631984162574,8.922354765286745,8.922267595713251,0.0394399305319346,0.17200958747565723,454.78850816026113,1521.4828620691846,176,
21,staged_genetic,89.7788245077336,0.6015957216513056,186.02699953171881,765.8575526812132,0.9172747864299807,141.81797752696085,0.9292413248898338,340.84066117971406,0.14085119676131608,8.41420500398642,0.8669656578785514,182.7408008984428,85.8450062221625,0.1284194429370319,0.0,0.112,0.86,0.73,0.5,0.22680485316677262,0.09771556936975748,0.05,1.4735222822013296,1.6276272779760674,1.0,1.0,2.0616426843135236,101.07730693718085,1.3101060153852444,2.3749,-38.9068,0.53284,1.0,164665.6082662424,100000.0,5000.0,longitudinal_acceleration,,,,37.343218721588585,0.057020326240343,8.332557429408931,8.332407350040805,0.05001067270066634,0.15935735077786656,437.1940197066201,1481.9437177943637,172,
22,staged_genetic,73.13894451468377,0.538638560189012,325.2753026119924,275.5854271170796,0.9552477806065749,180.9890733139287,0.8358226759010188,351.06045752462575,0.11934966987417754,3.9694955663511617,0.9394853401715807,253.147435283573,30.11229409607532,0.18098382712845873,0.0,0.112,0.86,0.73,0.5,0.19251797907434862,0.023910948251010568,0.05,1.1734163532680624,1.7600507775455907,1.0,1.0,0.8406470824598042,58.53961918118388,0.8778780220977922,2.3749,-38.9068,0.53284,1.0,467800.80052466475,100000.0,5000.0,longitudinal_acceleration,,,,26.81698204199443,0.07454909328239319,7.041062982213855,7.040601275765549,0.08063246982952554,0.14207431903206752,340.3411865362255,1190.7692425706346,173,
23,staged_genetic,82.40320974318118,0.8406428091532228,290.1737425128076,254.69883294745952,0.9095499802686251,139.11763671366103,0.7296191072188942,321.5329852422484,0.002263738760970213,6.4096210712119595,0.8666329255531554,443.0596313977392,54.26871734388867,1.0461260893652917,0.0,0.112,0.86,0.73,0.5,0.18820816704229656,0.17369223945258883,0.05,1.1126862376071016,1.9645315097472893,1.0,1.0,1.8712701820097806,97.75652646422908,0.8166563173904144,2.3749,-38.9068,0.53284,1.0,208494.56178723922,100000.0,5000.0,longitudinal_acceleration,,,,32.26172496122858,0.06930797079066149,7.928428131522728,7.928214346584438,0.058222945079193705,0.15638117439552407,373.83003145511185,1341.8873243942976,173,
24,staged_genetic,45.531846677117244,0.47055068687343116,377.6233553213017,429.9562685391189,0.9781009863034459,170.10611633779098,0.675928759589474,375.5334848342398,0.008577451886805303,1.790371013683862,0.9156827315043758,262.03558819740147,89.51344981681761,0.17767734331719237,0.0,0.112,0.86,0.73,0.5,0.22968882394620263,0.12126353024859256,0.05,1.5175001202886162,0.7675212035703141,1.0,1.0,1.7348172180950772,94.8297420577569,0.8198094056270597,2.3749,-38.9068,0.53284,1.0,532879.9995965664,100000.0,5000.0,longitudinal_acceleration,,,,17.261189768705023,0.09860525771191772,4.049025563280458,4.0457485489901,0.1628701643737674,0.16262971711690127,237.92925252762998,827.162096288382,173,
