t_rel,sim_x,sim_y,real_x,real_y,pos_err,sim_vx,sim_vy,real_vx,real_vy,vel_err,sim_yaw,real_yaw,yaw_err,sim_yaw_rate,real_yaw_rate,sim_motor_rpm,real_motor_rpm,sim_front_rpm,real_front_rpm,throttle_rl,steering
0.000172153,6.10504e-05,5.64591e-09,-1.00311e-07,2.43955e-14,6.11507e-05,0.354581,6.52473e-05,0.362385,0,0.007804,-2.27086e-07,-4.86666e-07,2.5958e-07,-0.0013042,-0.00133367,0,0,0.0616776,0,0.6,-0.00512692
0.000228108,8.08898e-05,9.86274e-09,-1.00311e-07,2.43955e-14,8.09901e-05,0.35454,8.56193e-05,0.370177,0,0.0156366,-2.99688e-07,-4.86666e-07,1.86978e-07,-0.00129083,-0.00133117,0.0875357,0,0.093771,0,0.6,-0.00512692
0.000365937,0.000129745,2.4881e-08,-1.98168e-07,9.07372e-14,0.000129943,0.35438,0.000132134,0.378051,0,0.0236716,-4.73794e-07,-8.68807e-07,3.95013e-07,-0.00123572,-0.00132671,0.132558,0,0.245414,0,0.6,-0.00512692
0.000463239,0.00016422,3.91864e-08,-1.98168e-07,9.07372e-14,0.000164418,0.354237,0.000162028,0.386009,0,0.0317715,-5.91637e-07,-8.68807e-07,2.7717e-07,-0.00118654,-0.00132031,0.344067,0,0.387643,0,0.6,-0.00512692
0.000611307,0.00021665,6.6074e-08,-2.99093e-07,1.56672e-13,0.000216949,0.353955,0.000200858,0.394049,0,0.0400946,-7.60092e-07,-4.3757e-07,-3.22522e-07,-0.00108911,-0.00131233,0.541175,0,0.683534,0,0.6,-0.00512692
0.000711184,0.000251991,8.7218e-08,-2.99093e-07,1.56672e-13,0.00025229,0.353735,0.000222737,0.402173,0,0.0484374,-8.65134e-07,-4.3757e-07,-4.27564e-07,-0.00101441,-0.00130283,0.950885,0,0.917567,0,0.6,-0.00512692
0.000825178,0.000292298,1.13731e-07,-4.05335e-07,8.22078e-14,0.000292703,0.353448,0.000242522,0.410379,0,0.0569308,-9.75274e-07,1.83933e-06,-2.8146e-06,-0.000918124,-0.00129179,1.2749,0,1.22834,0,0.6,-0.00512692
0.000934974,0.000331088,1.41099e-07,-4.05335e-07,8.22078e-14,0.000331494,0.353139,0.000256176,0.418668,0,0.0655292,-1.07049e-06,1.83933e-06,-2.90982e-06,-0.000816487,-0.00127947,1.70681,168,1.5663,0,0.6,-0.00512692
0.0010593,0.000374967,1.73474e-07,-4.05335e-07,8.22078e-14,0.000375373,0.352748,0.000264675,0.42704,0,0.0742917,-1.16423e-06,1.83933e-06,-3.00355e-06,-0.00069164,-0.00126587,2.17884,168,1.99611,0,0.6,-0.00512692
0.00115346,0.000408169,1.98462e-07,0.000293781,1.01181e-09,0.000114388,0.35243,0.000266429,0.435316,0,0.0828852,-1.22469e-06,5.03881e-06,-6.26351e-06,-0.000592689,-0.00125115,2.78327,168,2.34705,0,0.6,-0.00512692
0.00453617,0.0015704,-6.25533e-07,0.000293781,1.01181e-09,0.00127662,0.333468,-0.000616219,0.443497,0,0.110029,5.46147e-07,5.03881e-06,-4.49267e-06,0.000275235,-0.00123531,34.253,168,21.7596,0,0.6,-0.00512692
0.00469562,0.0016235,-7.211e-07,0.00323242,6.27783e-08,0.00160892,0.332521,-0.000581861,0.451587,0,0.119066,5.7907e-07,3.69986e-05,-3.64196e-05,0.000138153,-0.00121834,36.5934,168,22.5425,0,0.6,-0.00512692
0.0120328,0.00398897,-1.94352e-06,0.00323242,6.27783e-08,0.000756546,0.323521,-0.000892849,0.459587,0,0.136066,-1.15028e-06,3.69986e-05,-3.81489e-05,-0.000372711,-0.00120024,83.3131,168,4.03401,0,0.6,-0.00512692
0.0121621,0.00403081,-2.05586e-06,0.00956791,3.82231e-07,0.0055371,0.323821,-0.000843757,0.467499,0,0.143678,-1.20226e-06,6.38469e-05,-6.50491e-05,-0.000431211,-0.00118103,82.1341,168,3.80677,0,0.6,-0.00512692
0.0121988,0.00404268,-2.08653e-06,0.00956791,3.82231e-07,0.00552523,0.323906,-0.000829096,0.475325,0,0.151419,-1.21836e-06,6.38469e-05,-6.50652e-05,-0.000447455,-0.00116069,81.3116,168,3.74601,0,0.6,-0.00512692
0.0124161,0.00411312,-2.25623e-06,0.00970836,3.91147e-07,0.00559524,0.324407,-0.000729803,0.483067,0,0.15866,-1.32534e-06,6.31243e-05,-6.44496e-05,-0.000535576,-0.00113797,80.3341,168,3.48028,0,0.6,-0.00512692
0.012441,0.00412122,-2.27431e-06,0.00970836,3.91147e-07,0.00558714,0.324464,-0.000717625,0.490726,0,0.166262,-1.33882e-06,6.31243e-05,-6.44631e-05,-0.000545133,-0.00111288,79.5588,168,3.45517,0,0.6,-0.00512692
0.0125939,0.00417087,-2.37799e-06,0.00991308,4.03788e-07,0.00574221,0.324811,-0.000637123,0.498305,0,0.173494,-1.42615e-06,6.03723e-05,-6.17985e-05,-0.000596699,-0.0010843,79.379,168,3.36507,0,0.6,-0.00512692
0.0127223,0.00421258,-2.45525e-06,0.00991308,4.03788e-07,0.0057005,0.325097,-0.000565766,0.505805,0,0.180708,-1.50514e-06,6.03723e-05,-6.18775e-05,-0.000634113,-0.00105226,78.2116,168,3.33491,0,0.6,-0.00512692
0.0128248,0.00424593,-2.51031e-06,0.0101508,4.17668e-07,0.00590492,0.325323,-0.000506808,0.513228,0,0.187905,-1.5715e-06,5.63731e-05,-5.79446e-05,-0.000660057,-0.00101679,77.1893,168,3.33972,0,0.6,-0.00512692
0.0128866,0.00426603,-2.54053e-06,0.0101508,4.17668e-07,0.00588482,0.325458,-0.000470674,0.520575,0,0.195117,-1.61271e-06,5.63731e-05,-5.79858e-05,-0.000674202,-0.000977906,76.3469,168,3.35306,0,0.6,-0.00512692
0.0130093,0.00430597,-2.59384e-06,0.0102897,4.25381e-07,0.00598371,0.32572,-0.000397453,0.527847,0,0.202127,-1.69677e-06,5.47445e-05,-5.64413e-05,-0.000696394,-0.000935631,75.8305,168,3.4204,0,0.6,-0.00512692
0.0188437,0.00623197,-3.33441e-06,0.0102897,4.25381e-07,0.00405771,0.333689,-0.000814492,0.535047,0,0.201358,-3.50072e-06,5.47445e-05,-5.82453e-05,-0.000469917,-0.000889987,19.5578,168,23.0878,0,0.6,-0.00512692
0.0240144,0.0079628,-7.68836e-06,0.0102897,4.25381e-07,0.00232689,0.332835,-0.001502,0.542176,0,0.20934,-9.28968e-06,5.47445e-05,-6.40342e-05,-0.00191925,-0.000840997,31.0548,168,9.23731,0,0.6,-0.0650237
0.0241275,0.00800042,-7.86208e-06,0.0196942,4.21495e-07,0.0116938,0.332599,-0.00156419,0.549222,0,0.216623,-9.50853e-06,-5.55709e-05,4.60623e-05,-0.00195179,-0.00078864,32.7638,168,8.96442,0,0.6,-0.0650237
0.0245869,0.00815299,-8.64232e-06,0.0196942,4.21495e-07,0.0115412,0.331522,-0.00182652,0.556184,0,0.224662,-1.04333e-05,-5.55709e-05,4.51375e-05,-0.00207088,-0.000732919,36.4633,168,8.06881,0,0.6,-0.0650237
0.024692,0.00818781,-8.83778e-06,0.0201782,3.92978e-07,0.0119904,0.331254,-0.001887,0.563064,0,0.23181,-1.06522e-05,-6.22697e-05,5.16175e-05,-0.00209547,-0.000673831,37.8437,168,7.90824,0,0.6,-0.0650237
0.024826,0.00823216,-9.09623e-06,0.0201782,3.92978e-07,0.011946,0.330899,-0.0019643,0.569861,0,0.238963,-1.09349e-05,-6.22697e-05,5.13349e-05,-0.00212505,-0.000611379,38.7958,168,7.73382,0,0.6,-0.0650237
0.0249235,0.00826443,-9.29096e-06,0.0203803,3.80335e-07,0.0121159,0.330633,-0.00202025,0.576576,0,0.245943,-1.11432e-05,-6.28417e-05,5.16985e-05,-0.00214568,-0.000545555,40.0175,168,7.62331,0,0.6,-0.0650237
0.0250804,0.00831626,-9.61551e-06,0.0203803,3.80335e-07,0.012064,0.330186,-0.00210981,0.583207,0,0.253021,-1.14822e-05,-6.28417e-05,5.13595e-05,-0.00217645,-0.00047634,40.9102,168,7.48851,0,0.6,-0.0650237
0.0251954,0.00835422,-9.86238e-06,0.0205951,3.66833e-07,0.0122409,0.329849,-0.00217451,0.589755,0,0.259906,-1.17338e-05,-6.28812e-05,5.11475e-05,-0.00219782,-0.000403665,42.3522,168,7.41316,0,0.6,-0.0650237
0.0252567,0.00837442,-9.99687e-06,0.0205951,3.66833e-07,0.0122207,0.329667,-0.00220858,0.596221,0,0.266554,-1.18688e-05,-6.28812e-05,5.10125e-05,-0.00220888,-0.000327529,43.4112,168,7.37972,0,0.6,-0.0650237
0.0254057,0.00842352,-1.03328e-05,0.0207442,3.57378e-07,0.0123207,0.329209,-0.0022903,0.602603,0,0.273395,-1.21998e-05,-6.39348e-05,5.1735e-05,-0.00223384,-0.000247924,43.9754,168,7.33766,0,0.6,-0.0650237
0.0254825,0.00844877,-1.05104e-05,0.0207442,3.57378e-07,0.0122954,0.328969,-0.00233157,0.608903,0,0.279934,-1.23717e-05,-6.39348e-05,5.15631e-05,-0.00224625,-0.000164829,45.3494,168,7.32645,0,0.6,-0.0650237
0.0255934,0.00848526,-1.07728e-05,0.020935,3.44964e-07,0.0124497,0.328614,-0.00239012,0.61512,0,0.286506,-1.26219e-05,-6.61823e-05,5.35604e-05,-0.00226325,-7.79019e-05,46.056,168,7.33193,0,0.6,-0.0650237
0.0375015,0.0122993,-5.3282e-05,0.020935,3.44964e-07,0.00863582,0.328903,-0.00500725,0.621254,0,0.292351,-5.33146e-05,-6.61823e-05,1.28677e-05,-0.00467355,1.28579e-05,31.3232,168,9.90746,0,0.6,-0.0650237
0.0377172,0.0123703,-5.43656e-05,0.0310927,-1.35276e-06,0.0187224,0.329221,-0.00500182,0.627305,0,0.298084,-5.4328e-05,-0.000268091,0.000213763,-0.00472069,0.00010845,29.507,168,9.88358,0,0.6,-0.0650237
0.0377533,0.0123822,-5.45469e-05,0.0310927,-1.35276e-06,0.0187105,0.329271,-0.00500056,0.633273,0,0.304003,-5.44986e-05,-0.000268091,0.000213593,-0.00472849,0.000208898,28.9042,168,9.88322,0,0.6,-0.0650237
0.0380546,0.0124815,-5.60566e-05,0.0310927,-1.35276e-06,0.0186113,0.329615,-0.00498655,0.639158,0,0.309543,-5.59324e-05,-0.000268091,0.000212159,-0.00479129,0.000315483,27.9194,168,9.95534,0,0.6,-0.0650237
0.038056,0.0124819,-5.60636e-05,0.0313055,-1.41044e-06,0.0188236,0.329617,-0.00498648,0.644961,0,0.315344,-5.59392e-05,-0.000274004,0.000218065,-0.00479158,0.000428205,27.182,168,9.95579,0,0.6,-0.0650237
0.0382657,0.0125511,-5.71124e-05,0.0313055,-1.41044e-06,0.0187545,0.329803,-0.00497486,0.65068,0,0.320877,-5.69488e-05,-0.000274004,0.000217055,-0.00483363,0.000547065,26.6864,168,10.059,0,0.6,-0.0650237
0.0383163,0.0125678,-5.7365e-05,0.0315602,-1.48126e-06,0.0189925,0.329842,-0.00497191,0.656317,0,0.326475,-5.71936e-05,-0.000282113,0.000224919,-0.00484358,0.000672061,26.2223,168,10.0893,0,0.6,-0.0650237
0.0384547,0.0126134,-5.80552e-05,0.0315602,-1.48126e-06,0.0189468,0.329928,-0.00496419,0.66187,0,0.331943,-5.78658e-05,-0.000282113,0.000224247,-0.00487009,0.000803473,26.0044,168,10.1922,0,0.6,-0.0650237
0.0385118,0.0126323,-5.83393e-05,0.0317387,-1.53211e-06,0.0191065,0.329959,-0.00496098,0.667341,0,0.337382,-5.81439e-05,-0.000287601,0.000229457,-0.00488091,0.0009413,25.4529,168,10.2378,0,0.6,-0.0650237
0.0387092,0.0126974,-5.93215e-05,0.0318983,-1.57836e-06,0.019201,0.330025,-0.00495171,0.672729,0,0.342705,-5.91108e-05,-0.000292008,0.000232897,-0.00491683,0.00108555,25.2335,168,10.4336,0,0.6,-0.0650237
0.0448471,0.0146958,-9.28853e-05,0.0318983,-1.57836e-06,0.0172027,0.318875,-0.00613555,0.678034,0,0.359159,-9.18748e-05,-0.000292008,0.000200133,-0.00567547,0.00123623,44.3338,168,17.104,0,0.6,-0.0650237
0.0478807,0.0156556,-0.000111685,0.0318983,-1.57836e-06,0.016243,0.314549,-0.006168,0.683256,0,0.368707,-0.000109626,-0.000292008,0.000182382,-0.00610976,0.00139333,61.6066,168,12.3458,0,0.6,-0.0803049
0.0498395,0.0162708,-0.00012404,0.0398647,-4.78087e-06,0.0235942,0.313772,-0.00644627,0.688396,0,0.374623,-0.000122003,-0.000511995,0.000389992,-0.00651217,0.00155685,65.1116,168,10.4715,0,0.6,-0.0803049
0.0532007,0.0173272,-0.00014769,0.0398647,-4.78087e-06,0.022538,0.315309,-0.00753905,0.693452,0,0.378143,-0.000144748,-0.000511995,0.000367247,-0.00703596,0.0017268,53.94,168,13.3317,0,0.6,-0.0803049
0.0533265,0.0173668,-0.000148646,0.0443607,-7.3167e-06,0.0269943,0.315415,-0.00757027,0.698425,0,0.38301,-0.000145634,-0.000616041,0.000470407,-0.00706033,0.00190245,52.843,168,13.5121,0,0.6,-0.0803049
0.0533852,0.0173853,-0.000149093,0.0443607,-7.3167e-06,0.0269757,0.315466,-0.00758434,0.703316,0,0.38785,-0.000146049,-0.000616041,0.000469992,-0.00707184,0.00208381,52.1369,168,13.5962,0,0.6,-0.0803049
0.0536486,0.0174685,-0.000151112,0.0445167,-7.41298e-06,0.0270486,0.315701,-0.00764224,0.708124,0,0.392423,-0.000147919,-0.000618636,0.000470717,-0.00712532,0.00226978,51.0533,168,13.9701,0,0.6,-0.0803049
0.0537299,0.0174941,-0.000151737,0.0445167,-7.41298e-06,0.0270229,0.315776,-0.00765859,0.712848,0,0.397073,-0.000148499,-0.000618636,0.000470137,-0.0071422,0.00246038,50.2942,168,14.0838,0,0.6,-0.0803049
0.0544284,0.017715,-0.000157161,0.0445167,-7.41298e-06,0.0268021,0.316458,-0.00776723,0.71749,0,0.401032,-0.000153541,-0.000618636,0.000465095,-0.00729473,0.00265443,46.7571,168,14.9893,0,0.6,-0.0803049
0.0557914,0.0181473,-0.000167895,0.0448078,-7.59351e-06,0.0266611,0.317901,-0.00786829,0.722049,0,0.404148,-0.000163689,-0.000621384,0.000457695,-0.0075915,0.00285059,39.1863,168,16.1256,0,0.6,-0.0803049
0.0569899,0.018529,-0.000177435,0.0448078,-7.59351e-06,0.0262794,0.319098,-0.00795369,0.726525,0,0.407427,-0.000172922,-0.000621384,0.000448462,-0.0078056,0.00304886,33.6777,168,16.1924,0,0.6,-0.0803049
0.0570877,0.0185602,-0.000178219,0.0453984,-7.96073e-06,0.0268388,0.319186,-0.00796377,0.730919,0,0.411733,-0.000173686,-0.000622179,0.000448494,-0.00782072,0.003248,32.9321,168,16.1617,0,0.6,-0.0803049
0.0572125,0.0186001,-0.000179221,0.0475631,-9.29319e-06,0.0289636,0.319293,-0.0079779,0.735229,0,0.415936,-0.000174663,-0.000608915,0.000434252,-0.0078394,0.00344801,32.5817,168,16.1134,0,0.6,-0.0803049
0.0640159,0.0207681,-0.000238229,0.0475631,-9.29319e-06,0.026796,0.314414,-0.00892469,0.739456,0,0.425043,-0.000230615,-0.000608915,0.0003783,-0.00852005,0.0036489,44.4655,168,12.2007,0,0.6,-0.0803049
0.0642358,0.0208372,-0.000240207,0.0535011,-1.27185e-05,0.0326647,0.313972,-0.00891538,0.743601,0,0.429629,-0.00023249,-0.000544796,0.000312306,-0.00853025,0.00385038,45.923,168,12.3179,0,0.6,-0.0803049
0.0670306,0.0217073,-0.000265308,0.0535011,-1.27185e-05,0.0317948,0.30907,-0.0089661,0.747663,0,0.438592,-0.000256522,-0.000544796,0.000288274,-0.00868523,0.00405246,56.3764,168,14.2781,0,0.6,-0.0803049
0.067133,0.0217389,-0.000266235,0.0535011,-1.27185e-05,0.0317631,0.308945,-0.00897637,0.751641,0,0.442696,-0.000257412,-0.000544796,0.000287385,-0.00869334,0.00425473,56.8417,168,14.3348,0,0.6,-0.0803049
0.0672348,0.0217704,-0.000267157,0.056049,-1.40689e-05,0.0342796,0.308826,-0.00898719,0.755537,0,0.446712,-0.000258297,-0.000515152,0.000256855,-0.00870161,0.00445718,57.0655,168,14.3884,0,0.6,-0.0803049
0.0672741,0.0217825,-0.000267514,0.056049,-1.40689e-05,0.0342674,0.308781,-0.00899141,0.75935,0,0.45057,-0.00025864,-0.000515152,0.000256513,-0.00870483,0.00465976,57.2736,168,14.4087,0,0.6,-0.0803049
0.0674169,0.0218266,-0.00026881,0.056049,-1.40689e-05,0.0342234,0.308628,-0.00900817,0.76308,0,0.454453,-0.000259883,-0.000515152,0.000255269,-0.0087169,0.00486217,57.3518,168,14.4764,0,0.6,-0.0803049
0.067494,0.0218504,-0.000269512,0.0561354,-1.41134e-05,0.034286,0.308548,-0.00901744,0.766728,0,0.458179,-0.000260556,-0.000514147,0.000253591,-0.00872353,0.00506411,57.6064,168,14.5111,0,0.6,-0.0803049
0.0675427,0.0218654,-0.000269955,0.0561354,-1.41134e-05,0.034271,0.3085,-0.00902339,0.770292,0,0.461792,-0.000260981,-0.000514147,0.000253166,-0.00872776,0.00526544,57.7353,168,14.5323,0,0.6,-0.0803049
0.0676225,0.02189,-0.000270681,0.0562549,-1.41747e-05,0.0343659,0.308424,-0.00903351,0.773773,0,0.465349,-0.000261677,-0.000512884,0.000251207,-0.00873478,0.00546618,57.8132,168,14.565,0,0.6,-0.0803049
0.0676366,0.0218944,-0.00027081,0.0562549,-1.41747e-05,0.0343615,0.308411,-0.0090353,0.777172,0,0.468761,-0.000261801,-0.000512884,0.000251084,-0.00873603,0.00566631,57.9312,168,14.5707,0,0.6,-0.0803049
0.0677215,0.0219205,-0.000271584,0.0563754,-1.42365e-05,0.0344558,0.308335,-0.00904649,0.780488,0,0.472153,-0.000262542,-0.00051194,0.000249397,-0.00874365,0.00586558,57.9519,168,14.6028,0,0.6,-0.0803049
0.0678246,0.0219523,-0.000272526,0.0564818,-1.42909e-05,0.0345304,0.308249,-0.00906063,0.78372,0,0.475472,-0.000263445,-0.000510841,0.000247396,-0.00875306,0.00606397,58.065,168,14.6381,0,0.6,-0.0803049
0.0679269,0.0219839,-0.000273462,0.0565612,-1.43314e-05,0.0345783,0.30817,-0.0090751,0.78687,0,0.4787,-0.00026434,-0.00050979,0.000245449,-0.00876255,0.00626149,58.1865,168,14.6696,0,0.6,-0.0803049
0.074879,0.024136,-0.000340639,0.0565612,-1.43314e-05,0.0324268,0.312741,-0.00993358,0.789937,0,0.477196,-0.000327791,-0.00050979,0.000181998,-0.00951629,0.00645815,39.5771,168,12.3296,0,0.6,-0.0803049
0.0749636,0.0241625,-0.000341488,0.0565612,-1.43314e-05,0.0324003,0.312801,-0.00994087,0.792921,0,0.480121,-0.000328597,-0.00050979,0.000181193,-0.00952596,0.00665395,38.8761,168,12.3353,0,0.6,-0.0803049
0.0767978,0.024737,-0.000360083,0.0565612,-1.43314e-05,0.0318261,0.313365,-0.0101305,0.795822,0,0.482458,-0.000346248,-0.00050979,0.000163541,-0.00971198,0.00684889,34.2922,168,12.9493,0,0.6,-0.0803049
0.0770079,0.0248028,-0.000362236,0.0643037,-1.78814e-05,0.0395024,0.313341,-0.0101546,0.798641,0,0.4853,-0.00034829,-0.000407238,5.89481e-05,-0.00972984,0.007043,33.8524,168,13.0595,0,0.6,-0.0803049
0.0782236,0.0251835,-0.000374802,0.0643037,-1.78814e-05,0.0391219,0.312827,-0.010295,0.801376,0,0.488549,-0.000360174,-0.000407238,4.70643e-05,-0.00981635,0.00723628,33.1578,168,13.7432,0,0.6,-0.0803049
0.0794074,0.0255533,-0.000387196,0.0643037,-1.78814e-05,0.0387523,0.311824,-0.0104109,0.804029,0,0.492205,-0.000371836,-0.000407238,3.54023e-05,-0.00988579,0.00742873,34.1474,168,14.2916,0,0.6,-0.0869867
0.0795467,0.0255967,-0.000388663,0.0643037,-1.78814e-05,0.0387089,0.311682,-0.0104224,0.806598,0,0.494916,-0.000373213,-0.000407238,3.40252e-05,-0.0098945,0.00761944,34.4687,168,14.3393,0,0.6,-0.0869867
0.0796921,0.025642,-0.000390197,0.0643037,-1.78814e-05,0.0386635,0.311529,-0.0104338,0.809085,0,0.497556,-0.000374653,-0.000407238,3.2585e-05,-0.00990385,0.00780775,34.7154,168,14.3842,0,0.6,-0.0869867
0.0798558,0.025693,-0.000391925,0.0643037,-1.78814e-05,0.0386126,0.311352,-0.0104459,0.811489,0,0.500137,-0.000376275,-0.000407238,3.0963e-05,-0.00991468,0.007993,34.9943,168,14.4282,0,0.6,-0.0869867
0.0800565,0.0257554,-0.000394046,0.0665091,-1.87341e-05,0.0407554,0.311129,-0.0104597,0.81381,0,0.50268,-0.000378266,-0.00036601,-1.22563e-05,-0.00992834,0.00817515,35.5511,168,14.4743,0,0.6,-0.0869867
0.0807881,0.0259827,-0.000401801,0.0666268,-1.8777e-05,0.0406459,0.310264,-0.0104999,0.816048,0,0.505784,-0.000385549,-0.000363333,-2.2216e-05,-0.00998171,0.00835419,37.1784,168,14.5412,0,0.6,-0.0869867
0.0812136,0.0261146,-0.000406323,0.0667499,-1.88215e-05,0.0406371,0.30974,-0.0105165,0.818203,0,0.508463,-0.000389803,-0.000359942,-2.98606e-05,-0.0100136,0.00853012,38.5258,168,14.5131,0,0.6,-0.0869867
0.0814335,0.0261827,-0.000408664,0.0668882,-1.8871e-05,0.0407073,0.309466,-0.0105233,0.820275,0,0.510809,-0.000392007,-0.000356023,-3.5984e-05,-0.0100298,0.00870394,39.2997,168,14.4799,0,0.6,-0.0869867
0.0840016,0.0269734,-0.000436091,0.0668882,-1.8871e-05,0.0399169,0.306436,-0.0105947,0.822265,0,0.515828,-0.000417949,-0.000356023,-6.1926e-05,-0.0101494,0.00887565,47.4461,168,13.3604,0,0.6,-0.0869867
0.0841093,0.0270064,-0.000437246,0.0622375,0.0070602,0.03602,0.306325,-0.0105995,0.824171,0,0.517846,-0.000419042,-0.000798851,0.000379809,-0.0101517,0.00904663,48.0398,168,13.3007,0,0.6,-0.0869867
0.0841099,0.0270066,-0.000437252,0.0622375,0.0070602,0.0360198,0.306324,-0.0105995,0.825995,0,0.519671,-0.000419048,-0.000798851,0.000379803,-0.0101517,0.00921688,48.3571,168,13.3004,0,0.6,-0.0869867
0.087561,0.028059,-0.000474686,0.0622375,0.0070602,0.0349992,0.304,-0.0108378,0.827735,0,0.523736,-0.000454268,-0.000798851,0.000344583,-0.010304,0.00938639,53.4559,168,12.2472,0,0.6,-0.0869867
0.0877642,0.0281208,-0.000476918,0.0652459,0.00705791,0.037882,0.303945,-0.0108506,0.829393,0,0.525449,-0.000456364,-0.000718683,0.000262318,-0.010322,0.00955517,53.4012,168,12.2632,0,0.6,-0.0869867
0.0878215,0.0281382,-0.000477548,0.0652459,0.00705791,0.0378651,0.303931,-0.0108542,0.830968,0,0.527038,-0.000456956,-0.000718683,0.000261727,-0.0103272,0.00972321,53.3644,168,12.2691,0,0.6,-0.0869867
0.0880094,0.0281953,-0.000479615,0.0652459,0.00705791,0.0378095,0.303893,-0.0108657,0.83246,0,0.528568,-0.000458898,-0.000718683,0.000259785,-0.0103448,0.00989066,53.3402,168,12.2963,0,0.6,-0.0869867
0.0880202,0.0281986,-0.000479734,0.0654661,0.00705776,0.0380221,0.30389,-0.0108663,0.833869,0,0.529979,-0.00045901,-0.000712994,0.000253984,-0.0103459,0.0100576,53.2244,168,12.2979,0,0.6,-0.0869867
0.0881863,0.028249,-0.000481562,0.0656249,0.00705764,0.0381287,0.303864,-0.0108762,0.835196,0,0.531332,-0.000460729,-0.000709062,0.000248333,-0.0103618,0.010224,53.2176,168,12.3281,0,0.6,-0.0869867
0.0882479,0.0282678,-0.00048224,0.0656249,0.00705764,0.0381105,0.303855,-0.0108798,0.836439,0,0.532584,-0.000461367,-0.000709062,0.000247694,-0.0103678,0.0103899,53.0855,168,12.3401,0,0.6,-0.0869867
0.0884009,0.0283142,-0.000483927,0.0658262,0.0070575,0.0382625,0.303838,-0.0108886,0.837599,0,0.533762,-0.000462955,-0.000704008,0.000241053,-0.0103828,0.0105553,53.0328,168,12.3746,0,0.6,-0.0869867
0.0885438,0.0283577,-0.000485504,0.0658262,0.0070575,0.0382203,0.303826,-0.0108967,0.838677,0,0.534851,-0.00046444,-0.000704008,0.000239568,-0.010397,0.0107202,52.8785,168,12.4106,0,0.6,-0.0869867
0.0886579,0.0283923,-0.000486764,0.0660765,0.00705733,0.0384318,0.30382,-0.0109031,0.839672,0,0.535852,-0.000465627,-0.000698232,0.000232605,-0.0104084,0.010885,52.7148,168,12.4417,0,0.6,-0.0869867
0.0938239,0.0299652,-0.000544985,0.0660765,0.00705733,0.0369028,0.305529,-0.011416,0.840584,0,0.535054,-0.000520557,-0.000698232,0.000177676,-0.0108425,0.0110482,39.9972,168,13.9481,0,0.6,-0.0869867
0.101194,0.032214,-0.000631901,0.0660765,0.00705733,0.0347245,0.302618,-0.0116863,0.841412,0,0.538794,-0.000601945,-0.000698232,9.62878e-05,-0.0111164,0.01121,41.8838,168,12.7553,0,0.6,-0.0860103
0.101361,0.0322646,-0.000633885,0.0767677,0.00705107,0.0451618,0.302432,-0.0116868,0.842158,0,0.539727,-0.000603803,-0.000472358,-0.000131445,-0.0111188,0.0113696,42.3521,168,12.7768,0,0.6,-0.0860103
0.101374,0.0322686,-0.000634042,0.0767677,0.00705107,0.0451579,0.302417,-0.0116869,0.842822,0,0.540404,-0.00060395,-0.000472358,-0.000131592,-0.011119,0.011527,42.7457,168,12.7785,0,0.6,-0.0860103
0.101602,0.0323376,-0.00063675,0.0767677,0.00705107,0.0450904,0.302162,-0.0116874,0.843402,0,0.54124,-0.000606487,-0.000472358,-0.000134129,-0.0111225,0.0116816,43.0451,168,12.8109,0,0.6,-0.0860103
0.101627,0.0323449,-0.000637039,0.0769201,0.007051,0.0452333,0.302135,-0.0116874,0.843899,0,0.541765,-0.000606757,-0.00046909,-0.000137667,-0.0111229,0.0118337,43.313,168,12.8144,0,0.6,-0.0860103
0.101914,0.0324316,-0.000640448,0.0771129,0.00705091,0.0453384,0.301813,-0.011688,0.844314,0,0.542501,-0.000609953,-0.000464615,-0.000145337,-0.0111276,0.0119832,43.7058,168,12.8606,0,0.6,-0.0860103
0.101925,0.0324351,-0.000640584,0.0771129,0.00705091,0.045335,0.3018,-0.011688,0.844645,0,0.542845,-0.00061008,-0.000464615,-0.000145465,-0.0111277,0.0121303,44.0392,168,12.8624,0,0.6,-0.0860103
0.102137,0.0324989,-0.000643093,0.0773857,0.00705078,0.0455415,0.301565,-0.0116883,0.844894,0,0.543329,-0.000612432,-0.000458598,-0.000153834,-0.0111312,0.0122751,44.3092,168,12.8988,0,0.6,-0.0860103
0.102191,0.0325153,-0.000643743,0.0773857,0.00705078,0.0455253,0.301504,-0.0116883,0.84506,0,0.543556,-0.000613041,-0.000458598,-0.000154443,-0.0111321,0.0124175,44.5507,168,12.9084,0,0.6,-0.0860103
0.102328,0.0325565,-0.000645364,0.0776106,0.00705068,0.0457067,0.301353,-0.0116886,0.845143,0,0.543789,-0.000614562,-0.000454551,-0.00016001,-0.0111343,0.012558,44.6751,168,12.933,0,0.6,-0.0860103
0.102454,0.0325944,-0.000646858,0.0776106,0.00705068,0.0456696,0.301216,-0.0116888,0.845143,0,0.543927,-0.000615963,-0.000454551,-0.000161411,-0.0111364,0.0126967,44.982,168,12.956,0,0.6,-0.0860103
0.102563,0.0326273,-0.000648156,0.0778324,0.00705058,0.045856,0.301097,-0.0116889,0.845143,0,0.544045,-0.00061718,-0.000450974,-0.000166206,-0.0111381,0.0128337,45.2607,168,12.9762,0,0.6,-0.0860103
